日付,カテゴリ,小項目,金額,場所,商品名・メモ
2025-09-20,食品,葉物・生鮮野菜,394,ロピア,ミニトマト
2025-09-20,食品,肉類,1234,ロピア,牛こま肉
2025-09-20,食品,肉類,761,ロピア,豚しゃぶしゃぶ肉
2025-09-20,食品,肉類加工品,438,ロピア,ウインナー
2025-09-20,食品,ドリンク,1496,ロピア,ウイスキー
2025-09-20,外食費,外食,2783,うおべい,うおべい
2025-09-20,食品,野菜その他,203,イオン,野菜（商品券と合算)
2025-09-21,食品,お菓子類,60,コスパニック,お煎餅
2025-09-21,食品,ドリンク,2250,コスパニック,アイスコーヒーポーション
2025-09-21,外食費,To Go,2104,コートダジュール,ケーキ屋さん
2025-09-23,外食費,To Go,1274,BLANDE,ケーキ、ジェラート、コーヒー
2025-09-23,食品,野菜その他,328,BLANDE,マッシュルーム
2025-09-23,食品,根菜,136,BLANDE,さつまいも
2025-09-23,食品,葉物・生鮮野菜,162,BLANDE,レッドキャベツ
2025-09-23,食品,葉物・生鮮野菜,305,BLANDE,レモン
2025-09-23,食品,葉物・生鮮野菜,217,BLANDE,アスパラ
2025-09-23,食品,葉物・生鮮野菜,272,BLANDE,パプリカ
2025-09-23,食品,肉類,754,あんず,和牛切り落とし
2025-09-23,食品,肉類,990,あんず,豚バラブロック
2025-09-23,食品,肉類,361,あんず,豚ももトンカツ用
2025-09-23,食品,肉類,752,あんず,豚切り落とし
2025-09-23,食品,肉類,929,あんず,ありた鶏モモ
2025-09-23,食品,肉類,233,あんず,ありた鶏ムネ
2025-09-23,食品,肉類,251,あんず,ありた鶏ムネ
2025-09-23,食品,肉類,391,あんず,親鶏もも
2025-09-23,食品,肉類,242,あんず,鶏ミンチ
2025-09-23,食品,たまご,317,ロピア,たまご
2025-09-23,食品,魚類・貝類,207,ロピア,塩昆布
2025-09-23,食品,牛乳・乳製品,262,ロピア,スライスチーズ
2025-09-23,食品,根菜,308,ロピア,玉ねぎ
2025-09-23,日用品,キッチン用品,330,セリア,弁当カップ、スプーンなど
2025-09-23,外食費,外食,1900,ラーメンりきまる,ラーメン
2025-09-25,税金,ふるさと納税,72000,ふるさと納税,米 5kg×6ヶ月
2025-09-25,税金,ふるさと納税,11000,ふるさと納税,ドゥーブルフロマージュ 楽天
2025-09-25,税金,ふるさと納税,12000,ふるさと納税,鮭 yahoo
2025-09-25,税金,ふるさと納税,10000,ふるさと納税,トイレットペーパー yahoo
2025-09-25,税金,ふるさと納税,20000,ふるさと納税,マルエフビール yahoo
2025-09-25,税金,ふるさと納税,10000,ふるさと納税,たこ 1kg Yahoo
2025-09-25,税金,ふるさと納税,10000,ふるさと納税,干物 楽天
2025-09-25,食品,たまご,765,ヤオコー,たまご
2025-09-25,食品,たまご,316,ヤオコー,たまご
2025-09-25,食品,根菜,275,ヤオコー,レンコン
2025-09-25,食品,豆腐・納豆類,86,ヤオコー,納豆
2025-09-25,食品,肉類,540,ヤオコー,合挽肉
2025-09-25,美容,スキンケア,2530,楽天,哲太クリーム
2025-09-27,外食費,外食,410,ガスト,哲太唐揚げ
2025-09-27,医療費,診察料,2510,四街道胃腸科,奈月胃腸科検査
2025-09-27,美容,コスメ,1078,イオン,アイライナー
2025-09-27,外食費,To Go,140,セブン,コーヒー
2025-09-27,食品,調味料,590,久世福商店,粉末出汁
2025-09-27,食品,葉物・生鮮野菜,200,末廣農場,ピーマン
2025-09-27,食品,根菜,200,末廣農場,にんじん
2025-09-27,食品,根菜,300,末廣農場,ニンニク
2025-09-27,日用品,キッチン用品,217,イオン,巻き簾
2025-09-27,食品,肉類,640,イオン,牛肉
2025-09-27,外食費,To Go,3023,イオン,北海道のお寿司など
2025-09-27,税金,ふるさと納税,15000,ふるさと納税,みりん
2025-09-27,税金,ふるさと納税,5500,ふるさと納税,焼き鮭ほぐし
2025-09-28,日用品,キッチン用品,660,セリア,除菌シート、お弁当カップなど
2025-09-28,食品,パン,118,イオン,食パン
2025-09-28,食品,調味料,239,イオン,ふりかけ
2025-09-28,外食費,To Go,525,イオン,ほっけにぎり
2025-09-28,外食費,To Go,525,イオン,お寿司
2025-09-28,食品,ドリンク,1128,KALDI,インスタントコーヒー（キリマンジャロブレンド）
2025-09-29,経費,tetta,600,amazon,アマプラ　サブスク　住友カード
2025-09-29,経費,tetta,1496,ＧＯＯＧＬＥ＊ＧＳＵＩＴＥ　ＹＯＵＭＯＴＴ．,ＧＯＯＧＬＥ＊ＧＳＵＩＴＥ　ＹＯＵＭＯＴＴ．
2025-09-29,食品,肉類,3830,あんず,肉の日鶏豚購入
2025-09-29,食品,たまご,382,ヤオコー,たまご
2025-09-29,食品,たまご,316,ヤオコー,たまご
2025-09-29,食品,肉類加工品,437,ヤオコー,ウインナー
2025-09-29,食品,肉類加工品,349,ヤオコー,ベーコン
2025-09-29,食品,豆腐・納豆類,86,ヤオコー,納豆
2025-09-29,食品,肉類加工品,327,ヤオコー,ミートボール
2025-09-29,食品,たまご,437,ヤオコー,たまご
2025-09-29,食品,魚類加工品,250,ヤオコー,ごま昆布
2025-09-29,食品,たまご,195,ヤオコー,うずら
2025-09-29,食品,葉物・生鮮野菜,217,ヤオコー,ブロッコリースプラウト
2025-09-29,食品,根菜,103,ヤオコー,生姜
2025-10-01,ローン,ローン住居,110000,イオン銀行,ローン
2025-10-01,レジャー,趣味,3300,楽天銀行,アッティーボ（ジム）
2025-10-01,保険,保険その他,5382,哲太楽天銀行,ネオファースト生命
2025-10-01,保険,哲太メットライフ,5797,奈月楽天銀行,哲太メットライフ
2025-10-01,保険,奈月メットライフ,8467,楽天カード,奈月メットライフ
2025-10-01,光熱費,電気,6696,楽天カード,東京電力
2025-10-01,光熱費,ガス,9527,楽天カード,東京ガス
2025-10-01,通信費,通信,1188,楽天カード,ビックローブ
2025-10-01,通信費,通信,5390,楽天カード,ビックローブ
2025-10-01,通信費,ケータイ,3500,楽天カード,奈月スマホ
2025-10-01,通信費,ケータイ,5923,哲太カード,哲太スマホ
2025-10-01,レジャー,レジャーその他,1490,Netflix,Netflix
2025-10-01,経費,tetta,1200,て,哲太経費
2025-10-01,経費,tetta,1496,Googleアプリ,哲太経費
2025-10-01,経費,natsuki,130,Applecombill,ギガ
2025-10-01,レジャー,趣味,13000,楽天銀行,Lava(奈月)
2025-10-01,経費,natsuki,1990,法人クレカ,GoogleWorkspace
2025-10-01,経費,natsuki,20000,法人クレカ,claude
2025-10-01,経費,natsuki,1760,法人クレカ,Google cloud
2025-10-01,経費,natsuki,46,法人クレカ,geminiAPI
2025-10-01,経費,natsuki,11,法人クレカ,geminiAPI
2025-10-01,経費,natsuki,193,法人クレカ,geminiAPI
2025-10-01,経費,natsuki,4,法人クレカ,geminiAPI
2025-10-01,経費,natsuki,12000,法人口座,商工会会費
2025-10-01,経費,natsuki,6000,法人口座,創業塾
2025-10-02,食品,肉類加工品,321,ヤオコー,ベーコン
2025-10-02,食品,たまご,294,ヤオコー,たまご
2025-10-02,食品,牛乳・乳製品,162,ヤオコー,牛乳
2025-10-02,食品,粉類,239,ヤオコー,小麦粉
2025-10-02,食品,お菓子類,327,ヤオコー,つぶあん
2025-10-02,食品,牛乳・乳製品,393,ヤオコー,チーズ
2025-10-02,食品,根菜,102,ヤオコー,かぼちゃ
2025-10-02,食品,ドリンク,609,ヤオコー,お茶の粉
2025-10-02,食品,調味料,305,ヤオコー,タルタル
2025-10-02,食品,野菜その他,108,ヤオコー,生椎茸
2025-10-02,食品,調味料,327,ヤオコー,液体味噌
2025-10-02,食品,パン,128,ヤオコー,パン
2025-10-02,食品,魚類加工品,118,ヤオコー,はんぺん
2025-10-02,食品,たまご,195,ヤオコー,うずら卵
2025-10-02,食品,野菜その他,108,ヤオコー,なめこ
2025-10-04,レジャー,おでかけ,1000,石井食品,工場見学
2025-10-04,レジャー,おでかけ,1890,石井食品,栗ご飯の素、ミートボールなど
2025-10-04,日用品,キッチン用品,440,セリア,お弁当カップなど
2025-10-04,日用品,キッチン用品,330,300均一,油はね防止ネット
2025-10-04,食品,葉物・生鮮野菜,276,ロピア,ミニトマト
2025-10-04,食品,肉類,892,ロピア,豚しゃぶしゃぶ肉
2025-10-05,外食費,To Go,928,セブン,コーヒー、サンドイッチなど
2025-10-05,外食費,To Go,1080,高島屋,コロッケ
2025-10-05,外食費,To Go,4320,高島屋,海鮮丼
2025-10-05,食品,お菓子類,1408,高島屋,北海道のお菓子
2025-10-05,日用品,キッチン用品,2910,楽天,哲太用わっぱのお弁当箱
2025-10-05,外食費,To Go,1724,成城石井,お惣菜など
2025-10-05,ガソリン・ETC,ETC,780,etc,etc
2025-10-05,ガソリン・ETC,ETC,770,etc,etc
2025-10-05,ガソリン・ETC,ETC,780,etc,湾岸市川
2025-10-05,ガソリン・ETC,ETC,770,etc,晴海
2025-10-06,食品,ドリンク,547,ヤオコー,リンゴジュース
2025-10-06,食品,たまご,382,ヤオコー,たまご
2025-10-06,食品,野菜その他,173,ヤオコー,フルーツ
2025-10-06,食品,お菓子類,195,ヤオコー,インゼリー
2025-10-06,食品,お菓子類,195,ヤオコー,インゼリー
2025-10-06,食品,お菓子類,195,ヤオコー,インゼリー
2025-10-06,食品,お菓子類,173,ヤオコー,ミルク寒天
2025-10-06,食品,お菓子類,325,ヤオコー,焼きプリン
2025-10-06,食品,お菓子類,108,ヤオコー,ゼリー
2025-10-06,食品,麺類,96,ヤオコー,ソフト麺
2025-10-06,食品,お菓子類,158,ヤオコー,お月見団子
2025-10-06,食品,葉物・生鮮野菜,217,ヤオコー,長ネギ
2025-10-06,食品,お菓子類,195,ヤオコー,ゼリー
2025-10-06,日用品,日用品その他,768,マツキヨ,耳あったかいやつ
2025-10-07,日用品,薬類,7000,Amazon,洗剤、薬、タンポンなど
2025-10-07,日用品,キッチン用品,1210,ダイソー,まな板、除菌シートなど
2025-10-07,食品,豆腐・納豆類,93,ヤオコー,納豆
2025-10-07,食品,肉類加工品,327,ヤオコー,ミートボール
2025-10-07,食品,食品その他,151,ヤオコー,ワンタンの皮
2025-10-07,食品,野菜その他,108,ヤオコー,しめじ
2025-10-07,食品,たまご,316,ヤオコー,たまご
2025-10-07,食品,食品その他,140,ヤオコー,しらたき
2025-10-07,食品,肉類加工品,382,ヤオコー,ウインナー
2025-10-07,食品,葉物・生鮮野菜,217,ヤオコー,ブロッコリースプラウト
2025-10-07,食品,葉物・生鮮野菜,217,ヤオコー,なす
2025-10-07,食品,根菜,330,ヤオコー,蓮根
2025-10-08,経費,tetta,1080,Apple,Apple Music　住友カード
2025-10-08,日用品,キッチン用品,3993,Amazon,ブリタカートリッジ、歯ブラシ
2025-10-11,日用品,キッチン用品,440,セリア,お弁当ピックなど
2025-10-11,食品,お菓子類,330,そごう,御座候
2025-10-11,外食費,To Go,220,セブン,コーヒー
2025-10-11,外食費,外食,2926,オリーブの丘,オリーブの丘
2025-10-11,外食費,外食,2690,うおべい,うおべい
2025-10-11,通信費,ケータイ,2,９ガツブン エ－ユ－デンワリヨウリヨウ,スマホ
2025-10-12,外食費,To Go,1720,明太パーク,おにぎり
2025-10-12,食品,根菜,200,JA水戸,ねぎ
2025-10-12,食品,葉物・生鮮野菜,120,JA水戸,ピーマン
2025-10-12,食品,葉物・生鮮野菜,160,JA水戸,きゅうり
2025-10-12,食品,葉物・生鮮野菜,176,JA水戸,レタス
2025-10-12,食品,葉物・生鮮野菜,150,JA水戸,ミニトマト
2025-10-12,食品,肉類,1635,ヤオコー,牛肩ロース
2025-10-12,食品,たまご,765,ヤオコー,たまご
2025-10-12,食品,たまご,316,ヤオコー,たまご
2025-10-12,食品,根菜,283,ヤオコー,玉ねぎ
2025-10-12,食品,ドリンク,514,ヤオコー,ワイン
2025-10-12,食品,野菜その他,217,ヤオコー,椎茸
2025-10-12,食品,野菜その他,173,ヤオコー,平茸
2025-10-12,食品,野菜その他,195,ヤオコー,舞茸
2025-10-12,食品,野菜その他,108,ヤオコー,しめじ
2025-10-12,食品,野菜その他,108,ヤオコー,えのき
2025-10-12,食品,根菜,173,ヤオコー,さつまいも
2025-10-12,食品,食品その他,151,ヤオコー,ワンタンの皮
2025-10-12,食品,肉類加工品,327,ヤオコー,ミートボール
2025-10-12,食品,肉類,462,ヤオコー,豚ひき肉
2025-10-12,食品,ドリンク,52,ヤオコー,炭酸水
2025-10-12,外食費,To Go,404,ブランデ,クロワッサン
2025-10-12,外食費,To Go,767,ブランデ,とろたくまき
2025-10-12,食品,魚類・貝類,419,ブランデ,イカ
2025-10-12,食品,葉物・生鮮野菜,162,ブランデ,レッドキャベツ
2025-10-12,食品,葉物・生鮮野菜,272,ブランデ,ミニパプリカ
2025-10-12,食品,野菜その他,327,ブランデ,巨峰
2025-10-12,食品,お菓子類,195,ブランデ,シュークリーム
2025-10-12,食品,魚類・貝類,1100,ブランデ,ホッキ貝
2025-10-12,美容,スキンケア,3500,Amazon,哲太美容液
2025-10-12,医療費,診察料,3100,エニキユアメンタルクリニツク,クリニック
2025-10-12,ガソリン・ETC,ETC,2040,etc,水戸大洗
2025-10-13,食品,ドリンク,2869,Nespresso,コーヒー
2025-10-13,外食費,To Go,3740,日高屋,日高屋
2025-10-13,ガソリン・ETC,ETC,1250,etc,湾岸千葉
2025-10-15,ガソリン・ETC,ETC,520,etc,柏
2025-10-15,ガソリン・ETC,ETC,760,etc,三郷西
2025-10-15,ガソリン・ETC,ETC,850,etc,練馬
2025-10-16,食品,葉物・生鮮野菜,108,ヤオコー,小松菜
2025-10-16,食品,調味料,473,ヤオコー,みそ
2025-10-16,食品,根菜,283,ヤオコー,玉ねぎ
2025-10-16,食品,パン,152,ヤオコー,食パン
2025-10-16,食品,根菜,151,ヤオコー,大根
2025-10-16,食品,野菜その他,346,ヤオコー,バナナ
2025-10-16,食品,牛乳・乳製品,151,ヤオコー,ヨーグルト
2025-10-16,食品,根菜,330,ヤオコー,蓮根
2025-10-16,食品,根菜,217,ヤオコー,にんじん
2025-10-16,食品,豆腐・納豆類,93,ヤオコー,納豆
2025-10-16,食品,お菓子類,140,ヤオコー,シュークリーム
2025-10-16,食品,調味料,415,ヤオコー,鶏がらスープ
2025-10-16,食品,お菓子類,184,ヤオコー,チョコレート
2025-10-18,レジャー,おでかけ,2000,東京競馬場,駐車場
2025-10-18,レジャー,おでかけ,800,東京競馬場,カレー
2025-10-18,レジャー,おでかけ,1000,東京競馬場,唐揚げ
2025-10-18,食品,たまご,765,荻窪のヤオコー,たまご
2025-10-18,外食費,To Go,239,荻窪のヤオコー,スイーツ
2025-10-18,外食費,To Go,239,荻窪のヤオコー,スイーツ
2025-10-18,外食費,To Go,5,荻窪のヤオコー,レジ袋
2025-10-18,外食費,To Go,107,荻窪のヤオコー,お菓子
2025-10-18,外食費,To Go,1078,荻窪のヤオコー,お惣菜
2025-10-18,外食費,To Go,657,荻窪のヤオコー,お惣菜
2025-10-18,外食費,To Go,202,荻窪のヤオコー,お惣菜
2025-10-18,外食費,To Go,272,荻窪のヤオコー,お惣菜
2025-10-18,外食費,To Go,217,荻窪のヤオコー,お惣菜
2025-10-18,外食費,To Go,393,荻窪のヤオコー,お惣菜
2025-10-19,経費,tetta,400,ＡＰＰＬＥ ＣＯＭ ＢＩＬＬ,？
2025-10-19,経費,tetta,200,ＡＰＰＬＥ ＣＯＭ ＢＩＬＬ,？
2025-10-19,美容,コスメ,660,アウトレット,ティント
2025-10-19,衣類,natsukiインナー,990,アウトレット,ストッキング
2025-10-19,食品,お菓子類,194,ファミマ,ガム
2025-10-19,外食費,外食,2970,佐野ラーメン大和,佐野ラーメン大和
2025-10-21,食品,たまご,382,ヤオコー,たまご
2025-10-21,食品,たまご,316,ヤオコー,たまご
2025-10-21,食品,牛乳・乳製品,239,ヤオコー,ヨーグルト
2025-10-21,食品,豆腐・納豆類,118,ヤオコー,納豆
2025-10-21,食品,豆腐・納豆類,140,ヤオコー,豆腐
2025-10-21,食品,肉類,311,ヤオコー,鶏ひき肉
2025-10-21,食品,肉類,326,ヤオコー,鶏ひき肉
2025-10-21,食品,お米,470,ヤオコー,雑穀米
2025-10-21,食品,根菜,300,ヤオコー,長芋
2025-10-21,食品,葉物・生鮮野菜,140,ヤオコー,大葉
2025-10-21,食品,葉物・生鮮野菜,108,ヤオコー,小松菜
2025-10-21,食品,葉物・生鮮野菜,108,ヤオコー,水菜
2025-10-21,食品,葉物・生鮮野菜,217,ヤオコー,ナス
2025-10-23,食品,ドリンク,968,ヤオコー,ワイン
2025-10-23,食品,葉物・生鮮野菜,217,ヤオコー,ねぎ
2025-10-23,食品,肉類,756,ヤオコー,豚しゃぶしゃぶ肉
2025-10-23,食品,肉類,349,ヤオコー,鶏ひき肉
2025-10-23,食品,肉類,177,ヤオコー,鶏ひき肉
2025-10-23,食品,魚類加工品,402,ヤオコー,明太子
2025-10-23,食品,葉物・生鮮野菜,138,ヤオコー,白菜
2025-10-23,食品,葉物・生鮮野菜,94,ヤオコー,キャベツ
2025-10-23,食品,根菜,217,ヤオコー,カブ
2025-10-23,食品,野菜その他,385,ヤオコー,バナナ
2025-10-23,食品,根菜,437,ヤオコー,さつまいも
2025-10-23,食品,野菜その他,108,ヤオコー,しめじ
2025-10-23,食品,野菜その他,151,ヤオコー,舞茸
2025-10-23,食品,お菓子類,437,ヤオコー,チョコ
2025-10-23,食品,牛乳・乳製品,163,ヤオコー,チーズ
2025-10-24,医療費,診察料,3000,エニキユアメンタルクリニツク,クリニック
2025-10-25,外食費,To Go,118,セブン,アイス
2025-10-25,外食費,外食,2783,オリーブの丘,オリーブの丘
2025-10-25,美容,美容院,7800,哲太美容院,哲太美容院
2025-10-25,経費,tetta,3498,ＯＰＥＮＡＩ ＊ＣＨＡＴＧＰＴ ＳＵＢＳＣＲ,OPENAI
2025-10-25,医療費,薬代,2371,ハナセルヤツキヨクシブヤテン,薬
2025-10-26,食品,葉物・生鮮野菜,216,わくわく広場,白菜
2025-10-26,食品,肉類,4221,あんずお肉屋さん,牛焼肉、鶏肉
2025-10-26,外食費,外食,2954,うおべい,うおべい
2025-10-26,食品,お菓子類,324,ダイソー,お菓子
2025-10-26,外食費,To Go,702,BLANDE,ケーキ＆コーヒー
2025-10-26,食品,お菓子類,228,BLANDE,シュークリーム
2025-10-26,食品,葉物・生鮮野菜,140,BLANDE,キャベツ
2025-10-26,食品,葉物・生鮮野菜,162,BLANDE,レッドキャベツ
2025-10-26,食品,お菓子類,327,BLANDE,オレンジタルト
2025-10-27,経費,tetta,220,ニツポンユウビン,雑費
2025-10-27,経費,tetta,1923,ツタヤシヨテン リユウガサキテン,本？
2025-10-28,税金,年金,104210,現金,哲太年金半年分
2025-10-28,税金,国民健康保険,89400,現金,哲太国保
2025-10-28,税金,市民税,271700,現金,哲太住民税3期
2025-10-28,日用品,衛生用品,437,クリエイト,ハンドクリーム
2025-10-28,食品,たまご,339,ロピア,たまご
2025-10-28,食品,根菜,174,ロピア,大根
2025-10-28,食品,葉物・生鮮野菜,218,ロピア,長ネギ
2025-10-28,食品,魚類加工品,119,ロピア,はんぺん
2025-10-28,食品,豆腐・納豆類,83,ロピア,納豆
2025-10-28,食品,根菜,432,ロピア,長芋
2025-10-28,食品,調味料,119,ロピア,マジックソルト
2025-10-28,食品,食品その他,97,ロピア,こんにゃく
2025-10-28,食品,豆腐・納豆類,116,ロピア,豆腐
2025-10-28,食品,葉物・生鮮野菜,151,ロピア,水菜
2025-10-28,食品,根菜,218,ロピア,人参
2025-10-28,食品,肉類,778,ロピア,豚しゃぶしゃぶ肉
2025-10-28,食品,肉類,745,ロピア,豚しゃぶしゃぶ肉
2025-10-28,食品,ドリンク,1131,ロピア,ホワイトリカー
2025-10-29,経費,tetta,600,amazon,アマプラ　サブスク　住友カード
2025-10-29,経費,tetta,1496,ＧＯＯＧＬＥ＊ＧＳＵＩＴＥ　ＹＯＵＭＯＴＴ．,ＧＯＯＧＬＥ＊ＧＳＵＩＴＥ　ＹＯＵＭＯＴＴ．
2025-11-01,ローン,ローン住居,110000,イオン銀行,ローン
2025-11-01,レジャー,趣味,3300,楽天銀行,アッティーボ（ジム）
2025-11-01,保険,保険その他,5382,哲太楽天銀行,ネオファースト生命
2025-11-01,保険,哲太メットライフ,5797,奈月楽天銀行,哲太メットライフ
2025-11-01,保険,奈月メットライフ,8467,楽天カード,奈月メットライフ
2025-11-01,通信費,通信,4136,楽天カード,ビックローブ
2025-11-01,通信費,ケータイ,3500,楽天カード,奈月スマホ
2025-11-01,通信費,ケータイ,3500,哲太カード,哲太スマホ
2025-11-01,レジャー,レジャーその他,1490,Netflix,Netflix
2025-11-01,経費,tetta,1200,て,哲太経費
2025-11-01,経費,tetta,1496,Googleアプリ,哲太経費
2025-11-01,経費,natsuki,130,Applecombill,ギガ
2025-11-01,レジャー,趣味,9000,楽天銀行,Lava(奈月)
2025-11-01,外食費,外食,2859,うおべい,うおべい
2025-11-01,医療費,診察料,1110,皮膚科,診察代（奈月背中ニキビ）
2025-11-01,医療費,薬代,810,皮膚科,薬代
2025-11-01,日用品,日用品その他,110,ダイソー,カレンダー
2025-11-01,美容,コスメ,1298,イオン,眉ペン、ベース
2025-11-01,日用品,文具,810,無印良品,ファイル
2025-11-01,外食費,To Go,213,イオン,お酒とおかき
2025-11-01,外食費,To Go,450,ヤオコー,お酒とチャンジャ
2025-11-01,食品,たまご,764,ヤオコー,たまご
2025-11-01,食品,たまご,316,ヤオコー,たまご
2025-11-01,食品,魚類・貝類,1100,ヤオコー,ぶり
2025-11-01,食品,肉類,1210,ヤオコー,豚しゃぶしゃぶ肉
2025-11-01,食品,根菜,218,ヤオコー,レンコン
2025-11-01,食品,根菜,206,ヤオコー,にんじん
2025-11-01,食品,根菜,437,ヤオコー,玉ねぎ
2025-11-01,食品,葉物・生鮮野菜,108,ヤオコー,白菜
2025-11-01,食品,根菜,437,ヤオコー,安納芋
2025-11-01,食品,葉物・生鮮野菜,217,ヤオコー,ピーマン
2025-11-01,食品,根菜,217,ヤオコー,ごぼう
2025-11-01,食品,野菜その他,108,ヤオコー,舞茸
2025-11-01,食品,野菜その他,195,ヤオコー,椎茸
2025-11-01,食品,野菜その他,173,ヤオコー,えのき
2025-11-01,食品,野菜その他,108,ヤオコー,しめじ
2025-11-01,食品,調味料,327,ヤオコー,料理酒
2025-11-01,食品,野菜その他,162,ヤオコー,野菜？
2025-11-01,食品,ドリンク,437,ヤオコー,リプトン
2025-11-01,食品,野菜その他,184,ヤオコー,こんにゃく
2025-11-01,食品,魚類加工品,140,ヤオコー,はんぺん
2025-11-01,食品,魚類加工品,305,ヤオコー,めかぶ
2025-11-02,美容,ヘアケア,29654,Amazon,Dysonエアラップ
2025-11-02,日用品,文具,372,無印良品,ファイル
2025-11-02,日用品,文具,220,ダイソー,パック
2025-11-02,外食費,To Go,307,ファミマ,コーヒー、シュークリーム
2025-11-02,外食費,外食,4298,オリーブの丘,オリーブの丘
2025-11-03,食品,調味料,710,ワクワク広場,ゆこう酢
2025-11-03,食品,豆腐・納豆類,89,ロピア,納豆
2025-11-03,食品,レトルト類・冷凍食品,244,ロピア,カルボナーラソース
2025-11-03,食品,魚類・貝類,755,ロピア,真鯛
2025-11-03,食品,魚類加工品,486,ロピア,明太子
2025-11-03,食品,肉類,753,ロピア,スペアリブ
2025-11-03,食品,葉物・生鮮野菜,141,ロピア,アボカド
2025-11-03,食品,牛乳・乳製品,262,ロピア,チーズ
2025-11-03,食品,牛乳・乳製品,115,ロピア,チーズ
2025-11-03,食品,肉類加工品,305,ヤオコー,ウインナー
2025-11-03,食品,肉類加工品,261,ヤオコー,ベーコン
2025-11-03,食品,葉物・生鮮野菜,199,ヤオコー,アスパラガス
2025-11-03,食品,牛乳・乳製品,261,ヤオコー,プレーンヨーグルト
2025-11-03,食品,葉物・生鮮野菜,217,ヤオコー,ブロッコリースプラウト
2025-11-03,食品,牛乳・乳製品,118,ヤオコー,牛乳
2025-11-03,食品,たまご,195,ヤオコー,うずら卵
2025-11-03,食品,肉類,339,ヤオコー,豚もも切り落とし
2025-11-03,食品,肉類,407,ヤオコー,鶏むね肉
2025-11-03,食品,肉類,1031,ヤオコー,鶏もも肉
2025-11-03,外食費,外食,2761,オリーブの丘,オリーブの丘
2025-11-04,美容,コスメ,2521,Amazon,ヘアオイル、アイシャドウ
2025-11-06,食品,麺類,426,ロピア,サッポロ一番
2025-11-06,食品,豆腐・納豆類,96,ロピア,豆腐
2025-11-06,食品,豆腐・納豆類,173,ロピア,納豆
2025-11-06,食品,調味料,647,ロピア,出汁パック
2025-11-06,食品,調味料,218,ロピア,塩麹
2025-11-06,食品,調味料,251,ロピア,練乳
2025-11-06,食品,肉類加工品,402,ロピア,ミートボール
2025-11-06,食品,調味料,174,ロピア,フルーツソース
2025-11-06,食品,レトルト類・冷凍食品,160,ロピア,フカヒレスープ
2025-11-06,食品,魚類・貝類,1542,ロピア,サーモン
2025-11-06,食品,豆腐・納豆類,93,ロピア,薄揚げ
2025-11-06,食品,お菓子類,394,ロピア,チョコ
2025-11-06,食品,お菓子類,108,ロピア,ハーベスト
2025-11-08,経費,tetta,1080,Apple,Apple Music　住友カード
2025-11-08,食品,お菓子類,324,ダイソー,お菓子
2025-11-08,食品,たまご,765,ヤオコー,たまご
2025-11-08,食品,たまご,327,ヤオコー,たまご
2025-11-08,食品,レトルト類・冷凍食品,206,ヤオコー,スープ
2025-11-08,食品,レトルト類・冷凍食品,206,ヤオコー,スープ
2025-11-08,食品,根菜,437,ヤオコー,安納芋
2025-11-08,外食費,To Go,217,ヤオコー,メンチカツ
2025-11-08,食品,お菓子類,108,ヤオコー,ソフトせんべい
2025-11-08,食品,パン,217,ヤオコー,あんぱん
2025-11-08,食品,パン,250,ヤオコー,西川パン
2025-11-08,外食費,外食,3700,スシロー,スシロー
2025-11-08,食品,お米,2563,イオン,お米
2025-11-08,食品,お菓子類,140,イオン,アイス
2025-11-08,食品,お菓子類,151,イオン,アイス
2025-11-08,ガソリン・ETC,ETC,2793,etc,成田
2025-11-09,外食費,To Go,763,ローソン,お茶、スイーツ
2025-11-09,衣類,tetta衣類,17600,石井スポーツ,哲太衣類
2025-11-09,外食費,外食,3120,鳥貴族,鳥貴族
2025-11-11,日用品,衛生用品,1661,マツキヨ,歯磨き粉
2025-11-11,食品,葉物・生鮮野菜,272,ヤオコー,白菜
2025-11-11,食品,葉物・生鮮野菜,140,ヤオコー,小松菜
2025-11-11,食品,牛乳・乳製品,244,ヤオコー,ヨーグルト
2025-11-11,食品,豆腐・納豆類,173,ヤオコー,豆腐
2025-11-11,食品,根菜,52,ヤオコー,かぼちゃ
2025-11-11,食品,葉物・生鮮野菜,217,ヤオコー,キャベツ
2025-11-11,食品,野菜その他,327,ヤオコー,バナナ
2025-11-11,食品,豆腐・納豆類,108,ヤオコー,納豆
2025-11-11,食品,お菓子類,305,ヤオコー,ロールケーキ
2025-11-11,食品,お菓子類,239,ヤオコー,お菓子
2025-11-11,食品,お菓子類,107,ヤオコー,お菓子
2025-11-11,食品,肉類,368,ヤオコー,ささみ
2025-11-11,食品,肉類,655,ヤオコー,豚しゃぶしゃぶ肉
2025-11-11,食品,パン,251,ヤオコー,食パン
2025-11-13,食品,ドリンク,5346,Nespresso,Nespresso
2025-11-13,食品,肉類,549,イオン,鶏むね肉
2025-11-16,経費,natsuki,1990,法人クレカ,GoogleWorkspace
2025-11-16,経費,natsuki,20000,法人クレカ,claude
2025-11-19,経費,tetta,400,ＡＰＰＬＥ ＣＯＭ ＢＩＬＬ,？
2025-11-19,経費,tetta,200,ＡＰＰＬＥ ＣＯＭ ＢＩＬＬ,？
2025-11-29,経費,tetta,600,amazon,アマプラ　サブスク　住友カード
