日付,カテゴリ,小項目,金額,場所,商品名・メモ
2023-01-03,家具・家電,家具家電その他,6999,Amazon,TV台
2023-01-03,家具・家電,家具家電その他,1537,Amazon,加湿器フィルター
2023-01-03,家具・家電,家電,39800,Amazon,チューナーレステレビ
2023-01-04,食品,牛乳・乳製品,184,ヤオコー,ヨーグルト
2023-01-04,食品,レトルト類・冷凍食品,217,ヤオコー,スープ
2023-01-04,食品,調味料,259,ヤオコー,カレールー
2023-01-04,食品,お菓子類,165,ヤオコー,じゃがりこ
2023-01-04,食品,お菓子類,217,ヤオコー,ポテチ
2023-01-04,食品,野菜その他,173,ヤオコー,舞茸
2023-01-04,食品,たまご,184,ヤオコー,たまご
2023-01-04,食品,葉物・生鮮野菜,437,ヤオコー,七草セット
2023-01-04,食品,レトルト類・冷凍食品,108,ヤオコー,フリーズドライ味噌汁
2023-01-04,食品,レトルト類・冷凍食品,108,ヤオコー,フリーズドライ味噌汁
2023-01-04,食品,レトルト類・冷凍食品,108,ヤオコー,フリーズドライ味噌汁
2023-01-04,食品,レトルト類・冷凍食品,108,ヤオコー,フリーズドライ味噌汁
2023-01-04,食品,野菜その他,108,ヤオコー,えのき
2023-01-04,食品,根菜,217,ヤオコー,長ネギ
2023-01-04,車関連【車検・税金・積立】,車関連その他,4000,JAF,年会費
2023-01-05,食品,牛乳・乳製品,228,ヤオコー,チーズ
2023-01-05,食品,肉類,610,ヤオコー,豚しゃぶしゃぶ肉
2023-01-05,食品,調味料,547,ヤオコー,ポン酢
2023-01-05,食品,調味料,206,ヤオコー,塩コショウ詰め替え
2023-01-05,家具・家電,家電,21980,楽天,加湿器（リビング用）
2023-01-06,食品,野菜その他,217,ベルク,しいたけ
2023-01-06,食品,葉物・生鮮野菜,217,ベルク,みず菜
2023-01-06,食品,葉物・生鮮野菜,217,ベルク,春菊
2023-01-06,食品,肉類,621,ベルク,豚しゃぶしゃぶ肉
2023-01-06,食品,肉類,278,ベルク,鶏もも肉
2023-01-06,食品,肉類,311,ベルク,鶏もも肉
2023-01-06,食品,お菓子類,108,ベルク,アイス
2023-01-06,食品,お菓子類,206,ベルク,ポテチ
2023-01-06,食品,お菓子類,206,ベルク,ポテチ
2023-01-06,食品,牛乳・乳製品,195,ベルク,ヨーグルト
2023-01-06,食品,お菓子類,272,ベルク,アイス
2023-01-06,食品,レトルト類・冷凍食品,129,ベルク,ごつもり焼きそば
2023-01-07,外食費,外食,3476,イオン,五穀
2023-01-07,食品,お菓子類,527,イオン,のど飴、ガムなど
2023-01-07,経費,tetta,110,イオン,バンダナ
2023-01-08,外食費,To Go,169,ファミマ,SAVAS
2023-01-08,食品,葉物・生鮮野菜,108,ヤオコー,みず菜
2023-01-08,食品,牛乳・乳製品,184,ヤオコー,ヨーグルト
2023-01-08,食品,葉物・生鮮野菜,217,ヤオコー,野菜
2023-01-09,食品,調味料,687,ロピア,ポン酢
2023-01-09,食品,お菓子類,217,ロピア,アイス
2023-01-09,食品,お菓子類,218,ロピア,アイス
2023-01-09,日用品,日用品その他,770,ダイソー,延長コード、リモコン立てなど
2023-01-11,食品,肉類,644,ヤオコー,牛スライス
2023-01-11,食品,牛乳・乳製品,129,ヤオコー,牛乳
2023-01-11,食品,牛乳・乳製品,184,ヤオコー,ヨーグルト
2023-01-11,食品,牛乳・乳製品,96,ヤオコー,ヨーグルト
2023-01-11,食品,牛乳・乳製品,108,ヤオコー,ヨーグルト
2023-01-11,食品,野菜その他,437,ヤオコー,しいたけ
2023-01-11,食品,たまご,184,ヤオコー,たまご
2023-01-11,食品,根菜,217,ヤオコー,ネギ
2023-01-11,食品,牛乳・乳製品,220,ヤオコー,チーズ
2023-01-11,食品,野菜その他,437,ヤオコー,みかん
2023-01-11,食品,野菜その他,103,ヤオコー,えのき
2023-01-14,車関連【車検・税金・積立】,車関連その他,44660,オートランナー,車修理
2023-01-14,経費,natsuki,11090,新幹線,東京名古屋
2023-01-14,経費,natsuki,11090,新幹線,東京名古屋
2023-01-14,経費,natsuki,169,ファミマ,SAVAS
2023-01-14,経費,natsuki,350,新幹線,コーヒー
2023-01-14,経費,natsuki,780,新幹線,コーヒーなど
2023-01-14,経費,natsuki,700,名古屋,ういろ虎屋
2023-01-14,経費,natsuki,3600,名古屋,うな重
2023-01-14,経費,natsuki,2500,ノリタケの森,ノリタケの森、体験
2023-01-14,経費,natsuki,344,スタバ,コーヒー
2023-01-14,経費,natsuki,17460,ホテル,JRゲートタワーホテル
2023-01-14,経費,natsuki,929,名古屋,マスク、頭痛薬
2023-01-14,経費,natsuki,2000,矢場とん,矢場とん
2023-01-14,経費,natsuki,500,名古屋城,名古屋城
2023-01-14,経費,natsuki,210,バス,めーぐるバス
2023-01-16,日用品,日用品その他,2489,無印良品,キャスター、布巾
2023-01-16,日用品,衛生用品,1110,イオン,マスク
2023-01-16,日用品,洗剤類,525,イオン,洗濯洗剤
2023-01-16,食品,お菓子類,258,イオン,小豆バー
2023-01-16,食品,魚類加工品,217,イオン,タコワサめかぶ
2023-01-16,食品,お菓子類,118,イオン,アイス
2023-01-16,食品,牛乳・乳製品,195,イオン,ヨーグルト
2023-01-16,食品,お菓子類,85,イオン,ドリトス
2023-01-16,食品,葉物・生鮮野菜,217,イオン,野菜
2023-01-16,食品,葉物・生鮮野菜,53,イオン,はくさい
2023-01-16,食品,肉類,353,イオン,豚肩ロース
2023-01-16,食品,豆腐・納豆類,85,イオン,納豆
2023-01-16,食品,根菜,158,イオン,かぼちゃ
2023-01-16,食品,お菓子類,195,イオン,ポテチ
2023-01-16,食品,牛乳・乳製品,166,イオン,ヨーグルト
2023-01-16,食品,お菓子類,237,イオン,アイス
2023-01-17,日用品,日用品その他,200,コンビニ,住民票
2023-01-17,食品,根菜,437,ヤオコー,たまねぎ
2023-01-17,食品,お菓子類,217,ヤオコー,ポテチ
2023-01-17,食品,豆腐・納豆類,151,ヤオコー,豆腐
2023-01-17,食品,ドリンク,129,ヤオコー,ジュース
2023-01-17,食品,お菓子類,228,ヤオコー,ルマンド
2023-01-17,食品,牛乳・乳製品,503,ヤオコー,チーズ
2023-01-17,食品,魚類加工品,437,ヤオコー,シーフードミックス
2023-01-17,食品,野菜その他,86,ヤオコー,しめじ
2023-01-18,食品,牛乳・乳製品,195,ヤオコー,ヨーグルト
2023-01-18,食品,根菜,195,ヤオコー,にんじん
2023-01-18,食品,レトルト類・冷凍食品,108,ヤオコー,ペヤング
2023-01-18,食品,麺類,162,ヤオコー,うどん
2023-01-18,食品,肉類,710,ヤオコー,豚しゃぶしゃぶ肉
2023-01-19,日用品,日用品その他,1550,ヤマト,バルミューダー送料
2023-01-19,レジャー,レジャーその他,819,ワンダーグー,雑誌
2023-01-19,食品,肉類,326,ヤオコー,豚ブロック
2023-01-19,食品,お菓子類,235,ヤオコー,スフレロール
2023-01-19,食品,ドリンク,129,ヤオコー,ジュース
2023-01-21,交際費,宇野家関連,1100,ヤマト,寝屋川へお土産など送料
2023-01-21,外食費,外食,1370,マクドナルド,マクドナルド
2023-01-21,外食費,外食,890,リンガーハット,リンガーハット
2023-01-21,食品,お菓子類,217,ヤオコー,ポテチ
2023-01-21,食品,牛乳・乳製品,184,ヤオコー,ヨーグルト
2023-01-21,食品,肉類加工品,418,ヤオコー,生ハム
2023-01-21,食品,野菜その他,327,ヤオコー,メロン
2023-01-21,食品,肉類加工品,690,ヤオコー,ジョンソンヴィル
2023-01-22,食品,肉類,7486,ミート宮﨑,すき焼き用＆焼肉用など
2023-01-22,食品,葉物・生鮮野菜,108,ベルク,白菜
2023-01-22,食品,葉物・生鮮野菜,215,ベルク,キャベツ
2023-01-22,食品,葉物・生鮮野菜,347,ベルク,長ネギ
2023-01-22,食品,野菜その他,528,ベルク,みかん
2023-01-22,食品,野菜その他,770,ベルク,いちご
2023-01-22,食品,葉物・生鮮野菜,217,ベルク,レタス
2023-01-22,食品,葉物・生鮮野菜,217,ベルク,みず菜
2023-01-22,食品,葉物・生鮮野菜,173,ベルク,ニラ
2023-01-22,食品,野菜その他,85,ベルク,えのき
2023-01-22,食品,野菜その他,108,ベルク,舞茸
2023-01-22,食品,魚類加工品,437,ベルク,シーフードミックス
2023-01-22,食品,肉類,581,ベルク,豚しゃぶしゃぶ肉
2023-01-22,食品,肉類,442,ベルク,豚しゃぶしゃぶ肉
2023-01-22,食品,肉類,330,ベルク,鶏むね肉
2023-01-22,食品,肉類,356,ベルク,鶏むね肉
2023-01-22,食品,肉類,430,ベルク,鶏むね肉
2023-01-22,食品,お菓子類,217,ベルク,ジャイアントコーン
2023-01-22,食品,お菓子類,108,ベルク,アイスの実
2023-01-22,食品,お菓子類,217,ベルク,小豆バー
2023-01-22,食品,お菓子類,96,ベルク,ポテチ
2023-01-22,食品,お菓子類,96,ベルク,ポテチ
2023-01-22,食品,牛乳・乳製品,184,ベルク,ヨーグルト
2023-01-22,食品,牛乳・乳製品,108,ベルク,ヨーグルト
2023-01-22,食品,牛乳・乳製品,195,ベルク,ヨーグルト
2023-01-22,食品,ドリンク,396,ベルク,水
2023-01-22,食品,麺類,327,ベルク,煮込みラーメン
2023-01-22,食品,レトルト類・冷凍食品,470,ベルク,レトルトカレー
2023-01-22,食品,たまご,108,ベルク,たまご
2023-01-22,食品,豆腐・納豆類,96,ベルク,納豆
2023-01-23,美容,コスメ,1133,マツキヨ,アイシャドウ、ビューラー
2023-01-23,日用品,日用品その他,440,ダイソー,整理用ボックスなど
2023-01-23,食品,豆腐・納豆類,103,ヤオコー,焼き豆腐
2023-01-23,食品,食品その他,250,ヤオコー,しらたき
2023-01-23,食品,野菜その他,437,ヤオコー,しいたけ
2023-01-23,食品,葉物・生鮮野菜,173,ヤオコー,春菊
2023-01-26,食品,ドリンク,4374,Nespresso,コーヒー
2023-01-26,食品,調味料,294,ヤオコー,醤油
2023-01-26,食品,調味料,305,ヤオコー,みりん
2023-01-26,食品,たまご,228,ヤオコー,たまご
2023-01-26,食品,ドリンク,349,ヤオコー,茶葉
2023-01-26,食品,お菓子類,237,ヤオコー,プリン
2023-01-26,食品,粉類,107,ヤオコー,パン粉
2023-01-27,食品,パン,378,わくわく広場,パン
2023-01-27,外食費,外食,7478,焼き肉ごん助,焼き肉
2023-01-28,外食費,To Go,954,マルエツ,お惣菜など
2023-01-28,美容,美容院,10010,美容院,なつき美容院
2023-01-28,経費,tetta,5990,東京シャツ,哲太シャツ
2023-01-28,家具・家電,家電,1350,ノジマ,延長コード
2023-01-29,外食費,外食,1310,KFC,ケンタッキー
2023-01-29,日用品,キッチン用品,298,アリオ,まな板シート
2023-01-29,日用品,バス用品,1080,アリオ,入浴剤
2023-01-29,日用品,文具,572,アリオ,はさみ
2023-01-29,日用品,バス用品,1100,アリオ,ヘアドライタオル
2023-01-29,日用品,薬類,1210,アリオ,頭痛薬
2023-01-29,日用品,バス用品,1815,アリオ,シャンプー
2023-01-29,外食費,To Go,2244,タカマル鮮魚店,お寿司
2023-01-29,外食費,To Go,480,アリオ,広島焼き
2023-01-29,外食費,To Go,908,ビアード・パパ,シュークリーム
2023-01-29,外食費,To Go,390,セブンイレブン,コーヒー
2023-01-29,ガソリン・ETC,ガソリン,7414,Enejet,ガソリン
2023-01-31,食品,牛乳・乳製品,184,ヤオコー,ヨーグルト
2023-01-31,食品,肉類,526,ヤオコー,豚しゃぶしゃぶ肉
2023-01-31,食品,肉類加工品,316,ヤオコー,シュウマイ
2023-01-31,食品,お菓子類,217,ヤオコー,ポテチ
2023-01-31,食品,魚類加工品,162,ヤオコー,もずく
2023-01-31,食品,牛乳・乳製品,118,ヤオコー,ヨーグルトドリンク
2023-01-31,食品,牛乳・乳製品,108,ヤオコー,ヨーグルト
2023-01-31,食品,野菜その他,140,ヤオコー,生姜
2023-01-31,食品,葉物・生鮮野菜,173,ヤオコー,春菊
2023-01-31,日用品,ペーパー類,3555,楽天,トイレットペーパー
2023-01-31,ガソリン・ETC,ETC,320,etc,etc
2023-02-01,ローン,ローン住居,110000,イオン銀行,ローン
2023-02-01,保険,AIG損保,4410,哲太楽天銀行,車両保険(AIG損保)
2023-02-01,保険,アクサダイレクト,3280,哲太楽天銀行,アクサダイレクト
2023-02-01,保険,哲太メットライフ,5797,哲太楽天銀行,哲太メットライフ
2023-02-01,保険,奈月メットライフ,8467,楽天カード,奈月メットライフ
2023-02-01,光熱費,電気,13147,楽天カード,東京電力
2023-02-01,光熱費,ガス,10884,楽天カード,東京ガス
2023-02-01,通信費,通信,687,楽天カード,ソネット
2023-02-01,通信費,通信,5390,楽天カード,ソネット
2023-02-01,通信費,ケータイ,2992,楽天カード,楽天モバイル
2023-02-01,通信費,ケータイ,5919,哲太カード,楽天モバイル
2023-02-01,レジャー,趣味,26400,楽天銀行,アキュラシーゴルフ
2023-02-01,経費,tetta,11562,哲太楽天,哲太社用ケータイ
2023-02-01,経費,tetta,26000,哲太出社時食事代（出社日数＊2000円）,13.0
2023-02-01,経費,tetta,1200,翻訳アプリ,哲太経費
2023-02-01,経費,tetta,1496,Googleアプリ,哲太経費
2023-02-01,美容,美容その他,7500,現金,哲太整骨院
2023-02-01,経費,natsuki,130,Applecombill,ギガ
2023-02-01,交際費,宇野家関連,7120,誕生日新聞,誕生日新聞（宇野母）
2023-02-02,外食費,To Go,602,ミニストップ,おにぎり、カツサンド
2023-02-02,経費,tetta,12832,一休,哲太ビジネスホテル
2023-02-03,交際費,友人・知人,9000,飲み会,リクルート飲み会
2023-02-04,日用品,薬類,1757,マツキヨ,チョコラBB、リップ
2023-02-04,日用品,キッチン用品,3587,ニトリ,フレッシュキーパーなど
2023-02-04,食品,野菜その他,660,わくわく広場,いちご
2023-02-04,食品,葉物・生鮮野菜,132,わくわく広場,キャベツ
2023-02-04,食品,葉物・生鮮野菜,121,わくわく広場,ネギ
2023-02-04,食品,根菜,77,わくわく広場,大根
2023-02-04,食品,野菜その他,308,わくわく広場,舞茸
2023-02-04,食品,お菓子類,173,わくわく広場,プリン
2023-02-04,食品,牛乳・乳製品,151,ヤオコー,ヨーグルト
2023-02-04,食品,牛乳・乳製品,195,ヤオコー,ヨーグルト
2023-02-04,食品,お菓子類,228,ヤオコー,ポテチ
2023-02-04,食品,お菓子類,152,ヤオコー,ゼリー
2023-02-04,食品,お菓子類,173,ヤオコー,ポテチ
2023-02-04,食品,肉類,264,ヤオコー,豚ひき肉
2023-02-04,食品,肉類,663,ヤオコー,豚しゃぶしゃぶ肉
2023-02-04,食品,肉類,553,ヤオコー,豚しゃぶしゃぶ肉
2023-02-04,食品,麺類,193,ヤオコー,ラーメンの麺
2023-02-04,食品,葉物・生鮮野菜,162,ヤオコー,小松菜
2023-02-04,食品,葉物・生鮮野菜,108,ヤオコー,みず菜
2023-02-04,食品,葉物・生鮮野菜,217,ヤオコー,ニラ
2023-02-04,食品,お菓子類,281,ヤオコー,シュークリーム
2023-02-05,日用品,薬類,2615,マツキヨ,ユンケル、ボディミルク
2023-02-05,食品,調味料,547,ヤオコー,めんつゆ
2023-02-05,食品,調味料,382,ヤオコー,牡蠣だし醤油
2023-02-05,食品,たまご,195,ヤオコー,たまご
2023-02-05,食品,葉物・生鮮野菜,86,ヤオコー,レタス
2023-02-05,外食費,To Go,218,ヤオコー,とんかつ
2023-02-05,外食費,To Go,327,ヤオコー,巻きずし
2023-02-05,経費,tetta,4000,クリーニング,スーツ＆シャツ
2023-02-08,食品,牛乳・乳製品,250,ヤオコー,ヨーグルト
2023-02-08,食品,お菓子類,173,ヤオコー,ポテチ
2023-02-08,食品,葉物・生鮮野菜,86,ヤオコー,キャベツ
2023-02-08,食品,葉物・生鮮野菜,173,ヤオコー,ネギ
2023-02-08,食品,食品その他,481,ヤオコー,おにぎり海苔
2023-02-10,医療費,薬代,1800,皮膚科,薬・奈月
2023-02-10,医療費,診察料,1070,皮膚科,皮膚科・奈月
2023-02-10,食品,肉類,374,ベルク,豚しゃぶしゃぶ肉
2023-02-10,食品,肉類,387,ベルク,豚しゃぶしゃぶ肉
2023-02-10,外食費,To Go,327,ベルク,とんかつ
2023-02-10,外食費,To Go,156,ベルク,ポテトサラダ
2023-02-10,外食費,To Go,110,ベルク,サラダ
2023-02-10,食品,パン,217,ベルク,食パン
2023-02-10,外食費,To Go,140,ベルク,コロッケ
2023-02-10,経費,tetta,77406,ビジネスホテル,哲太ビジホ代
2023-02-11,交際費,宮崎家関連,1180,郵便局,札幌へアメリカ土産
2023-02-11,レジャー,おでかけ,1180,映画館,コーラなど
2023-02-11,レジャー,おでかけ,3600,映画館,映画チケットRRR
2023-02-12,食品,魚類・貝類,1198,タカマル鮮魚店,鮭、たらこ
2023-02-12,外食費,外食,4356,タカマル鮮魚店,ランチ
2023-02-12,日用品,掃除用品,550,ダイソー,排水口ネットなど
2023-02-12,日用品,キッチン用品,408,アリオ,おにぎりシートなど
2023-02-12,日用品,キッチン用品,455,タリーズ,コーヒー
2023-02-12,外食費,外食,400,タリーズ,コーヒー
2023-02-12,食品,お菓子類,688,ビアードパパ,シュークリーム
2023-02-12,経費,tetta,950,クリーニング,哲太スーツ
2023-02-13,交際費,冠婚葬祭費,5390,イオン,パンプス（葬儀用）
2023-02-13,交際費,冠婚葬祭費,2750,イオン,ネックレス
2023-02-15,交際費,冠婚葬祭費,63778,AOKI,奈月礼服
2023-02-15,交際費,冠婚葬祭費,2990,UNIQLO,セーター哲太礼服
2023-02-15,交際費,冠婚葬祭費,3300,USAパーキング,パーキング
2023-02-15,交際費,冠婚葬祭費,41260,ジェットスター,ジェットスター
2023-02-15,交際費,冠婚葬祭費,44384,ホテル,クロスホテル
2023-02-15,日用品,薬類,3348,マツキヨ,ビフィーナ、タイツ
2023-02-15,交際費,冠婚葬祭費,370,ファミマ,ヨーグルト、SAVAS
2023-02-15,交際費,冠婚葬祭費,678,空港,のど飴、お茶
2023-02-15,交際費,冠婚葬祭費,960,空港,フレッシュネス
2023-02-15,交際費,冠婚葬祭費,9270,なまら,ジンギスカン
2023-02-15,レジャー,レジャーその他,6000,焚き火バー,焚き火バー
2023-02-15,税金,ふるさと納税,10000,ふるさと納税,無洗米・山形県村山市
2023-02-16,交際費,冠婚葬祭費,3660,奥芝商店,スープカレー
2023-02-16,レジャー,レジャーその他,2700,白い恋人パーク,クッキー体験
2023-02-16,レジャー,レジャーその他,1600,白い恋人パーク,入園料
2023-02-16,レジャー,レジャーその他,2160,白い恋人パーク,カフェ
2023-02-16,交際費,冠婚葬祭費,1100,地下街,手袋（黒）
2023-02-16,交際費,冠婚葬祭費,660,地下街,イヤリング、シュシュ
2023-02-16,交際費,冠婚葬祭費,495,地下街,靴下
2023-02-16,交際費,冠婚葬祭費,473,ロフト,香典袋、薄墨ペン
2023-02-16,交際費,冠婚葬祭費,530,ファミマ,ヨーグルトなど
2023-02-16,交際費,冠婚葬祭費,1350,ありんこ,おにぎり
2023-02-16,交際費,冠婚葬祭費,216,札幌農学校,クッキーサンド
2023-02-17,交際費,冠婚葬祭費,10000,香典,香典
2023-02-17,交際費,冠婚葬祭費,760,葬儀場,コーヒー、お茶など
2023-02-17,交際費,冠婚葬祭費,508,ファミマ,ヨーグルト、コーヒー等
2023-02-17,交際費,冠婚葬祭費,702,ルタオ,ケーキなど
2023-02-17,交際費,冠婚葬祭費,13550,ちょこっと寿司,寿司
2023-02-18,交際費,冠婚葬祭費,614,かま栄,天ぷら
2023-02-18,交際費,冠婚葬祭費,1125,サザエ,おにぎり
2023-02-18,レジャー,レジャーその他,3602,空港,お土産
2023-02-18,交際費,冠婚葬祭費,1700,ヤマト,送料（→大阪）
2023-02-18,交際費,冠婚葬祭費,872,ローソン,空港おにぎりなど
2023-02-18,交際費,冠婚葬祭費,4340,荷物送料,送料（→印西）
2023-02-18,食品,葉物・生鮮野菜,108,ベルク,白菜
2023-02-18,食品,根菜,48,ベルク,大根
2023-02-18,食品,葉物・生鮮野菜,162,ベルク,ほうれん草
2023-02-18,食品,葉物・生鮮野菜,217,ベルク,レタス
2023-02-18,食品,肉類,570,ベルク,豚しゃぶしゃぶ肉
2023-02-18,食品,肉類,409,ベルク,鶏むね肉
2023-02-18,食品,肉類,431,ベルク,鶏むね肉
2023-02-18,食品,牛乳・乳製品,151,ベルク,ヨーグルト
2023-02-18,食品,調味料,206,ベルク,ドレッシング
2023-02-18,食品,たまご,284,ベルク,たまご
2023-02-18,レジャー,レジャーその他,600,札幌ビール園,ビール試飲
2023-02-19,日用品,文具,96,イオン,ボールペン
2023-02-19,日用品,文具,110,イオン,便箋
2023-02-19,交際費,宮崎家関連,7238,イオン,カタログギフト（潤さんへ結婚祝いのお礼）
2023-02-19,外食費,外食,2700,魚べい,魚べい
2023-02-20,交際費,交際費その他,1200,コインランドリー,コインランドリー
2023-02-20,食品,野菜その他,437,ベルク,いちご
2023-02-20,食品,根菜,195,ベルク,ネギ
2023-02-20,食品,葉物・生鮮野菜,108,ベルク,みず菜
2023-02-20,食品,肉類,408,ベルク,豚しゃぶしゃぶ肉
2023-02-20,食品,牛乳・乳製品,151,ベルク,ヨーグルト
2023-02-20,食品,ドリンク,327,ベルク,緑茶
2023-02-20,食品,お米,957,ベルク,お米
2023-02-20,食品,魚類加工品,173,ベルク,ごま昆布
2023-02-20,食品,食品その他,325,ベルク,梅干し
2023-02-23,日用品,キッチン用品,990,セリア,おにぎりホイル、タッパーなど
2023-02-23,食品,お菓子類,262,ロピア,スフレロール
2023-02-23,外食費,To Go,548,ロピア,たこ焼き
2023-02-23,食品,牛乳・乳製品,152,ロピア,ヨーグルト
2023-02-23,外食費,To Go,495,ロピア,お弁当
2023-02-23,食品,調味料,328,ロピア,キャノーラ油
2023-02-23,食品,葉物・生鮮野菜,174,ロピア,キャベツ
2023-02-23,食品,葉物・生鮮野菜,110,ロピア,白菜
2023-02-23,食品,葉物・生鮮野菜,110,ロピア,春菊
2023-02-23,食品,葉物・生鮮野菜,110,ロピア,小松菜
2023-02-23,食品,調味料,262,ロピア,鍋スープ
2023-02-23,食品,粉類,163,ロピア,片栗粉
2023-02-23,食品,魚類加工品,748,ロピア,シーフードミックス
2023-02-23,食品,肉類,482,ロピア,豚しゃぶしゃぶ肉
2023-02-23,食品,肉類,1054,ロピア,肩ロースステーキ肉
2023-02-23,食品,お菓子類,218,ロピア,ポテチ
2023-02-23,食品,お菓子類,218,ロピア,ポテチ
2023-02-25,ガソリン・ETC,ETC,210,有料道路,有料道路
2023-02-25,ガソリン・ETC,ガソリン,5000,ENEOS,ガソリン
2023-02-25,日用品,キッチン用品,110,ダイソー,おしぼり個包装
2023-02-25,日用品,キッチン用品,499,手芸屋さん,布
2023-02-25,外食費,外食,3210,魚べい,魚べい
2023-02-25,食品,葉物・生鮮野菜,97,ベルク,ブロッコリー
2023-02-25,食品,葉物・生鮮野菜,49,ベルク,キャベツ
2023-02-25,食品,根菜,31,ベルク,大根
2023-02-25,食品,野菜その他,85,ベルク,えのき
2023-02-25,食品,野菜その他,108,ベルク,しめじ
2023-02-25,食品,魚類・貝類,458,ベルク,鮭
2023-02-25,食品,魚類加工品,437,ベルク,シーフードミックス
2023-02-25,食品,肉類,612,ベルク,豚しゃぶしゃぶ肉
2023-02-25,食品,肉類,573,ベルク,鶏もも肉
2023-02-25,食品,肉類,375,ベルク,鶏むね肉
2023-02-25,食品,お菓子類,108,ベルク,アイス
2023-02-25,食品,お菓子類,217,ベルク,アイス
2023-02-25,食品,お菓子類,184,ベルク,アイス
2023-02-25,食品,牛乳・乳製品,151,ベルク,ヨーグルト
2023-02-25,食品,魚類加工品,195,ベルク,鰹節
2023-02-25,食品,たまご,238,ベルク,たまご
2023-02-26,交際費,冠婚葬祭費,4000,クリーニング,礼服
