日付,カテゴリ,小項目,金額,場所,商品名・メモ
2021-03-01,光熱費,下水道,4237,コンビニ,下水道（2ヶ月毎）
2021-03-01,光熱費,水道,6340,りそな銀行,水道局（2ヶ月毎）
2021-03-01,光熱費,電気,6058,楽天カード,楽天でんき
2021-03-01,光熱費,ガス,14705,楽天カード,東京ガス
2021-03-01,通信費,通信,687,楽天カード,ソネット
2021-03-01,通信費,通信,3361,楽天カード,ソネット
2021-03-01,通信費,ケータイ,2445,楽天カード,楽天モバイル
2021-03-04,外食費,To Go,2311,王将,王将
2021-03-05,外食費,To Go,789,セブンイレブン,チューハイ、おやつ
2021-03-05,外食費,To Go,1470,すき家,すき家
2021-03-06,医療費,診察料,2890,歯科,歯科・奈月
2021-03-06,外食費,外食,5820,清水屋,うな重など
2021-03-06,レジャー,おでかけ,300,鹿島神宮,駐車場
2021-03-06,外食費,To Go,616,セブンイレブン,コーヒー、チョコ
2021-03-06,日用品,キッチン用品,1100,セリア,日用品、ザルなど
2021-03-06,医療費,診察料,1400,整骨院,整骨院・哲太奈月
2021-03-06,食品,お菓子類,116,イオン,ポテチ
2021-03-06,食品,お菓子類,307,イオン,せんべい
2021-03-06,食品,ドリンク,149,イオン,檸檬堂
2021-03-06,食品,ドリンク,149,イオン,檸檬堂
2021-03-06,食品,ドリンク,159,イオン,SAVAS
2021-03-06,食品,ドリンク,159,イオン,SAVAS
2021-03-06,食品,お菓子類,95,イオン,ポテチ
2021-03-06,食品,お菓子類,95,イオン,ポテチ
2021-03-06,食品,調味料,810,イオン,はちみつ
2021-03-06,食品,牛乳・乳製品,170,イオン,ヨーグルト
2021-03-06,食品,肉類,170,イオン,せせり
2021-03-06,食品,牛乳・乳製品,127,イオン,ヨーグルト
2021-03-06,食品,牛乳・乳製品,170,イオン,ヨーグルト
2021-03-06,外食費,To Go,343,イオン,お寿司
2021-03-06,外食費,To Go,321,イオン,真鯛刺し身
2021-03-06,食品,魚類・貝類,321,イオン,サバ
2021-03-06,食品,パン,159,イオン,食パン
2021-03-06,食品,豆腐・納豆類,192,イオン,納豆
2021-03-06,食品,葉物・生鮮野菜,95,イオン,キャベツ
2021-03-06,食品,肉類,290,イオン,鶏むね肉
2021-03-06,食品,肉類,258,イオン,鶏むね肉
2021-03-06,食品,たまご,213,イオン,たまご
2021-03-06,食品,葉物・生鮮野菜,105,イオン,小松菜
2021-03-06,食品,葉物・生鮮野菜,105,イオン,小松菜
2021-03-07,レジャー,レジャーその他,1000,宝くじ,スクラッチ
2021-03-07,外食費,外食,3770,フライングガーデン,ハンバーグ
2021-03-07,日用品,掃除用品,550,セリア,排水溝ネット
2021-03-07,日用品,薬類,624,福太郎,アイボン
2021-03-07,ガソリン・ETC,ガソリン,5015,Costco,ガゾリン
2021-03-07,日用品,キッチン用品,2598,Costco,ペーパータオル
2021-03-07,レジャー,レジャーその他,5880,Costco,クーラーボックス
2021-03-07,日用品,キッチン用品,2398,Costco,ペーパータオル
2021-03-07,日用品,洗剤類,888,Costco,食洗機用タブレット
2021-03-07,日用品,洗剤類,888,Costco,食洗機用タブレット
2021-03-07,日用品,洗剤類,888,Costco,食洗機用タブレット
2021-03-07,食品,お菓子類,980,Costco,おかき
2021-03-07,食品,レトルト類・冷凍食品,958,Costco,味噌汁セット
2021-03-07,食品,お米,2998,Costco,無洗米10kg
2021-03-07,日用品,洗剤類,1698,Costco,オキシクリーン
2021-03-07,食品,調味料,698,Costco,醤油
2021-03-07,日用品,洗剤類,878,Costco,イオン電解水クリーナー
2021-03-07,食品,豆腐・納豆類,698,Costco,ミックスビーンズ
2021-03-07,食品,魚類加工品,1648,Costco,ツナ缶
2021-03-07,食品,魚類加工品,1648,Costco,ツナ缶
2021-03-07,経費,tetta,24800,Costco,哲太チェアー
2021-03-07,日用品,衛生用品,1298,Costco,マスク小
2021-03-07,日用品,衛生用品,998,Costco,マスクふつう
2021-03-07,外食費,外食,1848,くら寿司,くら寿司
2021-03-12,外食費,To Go,2015,ベルク,夜ご飯
2021-03-13,交際費,宮崎家関連,11220,ゴルフ5,宮崎　父誕生日
2021-03-13,外食費,To Go,138,ドン・キホーテ,お茶
2021-03-13,外食費,外食,6128,野菜スタイル,ランチ
2021-03-13,日用品,日用品その他,330,ダイソー,傘
2021-03-13,医療費,診察料,700,整骨院,奈月
2021-03-13,食品,ドリンク,300,イオン,SAVAS
2021-03-13,食品,ドリンク,159,イオン,SAVASベリー
2021-03-13,食品,ドリンク,159,イオン,SAVASベリー
2021-03-13,食品,ドリンク,397,イオン,アールグレイ
2021-03-13,食品,ドリンク,286,イオン,カモミール
2021-03-13,食品,レトルト類・冷凍食品,159,イオン,親子丼
2021-03-13,食品,レトルト類・冷凍食品,159,イオン,牛丼
2021-03-13,食品,レトルト類・冷凍食品,159,イオン,中華丼
2021-03-13,食品,レトルト類・冷凍食品,159,イオン,中華丼
2021-03-13,食品,葉物・生鮮野菜,84,イオン,白菜
2021-03-13,食品,食品その他,5,イオン,レジ袋
2021-03-13,食品,豆腐・納豆類,64,イオン,納豆
2021-03-13,食品,調味料,559,イオン,ドレッシング叙々苑
2021-03-13,食品,お菓子類,95,イオン,コーヒーゼリー
2021-03-13,食品,魚類加工品,213,イオン,鮭ほぐし身
2021-03-13,食品,野菜その他,213,イオン,しいたけ
2021-03-13,食品,野菜その他,105,イオン,しめじ
2021-03-13,食品,野菜その他,105,イオン,しめじ
2021-03-13,食品,レトルト類・冷凍食品,321,イオン,肉まん、ピザまん
2021-03-13,食品,葉物・生鮮野菜,168,イオン,小松菜
2021-03-13,食品,葉物・生鮮野菜,168,イオン,小松菜
2021-03-13,食品,葉物・生鮮野菜,267,イオン,ねぎ
2021-03-13,食品,葉物・生鮮野菜,84,ベルク,レタス
2021-03-13,食品,魚類・貝類,365,ベルク,サバ
2021-03-13,食品,肉類,305,ベルク,鶏もも肉
2021-03-13,食品,肉類,302,ベルク,鶏むね肉
2021-03-13,食品,肉類,366,ベルク,鶏むね肉
2021-03-13,外食費,To Go,200,ベルク,スモークチキン
2021-03-13,食品,パン,116,ベルク,食パン
2021-03-13,食品,牛乳・乳製品,149,ベルク,ヨーグルト
2021-03-13,食品,牛乳・乳製品,149,ベルク,ヨーグルト
2021-03-13,食品,牛乳・乳製品,149,ベルク,濃厚ヨーグルト
2021-03-13,食品,たまご,213,ベルク,たまご
2021-03-13,食品,レトルト類・冷凍食品,321,ベルク,冷凍唐揚げ
2021-03-13,食品,レトルト類・冷凍食品,289,ベルク,冷凍塩唐揚げ
2021-03-14,外食費,外食,6864,はな膳,はな膳
2021-03-14,外食費,To Go,658,スタバ,アフォガード
2021-03-19,外食費,To Go,1738,からやま,からやま
2021-03-19,外食費,To Go,416,セブン,サラダなど
2021-03-20,外食費,外食,7600,成田ビューホテル,ホテルランチ・中華
2021-03-20,衣類,natsuki衣類,4840,アウトレット,スカート
2021-03-20,衣類,tetta衣類,16940,アウトレット,シャツ・哲太
2021-03-20,外食費,To Go,490,セブン,おやつ、コーヒーなど
2021-03-20,外食費,To Go,363,スタバ,コーヒー
2021-03-20,日用品,日用品その他,660,イオン,ティッシュケースなど
2021-03-20,日用品,バス用品,495,イオン,入浴剤
2021-03-20,美容,スキンケア,2916,イオン,化粧水、パックなど
2021-03-20,美容,スキンケア,3850,イオン,DHCセラミドクリーム
2021-03-20,食品,ドリンク,159,イオン,SAVAS
2021-03-20,食品,ドリンク,159,イオン,SAVAS
2021-03-20,食品,お菓子類,375,イオン,レディーボーデン
2021-03-20,食品,お菓子類,95,イオン,コーヒーゼリー
2021-03-20,食品,お菓子類,95,イオン,コーヒーゼリー
2021-03-20,食品,牛乳・乳製品,149,イオン,ヨーグルト四葉
2021-03-20,食品,牛乳・乳製品,159,イオン,バニラヨーグルト
2021-03-20,食品,牛乳・乳製品,127,イオン,ヨーグルト
2021-03-20,食品,豆腐・納豆類,64,イオン,納豆
2021-03-20,食品,調味料,246,イオン,マヨネーズ
2021-03-20,食品,レトルト類・冷凍食品,397,イオン,唐揚げ　冷凍
2021-03-20,食品,レトルト類・冷凍食品,213,イオン,ほうれん草　冷凍
2021-03-20,食品,魚類・貝類,316,イオン,鮭
2021-03-20,食品,レトルト類・冷凍食品,321,イオン,肉まんあんまん
2021-03-20,食品,レトルト類・冷凍食品,210,イオン,青の洞窟カルボナーラ
2021-03-20,食品,レトルト類・冷凍食品,170,イオン,TV3種のカルボナーラ
2021-03-20,食品,野菜その他,170,イオン,りんご
2021-03-20,食品,調味料,753,イオン,はちみつ
2021-03-20,食品,葉物・生鮮野菜,56,イオン,きゅうり
2021-03-20,食品,たまご,213,イオン,たまご
2021-03-20,食品,葉物・生鮮野菜,105,イオン,小松菜
2021-03-20,食品,葉物・生鮮野菜,105,イオン,小松菜
2021-03-20,食品,野菜その他,105,イオン,しめじ
2021-03-20,食品,魚類加工品,213,イオン,鮭ほぐし身
2021-03-20,食品,野菜その他,267,イオン,たくあん
2021-03-20,食品,調味料,97,イオン,ふりかけ
2021-03-20,食品,お菓子類,105,イオン,栗まんじゅう
2021-03-20,食品,野菜その他,138,イオン,りんご
2021-03-20,食品,葉物・生鮮野菜,95,ベルク,アボカド
2021-03-20,食品,葉物・生鮮野菜,138,ベルク,千切りキャベツ
2021-03-20,食品,肉類,739,ベルク,豚ロースしゃぶしゃぶ
2021-03-20,食品,肉類,559,ベルク,豚しゃぶしゃぶ
2021-03-20,外食費,To Go,645,ベルク,お寿司
2021-03-20,食品,葉物・生鮮野菜,82,ベルク,サラダ
2021-03-20,食品,レトルト類・冷凍食品,181,ベルク,おばんざい　きんぴら
2021-03-20,食品,レトルト類・冷凍食品,181,ベルク,おばんざい　こんにゃく
2021-03-20,交際費,宮崎家関連,1500,送料,宮崎　父誕生日
2021-03-21,外食費,外食,6248,榎久,焼き肉
2021-03-25,美容,美容その他,3950,楽天,美顔ローラー
2021-03-25,日用品,キッチン用品,5366,楽天,やきまる・コンロ
2021-03-25,日用品,衛生用品,1330,楽天,歯ブラシの替え
2021-03-26,外食費,外食,5665,山内農場,山内農場
2021-03-26,食品,たまご,217,ヤオコー,たまご
2021-03-26,食品,牛乳・乳製品,140,ヤオコー,ヨーグルト
2021-03-26,食品,ドリンク,151,ヤオコー,檸檬堂
2021-03-26,食品,ドリンク,151,ヤオコー,檸檬堂
2021-03-26,外食費,To Go,273,ヤオコー,お寿司
2021-03-26,食品,ドリンク,217,ヤオコー,シードル
2021-03-27,ガソリン・ETC,ガソリン,5782,Enejet,ガソリン
2021-03-27,食品,葉物・生鮮野菜,84,ベルク,アボカド
2021-03-27,食品,葉物・生鮮野菜,168,ベルク,白菜
2021-03-27,食品,葉物・生鮮野菜,95,ベルク,レタス
2021-03-27,食品,葉物・生鮮野菜,95,ベルク,レタス
2021-03-27,食品,葉物・生鮮野菜,73,ベルク,小松菜
2021-03-27,食品,葉物・生鮮野菜,73,ベルク,小松菜
2021-03-27,食品,葉物・生鮮野菜,73,ベルク,小松菜
2021-03-27,食品,魚類・貝類,328,ベルク,鮭
2021-03-27,食品,肉類,419,ベルク,カットステーキ肉
2021-03-27,食品,肉類,583,ベルク,豚肩ロース
2021-03-27,食品,肉類,669,ベルク,合いびき肉
2021-03-27,食品,肉類,788,ベルク,鶏もも肉
2021-03-27,食品,肉類,336,ベルク,鶏むね肉
2021-03-27,食品,肉類,406,ベルク,鶏むね肉
2021-03-27,食品,肉類,425,ベルク,鶏むね肉
2021-03-27,食品,お菓子類,73,ベルク,アイス
2021-03-27,食品,牛乳・乳製品,149,ベルク,ヨーグルト
2021-03-27,食品,お菓子類,106,ベルク,アイス
2021-03-27,食品,お菓子類,73,ベルク,スコーン湖池屋
2021-03-27,食品,パン,95,ベルク,食パン
2021-03-27,食品,お菓子類,168,ベルク,エクレア
2021-03-27,食品,牛乳・乳製品,106,ベルク,ヨーグルト
2021-03-27,食品,牛乳・乳製品,170,ベルク,ヨーグルト
2021-03-27,食品,牛乳・乳製品,95,ベルク,ヨーグルト
2021-03-27,食品,たまご,213,ベルク,たまご
2021-03-27,食品,レトルト類・冷凍食品,429,ベルク,たこ焼き
2021-03-27,食品,肉類加工品,375,ベルク,ウインナー
2021-03-27,食品,食品その他,77,ベルク,こんにゃく
2021-03-27,食品,豆腐・納豆類,106,ベルク,納豆
2021-03-28,食品,麺類,331,カルディ,生パスタ
2021-03-28,食品,お菓子類,214,ロピア,ポテチ
2021-03-28,食品,調味料,398,ロピア,ポン酢
2021-03-28,食品,調味料,162,ロピア,マヨネーズ
2021-03-28,食品,お菓子類,63,ロピア,コアラのマーチ
2021-03-28,食品,葉物・生鮮野菜,108,ロピア,キャベツ
2021-03-28,食品,葉物・生鮮野菜,214,ロピア,ナス
2021-03-28,食品,肉類,914,ロピア,焼肉用牛肉
2021-03-28,食品,肉類,993,ロピア,焼肉用牛肉
2021-03-28,食品,葉物・生鮮野菜,108,ロピア,ニラ
2021-03-28,食品,葉物・生鮮野菜,322,ロピア,にんにく
2021-03-30,食品,ドリンク,888,楽天,ルイボスティー
2021-04-01,ローン,ローン住居,110000,イオン銀行,ローン
2021-04-01,ローン,ローン家電,11302,楽天銀行,Macローン
2021-04-01,保険,AIG損保,4410,哲太楽天銀行,車両保険(AIG損保)
2021-04-01,保険,アクサダイレクト,3280,哲太楽天銀行,アクサダイレクト
2021-04-01,保険,哲太メットライフ,5797,哲太楽天銀行,哲太メットライフ
2021-04-01,保険,奈月メットライフ,8467,楽天カード,奈月メットライフ
2021-04-01,光熱費,電気,6109,楽天カード,東京電力
2021-04-01,光熱費,ガス,11110,楽天カード,東京ガス
2021-04-01,通信費,通信,687,楽天カード,ソネット
2021-04-01,通信費,通信,3361,楽天カード,ソネット
2021-04-01,通信費,ケータイ,2577,楽天カード,楽天モバイル
2021-04-01,食品,調味料,4291,Nespresso,コーヒー
2021-04-02,経費,natsuki,12984,Microsoft,Office365　年契約
2021-04-03,レジャー,おでかけ,770,セブンイレブン,パンなど
2021-04-03,レジャー,おでかけ,369,セブンイレブン,お茶など
2021-04-03,食品,計,334,ファミマ,クッキーなど
2021-04-04,外食費,外食,2596,スシロー,スシロー
2021-04-04,通信費,ケータイ,6866,哲太携帯,楽天モバイル
2021-04-04,衣類,tetta衣類,4500,イオン,パーカー
2021-04-04,衣類,natsuki衣類,2500,イオン,パンツ
2021-04-04,外食費,To Go,698,ファミマ,パンなど
2021-04-04,日用品,キッチン用品,569,イオン,ボンベ
2021-04-04,日用品,美容関連用品,768,セイムス,スプレー
2021-04-04,日用品,薬類,1078,セイムス,イブ頭痛薬
2021-04-04,日用品,衛生用品,1078,セイムス,コンタクト洗浄液
2021-04-04,食品,葉物・生鮮野菜,106,ベルク,アボカド
2021-04-04,食品,葉物・生鮮野菜,106,ベルク,アボカド
2021-04-04,食品,葉物・生鮮野菜,84,ベルク,白菜
2021-04-04,食品,葉物・生鮮野菜,106,ベルク,サニーレタス
2021-04-04,食品,葉物・生鮮野菜,250,ベルク,小松菜
2021-04-04,食品,葉物・生鮮野菜,168,ベルク,レタス
2021-04-04,食品,野菜その他,213,ベルク,しめじ
2021-04-04,食品,魚類加工品,213,ベルク,鮭フレーク
2021-04-04,食品,肉類,565,ベルク,牛肉　焼肉用
2021-04-04,食品,肉類,429,ベルク,豚トロ
2021-04-04,食品,肉類,581,ベルク,鶏もも肉
2021-04-04,食品,肉類,365,ベルク,鶏むね肉
2021-04-04,食品,牛乳・乳製品,149,ベルク,ヨーグルト
2021-04-04,食品,お菓子類,213,ベルク,アイス
2021-04-04,食品,お菓子類,170,ベルク,ポテチ
2021-04-04,食品,お菓子類,170,ベルク,ポテチ
2021-04-04,食品,お菓子類,73,ベルク,スコーン
2021-04-04,食品,牛乳・乳製品,479,ベルク,SAVAS
2021-04-04,食品,牛乳・乳製品,149,ベルク,パルテノ
2021-04-04,食品,牛乳・乳製品,138,ベルク,ヨーグルト
2021-04-04,食品,レトルト類・冷凍食品,213,ベルク,パスタソース
2021-04-04,食品,たまご,427,ベルク,たまご
2021-04-04,食品,肉類加工品,753,ベルク,ウインナー
2021-04-04,食品,食品その他,408,ベルク,キムチ
2021-04-10,レジャー,おでかけ,500,千波湖,駐車場
2021-04-10,レジャー,おでかけ,930,千波湖,カフェ
2021-04-10,レジャー,おでかけ,550,SA,いいだこ串
2021-04-10,レジャー,おでかけ,739,セブンイレブン,コーヒー、パンなど
2021-04-10,レジャー,おでかけ,510,SA,アイス、お茶
2021-04-10,食品,肉類,5880,宮崎ミート,焼肉用
2021-04-10,食品,お菓子類,192,イオン,アイス
2021-04-10,食品,お菓子類,192,イオン,アイス
2021-04-10,食品,肉類,490,イオン,鶏もも肉
2021-04-10,食品,牛乳・乳製品,127,イオン,ヨーグルト
2021-04-10,食品,野菜その他,429,イオン,キムチ
2021-04-10,食品,たまご,213,イオン,たまご
2021-04-10,食品,調味料,354,イオン,焼肉のタレ
2021-04-10,食品,調味料,278,イオン,本みりん
2021-04-10,食品,牛乳・乳製品,213,イオン,ヤクルト
2021-04-10,食品,牛乳・乳製品,159,イオン,SAVAS
2021-04-10,食品,牛乳・乳製品,159,イオン,SAVAS
2021-04-10,食品,牛乳・乳製品,170,イオン,ヨーグルト
2021-04-10,食品,ドリンク,149,イオン,檸檬堂
2021-04-10,食品,ドリンク,149,イオン,檸檬堂
2021-04-10,食品,牛乳・乳製品,147,イオン,ヨーグルト
2021-04-10,食品,牛乳・乳製品,147,イオン,ヨーグルト
2021-04-10,食品,葉物・生鮮野菜,84,イオン,サラダな
2021-04-10,食品,パン,159,イオン,食パン
2021-04-10,通信費,ケータイ,3680,哲太携帯,楽天モバイル
2021-04-11,ガソリン・ETC,ガソリン,6847,Enejet,ガソリン
2021-04-11,ガソリン・ETC,ETC,210,有料道路,有料道路
2021-04-11,レジャー,おでかけ,726,セブンイレブン,コーヒー、パン
2021-04-11,レジャー,おでかけ,490,KFC,チキン、ドリンク
2021-04-11,衣類,衣類その他,71676,COACH,"バッグ（tetta,natsuki）"
2021-04-11,食品,麺類,354,イオン,ラーメン
2021-04-11,食品,麺類,354,イオン,ラーメン
2021-04-11,食品,お菓子類,192,イオン,カラムーチョ
2021-04-11,食品,お菓子類,84,イオン,ポテチ
2021-04-11,食品,お菓子類,84,イオン,ポテチ
2021-04-11,食品,お菓子類,84,イオン,ポテチ
2021-04-11,食品,レトルト類・冷凍食品,246,イオン,青の洞窟
2021-04-11,食品,レトルト類・冷凍食品,213,イオン,パスタソース
2021-04-11,食品,レトルト類・冷凍食品,213,イオン,パスタソース
2021-04-11,食品,レトルト類・冷凍食品,213,イオン,パスタソース
2021-04-11,食品,レトルト類・冷凍食品,246,イオン,青の洞窟
2021-04-11,食品,調味料,257,イオン,カンタン酢
2021-04-11,食品,魚類加工品,375,イオン,焼海苔
2021-04-11,食品,豆腐・納豆類,62,イオン,納豆
2021-04-11,食品,豆腐・納豆類,62,イオン,納豆
2021-04-11,食品,魚類・貝類,289,イオン,鰹たたき
2021-04-11,食品,魚類・貝類,1021,イオン,刺し身盛り合わせ
2021-04-11,食品,葉物・生鮮野菜,105,イオン,小松菜
2021-04-17,外食費,To Go,968,セブンイレブン,パンなど
2021-04-17,食品,魚類・貝類,821,京北スーパー,タコ
2021-04-17,食品,魚類・貝類,608,京北スーパー,活〆ヒラメ
2021-04-17,食品,牛乳・乳製品,345,京北スーパー,ヨーグルト
2021-04-17,食品,食品その他,615,京北スーパー,キムチ
2021-04-17,食品,調味料,540,京北スーパー,すき焼き割り下
2021-04-17,食品,お菓子類,321,京北スーパー,チーズドック
2021-04-17,食品,魚類・貝類,646,京北スーパー,バチマグロ
2021-04-17,食品,麺類,518,京北スーパー,稲庭うどん
2021-04-17,食品,魚類・貝類,629,京北スーパー,サーモン
2021-04-17,食品,肉類加工品,429,京北スーパー,鶏炭火焼き
2021-04-17,食品,根菜,429,京北スーパー,たけのこボイル
2021-04-17,食品,葉物・生鮮野菜,427,京北スーパー,きゅうり
2021-04-17,食品,調味料,213,京北スーパー,本生わさび
2021-04-17,食品,葉物・生鮮野菜,138,京北スーパー,にら
2021-04-17,外食費,外食,1330,和幸,和幸
2021-04-17,日用品,文具,200,イオン,付箋
2021-04-17,日用品,日用品その他,330,イオン,ポーチ
2021-04-17,美容,コスメ,1320,イオン,ティント
2021-04-17,美容,スキンケア,580,イオン,パック
2021-04-17,日用品,掃除用品,110,セリア,クエン酸
2021-04-17,日用品,掃除用品,110,セリア,重曹
2021-04-17,日用品,掃除用品,110,セリア,重曹
2021-04-17,日用品,掃除用品,110,セリア,クエン酸
2021-04-17,日用品,掃除用品,110,セリア,カビ取りスティック
2021-04-17,日用品,日用品その他,110,セリア,オーナメント
2021-04-17,日用品,キッチン用品,110,セリア,爪楊枝
2021-04-17,日用品,キッチン用品,110,セリア,お茶ボトル
2021-04-17,日用品,キッチン用品,330,セリア,ごはん用タッパー
2021-04-17,食品,レトルト類・冷凍食品,142,KALDI,めんつゆレトルト
2021-04-17,食品,レトルト類・冷凍食品,142,KALDI,めんつゆレトルト
2021-04-17,食品,ドリンク,134,KALDI,桃ジュース
2021-04-17,食品,調味料,388,KALDI,レモスコ
2021-04-17,食品,葉物・生鮮野菜,250,ベルク,小松菜
2021-04-17,食品,根菜,126,ベルク,人参
2021-04-17,食品,葉物・生鮮野菜,105,ベルク,レタス
2021-04-17,食品,葉物・生鮮野菜,213,ベルク,アボカド
2021-04-17,食品,野菜その他,429,ベルク,いちご
2021-04-17,食品,葉物・生鮮野菜,84,ベルク,白菜
2021-04-17,食品,葉物・生鮮野菜,429,ベルク,ミニトマト
2021-04-17,食品,野菜その他,168,ベルク,しめじ
2021-04-17,食品,葉物・生鮮野菜,19,ベルク,もやし
2021-04-17,食品,魚類加工品,427,ベルク,鮭ほぐし身
2021-04-17,食品,肉類,732,ベルク,合いびき肉
2021-04-17,食品,肉類,305,ベルク,鶏もも肉
2021-04-17,食品,肉類,322,ベルク,鶏もも肉
2021-04-17,食品,肉類,173,ベルク,鶏むね肉
2021-04-17,食品,肉類,190,ベルク,鶏むね肉
2021-04-17,食品,肉類,197,ベルク,鶏むね肉
2021-04-17,食品,肉類,207,ベルク,鶏むね肉
2021-04-17,食品,お菓子類,106,ベルク,パピコ
2021-04-17,食品,お菓子類,106,ベルク,パピコ
2021-04-17,食品,お菓子類,213,ベルク,アイス
2021-04-17,食品,お菓子類,116,ベルク,アイス
2021-04-17,食品,パン,170,ベルク,食パン
2021-04-17,食品,牛乳・乳製品,213,ベルク,ヨーグルト
2021-04-17,食品,牛乳・乳製品,479,ベルク,SAVAS
2021-04-17,食品,牛乳・乳製品,170,ベルク,ヨーグルト
2021-04-17,食品,牛乳・乳製品,138,ベルク,ヨーグルト
2021-04-17,食品,牛乳・乳製品,149,ベルク,ヨーグルト
2021-04-17,食品,レトルト類・冷凍食品,710,ベルク,ラザニアセット
2021-04-17,食品,レトルト類・冷凍食品,203,ベルク,パスタソース
2021-04-17,食品,レトルト類・冷凍食品,192,ベルク,パスタソース
2021-04-17,食品,調味料,213,ベルク,塩麹
2021-04-17,食品,たまご,447,ベルク,たまご
2021-04-17,食品,調味料,181,ベルク,練乳
2021-04-17,食品,お菓子類,213,ベルク,アイス
2021-04-17,医療費,医療費その他,10000,マッサージ,哲太マッサージ
2021-04-18,食品,牛乳・乳製品,386,ヤオコー,チーズ
2021-04-18,食品,魚類・貝類,419,ヤオコー,むきえび
2021-04-18,食品,食品その他,170,ヤオコー,ライスペーパー
2021-04-18,食品,豆腐・納豆類,171,ヤオコー,納豆
2021-04-18,食品,お菓子類,133,ヤオコー,スコーン
2021-04-18,日用品,キッチン用品,101,ヤオコー,油かためてポイ
2021-04-18,食品,お菓子類,311,ヤオコー,チョコレート
2021-04-18,交際費,宮崎家関連,3780,楽天,宮﨑母の日・キハチ詰め合わせ
2021-04-19,交際費,宇野家関連,4280,婦人画報,宇野母の日・クッキー詰め合わせ
2021-04-19,美容,コスメ,4110,楽天,クリオクッションファンデ
2021-04-23,外食費,外食,1520,丸亀製麺,丸亀製麺
2021-04-23,外食費,To Go,1196,LAWSON,コーヒー、スイーツなど
2021-04-24,通信費,ケータイ,2557,楽天モバイル,哲太携帯
2021-04-24,レジャー,おでかけ,4000,大洗水族館,大洗水族館
2021-04-24,ガソリン・ETC,ガソリンその他,210,有料道路,有料道路
2021-04-24,食品,魚類加工品,1512,めんたいパーク,明太子
2021-04-24,レジャー,レジャーその他,390,めんたいパーク,おにぎり
2021-04-24,レジャー,レジャーその他,1320,マクドナルド,マクドナルド
2021-04-24,外食費,外食,3025,大洗回転寿司,お寿司
2021-04-24,ガソリン・ETC,ガソリン,4264,エネオス,ガソリン
2021-04-24,レジャー,レジャーその他,290,SA,メンチカツ
2021-04-24,レジャー,レジャーその他,200,SA,たいやき
2021-04-24,レジャー,レジャーその他,250,セブンイレブン,コーヒーなど
2021-04-24,食品,肉類,950,イオン,豚肉しゃぶしゃぶ用
2021-04-24,食品,麺類,95,イオン,うどん
2021-04-24,食品,レトルト類・冷凍食品,105,イオン,カレールー
2021-04-24,食品,レトルト類・冷凍食品,105,イオン,カレールー
2021-04-24,食品,レトルト類・冷凍食品,473,イオン,ハヤシレトルト
2021-04-24,食品,牛乳・乳製品,147,イオン,ヨーグルト
2021-04-24,日用品,バス用品,547,イオン,タオル
2021-04-24,日用品,キッチン用品,1078,イオン,卵焼き器
2021-04-25,レジャー,レジャーその他,601,セブンイレブン,コーヒーなど
2021-04-25,食品,葉物・生鮮野菜,105,イオン,白菜
2021-04-25,食品,お菓子類,170,イオン,ポテチ
2021-04-25,食品,牛乳・乳製品,118,イオン,ヨーグルト
2021-04-25,食品,牛乳・乳製品,92,イオン,ヨーグルト
2021-04-25,食品,葉物・生鮮野菜,105,イオン,にら
2021-04-25,食品,葉物・生鮮野菜,105,イオン,にら
2021-04-25,日用品,バス用品,547,イオン,入浴剤
2021-04-25,外食費,外食,3113,とんとん亭,とんかつ
2021-04-25,レジャー,レジャーその他,700,霞ヶ浦,アイス
2021-04-25,税金,固定資産税,115100,税金,固定資産税
2021-04-25,食品,レトルト類・冷凍食品,1980,オイシックス,お試し
2021-04-29,外食費,外食,1804,パン屋,パン屋さん
2021-04-29,外食費,To Go,100,セブン,お茶
2021-04-29,日用品,ペーパー類,556,カインズ,ティッシュ
2021-04-29,日用品,掃除用品,392,カインズ,クイックルシート
2021-04-29,日用品,文具,356,カインズ,テープ
2021-04-29,日用品,キッチン用品,1480,カインズ,寿司桶
2021-04-29,食品,調味料,410,KALDI,コチュジャン
2021-04-29,食品,麺類,213,KALDI,パスタ
2021-04-29,食品,レトルト類・冷凍食品,284,KALDI,レトルトソース
2021-04-29,食品,お菓子類,321,イオン,アイス
2021-04-29,食品,お菓子類,192,イオン,アイス
2021-04-29,食品,お菓子類,192,イオン,アイス
2021-04-29,食品,お菓子類,170,イオン,ポテチ
2021-04-29,食品,お菓子類,235,イオン,チョコパイ
2021-04-29,食品,葉物・生鮮野菜,51,イオン,キャベツ
2021-04-29,食品,調味料,410,イオン,わさび
2021-04-29,食品,牛乳・乳製品,95,イオン,ヨーグルト
2021-04-29,食品,牛乳・乳製品,149,イオン,ヨーグルト
2021-04-29,食品,肉類,397,イオン,豚肉
2021-04-29,食品,レトルト類・冷凍食品,203,イオン,ラーメンの具
2021-04-29,ガソリン・ETC,ETC,820,ETC,ETC
2021-04-29,ガソリン・ETC,ETC,680,ETC,ETC
2021-04-29,ガソリン・ETC,ETC,2290,ETC,ETC
2021-04-29,ガソリン・ETC,ETC,1460,ETC,ETC
2021-04-29,ガソリン・ETC,ETC,2020,ETC,ETC
2021-04-29,ガソリン・ETC,ETC,1300,ETC,ETC
2021-05-01,ローン,ローン住居,110000,イオン銀行,ローン
2021-05-01,ローン,ローン家電,11302,楽天銀行,Macローン
