日付,カテゴリ,小項目,金額,場所,商品名・メモ
2022-01-03,食品,根菜,140,ベルク,にんじん
2022-01-03,食品,野菜その他,96,ベルク,バナナ
2022-01-03,食品,野菜その他,108,ベルク,えのき
2022-01-03,食品,野菜その他,108,ベルク,エリンギ
2022-01-03,食品,魚類・貝類,371,ベルク,鯖
2022-01-03,食品,魚類加工品,217,ベルク,めかぶ
2022-01-03,食品,肉類,610,ベルク,豚肉細切れ
2022-01-03,食品,肉類,369,ベルク,鶏むね肉
2022-01-03,食品,肉類,330,ベルク,鶏むね肉
2022-01-03,食品,肉類,443,ベルク,鶏むね肉
2022-01-03,食品,お菓子類,250,ベルク,くるみ
2022-01-03,食品,牛乳・乳製品,162,ベルク,ヨーグルト
2022-01-03,食品,魚類加工品,547,ベルク,わかめ
2022-01-03,食品,野菜その他,239,ベルク,切干大根
2022-01-03,食品,たまご,228,ベルク,たまご
2022-01-03,食品,豆腐・納豆類,108,ベルク,納豆
2022-01-04,経費,natsuki,450,市役所,戸籍謄本
2022-01-06,食品,お米,756,楽天,スーパー大麦
2022-01-07,食品,豆腐・納豆類,149,ヤオコー,納豆
2022-01-07,食品,お菓子類,140,ヤオコー,エクレア
2022-01-07,食品,野菜その他,250,ヤオコー,しらたき
2022-01-07,食品,お菓子類,108,ヤオコー,プリン
2022-01-07,食品,豆腐・納豆類,173,ヤオコー,焼き豆腐
2022-01-07,食品,肉類,459,ヤオコー,鶏むね肉
2022-01-07,食品,葉物・生鮮野菜,217,ヤオコー,長ネギ
2022-01-07,食品,葉物・生鮮野菜,75,ヤオコー,白菜
2022-01-07,食品,魚類・貝類,110,ヤオコー,鯖
2022-01-07,食品,たまご,347,ヤオコー,たまご
2022-01-07,食品,野菜その他,418,ヤオコー,みかん
2022-01-07,食品,葉物・生鮮野菜,217,ヤオコー,春菊
2022-01-07,食品,野菜その他,327,ヤオコー,バナナ
2022-01-07,食品,野菜その他,173,ヤオコー,えのき
2022-01-07,食品,葉物・生鮮野菜,435,ヤオコー,ブロッコリー
2022-01-07,食品,葉物・生鮮野菜,218,ヤオコー,七草セット
2022-01-07,食品,野菜その他,261,ヤオコー,しいたけ
2022-01-08,食品,牛乳・乳製品,1046,ジョイフルアスレティッククラブ,プロテイン
2022-01-08,衣類,natsuki衣類,25220,ユニクロ,奈月お洋服
2022-01-08,外食費,外食,1880,魚べい,魚べい
2022-01-09,食品,お菓子類,980,不二家,ケーキ
2022-01-09,食品,お菓子類,1320,ローソン,糖質お菓子
2022-01-09,食品,葉物・生鮮野菜,521,ベルク,ブロッコリー
2022-01-09,食品,野菜その他,437,ベルク,みかん
2022-01-09,食品,葉物・生鮮野菜,217,ベルク,レタス
2022-01-09,食品,魚類・貝類,390,ベルク,ブリ
2022-01-09,食品,魚類加工品,217,ベルク,めかぶ
2022-01-09,食品,お菓子類,215,ベルク,プロテインバー
2022-01-09,食品,お菓子類,250,ベルク,チョコレート
2022-01-09,食品,牛乳・乳製品,228,ベルク,ゴーダチーズ
2022-01-09,食品,牛乳・乳製品,162,ベルク,ヨーグルト
2022-01-09,食品,調味料,437,ベルク,オイスターソース
2022-01-09,食品,調味料,523,ベルク,ほんだし
2022-01-09,食品,調味料,327,ベルク,料理酒
2022-01-09,食品,調味料,217,ベルク,アマニ油ドレッシング
2022-01-09,食品,魚類加工品,206,ベルク,食べる煮干し
2022-01-09,食品,調味料,655,ベルク,醤油
2022-01-09,食品,調味料,217,ベルク,白だし
2022-01-09,食品,調味料,701,ベルク,ポン酢
2022-01-09,食品,魚類加工品,206,ベルク,ひじき
2022-01-10,美容,スキンケア,2086,BIG HOP,クリーム、アイライナーなど
2022-01-10,食品,魚類・貝類,859,イオン,銀だら
2022-01-10,家具・家電,家電,7946,ケーズデンキ,ドライヤー、鼻毛カッター
2022-01-10,外食費,To Go,316,ローソン,コーヒーなど
2022-01-10,外食費,外食,3990,IKEA,ランチ
2022-01-10,外食費,To Go,280,IKEA,お茶等
2022-01-10,日用品,キッチン用品,3351,IKEA,フリーザーバック、布巾、ハンガーなど
2022-01-10,経費,tetta,3300,ビックホップ,哲太　本
2022-01-11,食品,葉物・生鮮野菜,347,ベルク,ブロッコリー
2022-01-11,食品,肉類,1313,ベルク,鶏むね肉
2022-01-11,レジャー,趣味,550,ジョイフルアスレティッククラブ,ロッカー代
2022-01-13,食品,葉物・生鮮野菜,347,ベルク,ブロッコリー
2022-01-13,食品,葉物・生鮮野菜,127,ベルク,白菜
2022-01-13,食品,野菜その他,217,ベルク,えのき
2022-01-13,食品,野菜その他,108,ベルク,エリンギ
2022-01-13,食品,魚類加工品,173,ベルク,めかぶ
2022-01-13,食品,魚類加工品,217,ベルク,めかぶ
2022-01-13,食品,肉類,515,ベルク,ささみ
2022-01-13,食品,牛乳・乳製品,272,ベルク,ヨーグルト
2022-01-13,食品,ドリンク,327,ベルク,梅昆布茶
2022-01-13,食品,豆腐・納豆類,108,ベルク,納豆
2022-01-15,ガソリン・ETC,ガソリン,6525,ガソリン,ガソリン
2022-01-15,外食費,外食,3850,魚べい,魚べい
2022-01-15,日用品,美容関連用品,2838,福太郎,櫛＆クリーム
2022-01-15,美容,美容院,9250,美容院,なつき美容院
2022-01-15,日用品,キッチン用品,330,セリア,日用品
2022-01-15,外食費,To Go,767,ローソン,コーヒー、お菓子など
2022-01-15,外食費,To Go,160,SA,お茶
2022-01-16,レジャー,おでかけ,210,有料道路,有料道路
2022-01-16,外食費,To Go,301,セブン,コーヒーなど
2022-01-16,外食費,外食,3721,イオンつくば,しゃぶしゃぶ
2022-01-16,衣類,tettaインナー,3256,イオンつくば,アンダーシャツ
2022-01-16,レジャー,レジャーその他,1529,本屋さん,雑誌
2022-01-16,食品,葉物・生鮮野菜,303,ベルク,ブロッコリー
2022-01-16,食品,肉類,559,ベルク,ささみ
2022-01-16,食品,たまご,457,ベルク,たまご
2022-01-16,食品,ドリンク,1240,ベルク,バランタイン
2022-01-16,食品,豆腐・納豆類,108,ベルク,納豆
2022-01-18,日用品,バス用品,876,セイムス,入浴剤
2022-01-18,食品,葉物・生鮮野菜,195,ベルク,ブロッコリー
2022-01-18,食品,野菜その他,437,ベルク,みかん
2022-01-18,食品,野菜その他,84,ベルク,えのき
2022-01-18,食品,野菜その他,84,ベルク,えのき
2022-01-18,食品,魚類・貝類,539,ベルク,ブリ
2022-01-18,食品,魚類・貝類,422,ベルク,ブリ
2022-01-18,食品,肉類,2626,ベルク,鶏むね肉
2022-01-18,食品,牛乳・乳製品,162,ベルク,ヨーグルト
2022-01-18,食品,ドリンク,657,ベルク,緑茶
2022-01-21,食品,牛乳・乳製品,1300,ジョイフルアスレティッククラブ,プロテイン
2022-01-21,食品,葉物・生鮮野菜,195,ベルク,ブロッコリー
2022-01-21,食品,野菜その他,492,ベルク,いちご
2022-01-21,食品,葉物・生鮮野菜,327,ベルク,トマト
2022-01-21,食品,魚類加工品,435,ベルク,めかぶ
2022-01-21,食品,肉類,452,ベルク,鶏むね肉
2022-01-21,食品,肉類,465,ベルク,鶏むね肉
2022-01-21,食品,お菓子類,151,ベルク,ぱりんこ
2022-01-21,食品,お菓子類,206,ベルク,チョコレート
2022-01-21,食品,豆腐・納豆類,108,ベルク,納豆
2022-01-22,ガソリン・ETC,ガソリン,5525,Enejet,ガソリン
2022-01-22,外食費,外食,2350,魚べい,魚べい
2022-01-22,衣類,衣類その他,1760,イオン,イヤリング
2022-01-22,衣類,natsuki衣類,1779,無印良品,靴＆靴下
2022-01-22,食品,ドリンク,2116,カルディ,ワイン
2022-01-23,日用品,衛生用品,720,セイムス,ゴミ袋、シェービングジェル
2022-01-23,食品,野菜その他,140,ベルク,えのき
2022-01-23,食品,肉類,524,ベルク,豚しゃぶしゃぶ肉
2022-01-23,食品,肉類,646,ベルク,豚しゃぶしゃぶ肉
2022-01-23,食品,ドリンク,118,ベルク,プロテイン
2022-01-23,食品,ドリンク,63,ベルク,ジュース
2022-01-23,食品,調味料,327,ベルク,ごまぽん
2022-01-23,食品,調味料,503,ベルク,ラカント
2022-01-23,食品,お菓子類,2334,不二家,ケーキ
2022-01-24,食品,魚類加工品,435,ベルク,めかぶ
2022-01-24,食品,たまご,435,ベルク,たまご
2022-01-26,日用品,バス用品,195,セイムス,ボディソープ
2022-01-26,食品,野菜その他,437,ベルク,みかん
2022-01-26,食品,葉物・生鮮野菜,347,ベルク,小松菜
2022-01-26,食品,魚類・貝類,163,ベルク,鯖
2022-01-26,食品,魚類・貝類,371,ベルク,塩鯖
2022-01-26,食品,魚類加工品,103,ベルク,茎わかめ
2022-01-26,食品,肉類,316,ベルク,鶏むね肉
2022-01-26,食品,肉類,356,ベルク,鶏むね肉
2022-01-26,食品,牛乳・乳製品,162,ベルク,さけるチーズ
2022-01-26,食品,牛乳・乳製品,437,ベルク,チーズ
2022-01-26,食品,牛乳・乳製品,118,ベルク,プロテイン
2022-01-26,食品,たまご,108,ベルク,たまご
2022-01-26,食品,豆腐・納豆類,172,ベルク,納豆
2022-01-29,外食費,To Go,1093,セブンイレブン,おかき、コーヒー等
2022-01-29,外食費,To Go,1054,からやま,からやま
2022-01-29,外食費,To Go,110,セブンイレブン,お茶
2022-01-29,食品,ドリンク,324,佐野アウトレット,紅茶
2022-01-29,外食費,To Go,250,セブンイレブン,コーヒーなど
2022-01-29,外食費,外食,10000,三宝園,焼き肉
2022-01-29,外食費,To Go,399,ヤオコー,巻きずしなど
2022-01-29,ガソリン・ETC,ETC,540,etc,etc
2022-01-29,ガソリン・ETC,ETC,1200,etc,etc
2022-01-29,ガソリン・ETC,ETC,680,etc,etc
2022-01-29,経費,tetta,4084,社用ケータイ,哲太会社ケータイ
2022-01-30,外食費,To Go,380,ローソン,コーヒーなど
2022-01-30,食品,調味料,495,京北スーパー,塩ダレ
2022-01-30,食品,野菜その他,767,京北スーパー,みかん
2022-01-30,食品,野菜その他,767,京北スーパー,みかん
2022-01-30,食品,たまご,481,京北スーパー,たまご
2022-01-30,食品,魚類加工品,163,京北スーパー,めかぶ
2022-01-30,日用品,美容関連用品,1058,セイムス,ビタミンサプリ
2022-01-30,食品,牛乳・乳製品,4298,セイムス,プロテイン
2022-01-30,日用品,衛生用品,658,セイムス,ロールオン制汗剤
2022-01-30,食品,葉物・生鮮野菜,217,ベルク,ブロッコリー
2022-01-30,食品,葉物・生鮮野菜,173,ベルク,小松菜
2022-01-30,食品,魚類加工品,217,ベルク,めかぶ
2022-01-30,食品,肉類,875,ベルク,鶏むね肉
2022-01-30,食品,牛乳・乳製品,162,ベルク,さけるチーズ
2022-01-30,食品,食品その他,327,ベルク,餅
2022-01-30,食品,豆腐・納豆類,108,ベルク,納豆
2022-01-31,ガソリン・ETC,ETC,1700,ETC,ETC
2022-01-31,ガソリン・ETC,ETC,3040,ETC,ETC
2022-02-01,ローン,ローン住居,110000,イオン銀行,ローン
2022-02-01,ローン,ローン家電,11302,楽天銀行,Macローン
2022-02-01,保険,AIG損保,4410,哲太楽天銀行,車両保険(AIG損保)
2022-02-01,保険,アクサダイレクト,3280,哲太楽天銀行,アクサダイレクト
2022-02-01,保険,哲太メットライフ,5797,哲太楽天銀行,哲太メットライフ
2022-02-01,保険,奈月メットライフ,8467,楽天カード,奈月メットライフ
2022-02-01,光熱費,電気,14384,楽天カード,東京電力
2022-02-01,光熱費,ガス,18847,楽天カード,東京ガス
2022-02-01,通信費,通信,687,楽天カード,ソネット
2022-02-01,通信費,通信,3361,楽天カード,ソネット
2022-02-01,通信費,ケータイ,3086,楽天カード,楽天モバイル
2022-02-01,レジャー,趣味,20900,オリコ,ジョイフルアスレティッククラブ
2022-02-01,レジャー,レジャーその他,990,Netflix,Netflix
2022-02-01,日用品,薬類,1991,マツキヨ,エスタック、ゼリー
2022-02-01,外食費,To Go,975,ヤオコー,巻きずしなど
2022-02-02,外食費,To Go,3082,イオン,とんかつ、お稲荷さんなど
2022-02-02,日用品,薬類,2288,イオン,エスタック
2022-02-03,外食費,To Go,1500,魚べい,巻きずし
2022-02-04,医療費,診察料,3980,すこやかクリニック,PCR検査
2022-02-04,医療費,薬代,2020,すこやかクリニック,薬代
2022-02-04,外食費,To Go,956,吉野家,牛丼
2022-02-04,外食費,To Go,1500,からやま,からやま
2022-02-05,日用品,薬類,764,KALDI,のど飴２つ
2022-02-05,食品,お菓子類,217,ヤオコー,おかき
2022-02-05,外食費,To Go,767,ヤオコー,お寿司
2022-02-05,外食費,To Go,393,ヤオコー,カツサンド
2022-02-05,外食費,To Go,327,ヤオコー,オイスター炒め
2022-02-05,食品,たまご,767,ヤオコー,たまご
2022-02-05,食品,野菜その他,437,ヤオコー,みかん
2022-02-05,食品,野菜その他,657,ヤオコー,みかん
2022-02-05,外食費,To Go,195,ヤオコー,卯の花
2022-02-05,食品,お菓子類,382,ヤオコー,いぶし銀おかき
2022-02-05,食品,お菓子類,140,ヤオコー,シュークリーム
2022-02-05,食品,根菜,74,ベルク,ねぎ
2022-02-05,食品,葉物・生鮮野菜,435,ベルク,ブロッコリー
2022-02-05,食品,葉物・生鮮野菜,127,ベルク,キャベツ
2022-02-05,食品,野菜その他,171,ベルク,えのき
2022-02-05,食品,葉物・生鮮野菜,173,ベルク,小松菜
2022-02-05,食品,肉類,552,ベルク,しゃぶしゃぶ肉
2022-02-05,食品,肉類,435,ベルク,しゃぶしゃぶ肉
2022-02-05,食品,肉類,294,ベルク,鶏むね肉
2022-02-05,食品,肉類,320,ベルク,鶏むね肉
2022-02-05,食品,肉類,345,ベルク,鶏むね肉
2022-02-05,食品,肉類,366,ベルク,鶏むね肉
2022-02-05,食品,肉類,437,ベルク,鶏むね肉
2022-02-05,日用品,薬類,250,ベルク,のど飴
2022-02-05,食品,お菓子類,206,ベルク,チョコレート
2022-02-05,食品,麺類,173,ベルク,うどん
2022-02-05,食品,豆腐・納豆類,63,ベルク,納豆
2022-02-05,ガソリン・ETC,ガソリン,7473,Enejet,ガソリン
2022-02-07,日用品,薬類,3229,福太郎,体温計、ゼリーなど
2022-02-07,食品,お菓子類,885,マルエツ,アイスクリーム
2022-02-09,食品,肉類,1699,マルエツ,しゃぶしゃぶ肉
2022-02-09,食品,葉物・生鮮野菜,173,ベルク,ブロッコリー
2022-02-09,食品,葉物・生鮮野菜,151,ベルク,ネギ
2022-02-09,食品,魚類加工品,435,ベルク,めかぶ
2022-02-09,食品,お菓子類,305,ベルク,ミルクレープ
2022-02-09,食品,たまご,108,ベルク,たまご
2022-02-09,食品,たまご,228,ベルク,たまご
2022-02-10,食品,お菓子類,181,マルエツ,おせんべい
2022-02-10,食品,お菓子類,415,マルエツ,おせんべい
2022-02-10,食品,お菓子類,437,マルエツ,おかき
2022-02-10,食品,肉類,1276,マルエツ,しゃぶしゃぶ肉
2022-02-10,食品,肉類,550,マルエツ,合いびき肉
2022-02-10,食品,お菓子類,272,マルエツ,スナオレモンクッキー
2022-02-10,日用品,衛生用品,418,マルエツ,歯磨き粉
2022-02-10,食品,お菓子類,415,マルエツ,フルーツロール
2022-02-10,食品,野菜その他,748,マルエツ,みかん
2022-02-10,食品,野菜その他,437,マルエツ,みかん
2022-02-10,食品,葉物・生鮮野菜,151,マルエツ,キャベツ
2022-02-10,食品,豆腐・納豆類,215,マルエツ,納豆
2022-02-10,食品,肉類,660,マルエツ,しゃぶしゃぶ肉
2022-02-10,食品,豆腐・納豆類,151,マルエツ,豆腐
2022-02-10,食品,調味料,698,マルエツ,おろしポン酢
2022-02-10,食品,根菜,217,マルエツ,深谷ねぎ
2022-02-10,食品,お菓子類,184,マルエツ,しおけんぴ
2022-02-10,食品,野菜その他,173,マルエツ,えのき
2022-02-10,食品,お菓子類,104,マルエツ,コーヒーゼリー
2022-02-10,食品,お菓子類,107,マルエツ,シュークリーム
2022-02-10,食品,牛乳・乳製品,220,ヤオコー,モッツァレラチーズ
2022-02-10,外食費,To Go,273,ヤオコー,刺し身
2022-02-10,外食費,To Go,195,ヤオコー,ごぼうサラダ
2022-02-13,食品,魚類・貝類,3276,たかまる鮮魚店,お刺身＆中トロ
2022-02-13,食品,お菓子類,920,ビアード・パパ,シュークリーム
2022-02-13,食品,ドリンク,1000,楽天,ルイボスティー
2022-02-13,食品,ドリンク,4000,Nespresso,コーヒー
2022-02-16,外食費,外食,2430,魚べい,魚べい
2022-02-16,美容,スキンケア,1760,セイムス,クレンジング
2022-02-16,食品,葉物・生鮮野菜,74,ベルク,キャベツ
2022-02-16,食品,根菜,195,ベルク,長ネギ
2022-02-16,食品,野菜その他,657,ベルク,みかん
2022-02-16,食品,野菜その他,657,ベルク,みかん
2022-02-16,食品,根菜,140,ベルク,人参
2022-02-16,食品,お菓子類,151,ベルク,ゼリー
2022-02-16,食品,牛乳・乳製品,162,ベルク,チーズ
2022-02-16,食品,お菓子類,85,ベルク,おせんべい
2022-02-16,食品,お菓子類,206,ベルク,チョコ
2022-02-16,食品,たまご,108,ベルク,たまご
2022-02-16,食品,たまご,228,ベルク,たまご
2022-02-16,食品,豆腐・納豆類,108,ベルク,納豆
2022-02-16,食品,麺類,168,ベルク,うどん
2022-02-17,美容,ヘアケア,1228,楽天,サボンヘッドスカルプ
2022-02-18,食品,食品その他,404,イオン,丸餅
2022-02-18,食品,葉物・生鮮野菜,171,イオン,キャベツ
2022-02-18,食品,肉類,782,イオン,しゃぶしゃぶ肉
2022-02-18,食品,肉類,530,イオン,しゃぶしゃぶ肉
2022-02-18,外食費,To Go,261,イオン,太巻き
2022-02-18,食品,牛乳・乳製品,150,イオン,ヨーグルト
2022-02-18,外食費,To Go,187,イオン,唐揚げ
2022-02-18,外食費,To Go,275,イオン,コロッケ
2022-02-18,食品,調味料,657,イオン,ゴマダレ
2022-02-20,レジャー,おでかけ,210,有料道路,有料道路
2022-02-20,外食費,To Go,140,SA,お茶
2022-02-20,食品,お菓子類,923,SA,おまんじゅうなど
2022-02-20,外食費,To Go,885,スタバ,コーヒー、サラダラップなど
2022-02-20,外食費,To Go,760,めんたいパーク,おにぎり
2022-02-20,日用品,キッチン用品,220,セリア,ビニール手袋
2022-02-20,食品,葉物・生鮮野菜,107,ベルク,キャベツ
2022-02-20,食品,葉物・生鮮野菜,325,ベルク,ブロッコリー
2022-02-20,食品,根菜,173,ベルク,ネギ
2022-02-20,食品,野菜その他,657,ベルク,みかん
2022-02-20,食品,野菜その他,85,ベルク,えのき
2022-02-20,食品,魚類・貝類,517,ベルク,ブリしゃぶ
2022-02-20,食品,魚類加工品,217,ベルク,めかぶ
2022-02-20,食品,肉類,401,ベルク,鶏むね肉
2022-02-20,食品,肉類,427,ベルク,鶏むね肉
2022-02-20,食品,肉類,488,ベルク,鶏むね肉
2022-02-20,食品,肉類,875,ベルク,鶏むね肉
2022-02-20,食品,牛乳・乳製品,151,ベルク,ヨーグルト
2022-02-20,食品,ドリンク,712,ベルク,静岡茶
2022-02-20,食品,調味料,294,ベルク,みりん
2022-02-20,食品,麺類,151,ベルク,うどん
2022-02-20,食品,豆腐・納豆類,108,ベルク,納豆
2022-02-22,外食費,外食,5060,はな膳,はな膳
2022-02-23,外食費,To Go,88,京北スーパー,コーヒー
2022-02-23,外食費,To Go,187,京北スーパー,コロッケサンド
2022-02-23,外食費,To Go,102,京北スーパー,お茶
2022-02-23,食品,調味料,880,京北スーパー,白だし
2022-02-23,食品,お菓子類,283,京北スーパー,ようかんツイストパン
2022-02-23,外食費,To Go,988,京北スーパー,お寿司
2022-02-23,外食費,To Go,768,京北スーパー,お寿司
2022-02-23,外食費,To Go,242,京北スーパー,チーズパン
2022-02-23,食品,野菜その他,657,京北スーパー,みかん
2022-02-23,食品,野菜その他,767,京北スーパー,みかん
2022-02-23,食品,葉物・生鮮野菜,655,京北スーパー,ブロッコリー
2022-02-23,食品,魚類加工品,438,京北スーパー,はねだし海苔
2022-02-23,美容,スキンケア,1430,イオン,クリーム、ネイル
2022-02-23,食品,葉物・生鮮野菜,107,イオン,ネギ
2022-02-23,食品,食品その他,110,イオン,天かす
2022-02-23,食品,根菜,183,イオン,長芋
2022-02-23,食品,魚類・貝類,484,イオン,タコ
2022-02-23,食品,魚類・貝類,352,イオン,明太子
2022-02-23,食品,たまご,217,イオン,たまご
2022-02-23,食品,調味料,151,イオン,たこ焼きソース
2022-02-23,食品,牛乳・乳製品,129,イオン,乳酸菌飲料
2022-02-23,食品,お菓子類,171,イオン,コーヒーゼリー
2022-02-23,食品,お菓子類,107,イオン,みかんゼリー
2022-02-26,外食費,外食,770,丸亀製麺,哲太ランチ
2022-02-26,ガソリン・ETC,ガソリン,7589,Enejet,ガソリン
2022-02-26,食品,お菓子類,750,和菓子屋さん,和菓子
2022-02-26,食品,葉物・生鮮野菜,74,ベルク,アスパラ
2022-02-26,食品,葉物・生鮮野菜,303,ベルク,ブロッコリー
2022-02-26,食品,葉物・生鮮野菜,173,ベルク,レタス
2022-02-26,食品,葉物・生鮮野菜,272,ベルク,九条ネギ
2022-02-26,食品,葉物・生鮮野菜,327,ベルク,トマト
2022-02-26,食品,野菜その他,85,ベルク,エリンギ
2022-02-26,食品,肉類,584,ベルク,しゃぶしゃぶ肉
2022-02-26,食品,肉類,713,ベルク,しゃぶしゃぶ肉
2022-02-26,食品,牛乳・乳製品,325,ベルク,チーズ
2022-02-26,食品,お菓子類,151,ベルク,おせんべい
2022-02-26,食品,お菓子類,217,ベルク,チョコ
2022-02-26,食品,葉物・生鮮野菜,107,ベルク,長ネギ
2022-02-27,外食費,To Go,988,セブン,コーヒー、おかきなど
2022-02-27,レジャー,レジャーその他,3234,紀伊国屋,雑誌るるぶなど
2022-02-27,食品,お菓子類,662,和菓子,いちご大福など
2022-02-27,外食費,To Go,2596,高島屋,お寿司
2022-02-27,食品,お菓子類,792,高島屋,チーズケーキ
2022-02-27,外食費,To Go,486,高島屋,ハンバーグ
2022-02-27,外食費,To Go,1490,高島屋,オードブル
2022-02-28,食品,野菜その他,657,ベルク,みかん
2022-02-28,食品,野菜その他,108,ベルク,えのき
2022-02-28,食品,肉類,473,ベルク,しゃぶしゃぶ肉
2022-02-28,食品,肉類,316,ベルク,鶏むね肉
2022-02-28,食品,肉類,320,ベルク,鶏むね肉
2022-02-28,食品,肉類,424,ベルク,鶏むね肉
2022-02-28,食品,牛乳・乳製品,217,ベルク,チーズ
2022-02-28,食品,たまご,457,ベルク,たまご
2022-02-28,食品,肉類加工品,261,ベルク,ウインナー
2022-02-28,食品,食品その他,118,ベルク,ところてん
2022-02-28,食品,豆腐・納豆類,108,ベルク,納豆
2022-02-28,ガソリン・ETC,ETC,1180,etc,etc
2022-02-28,ガソリン・ETC,ETC,2970,etc,etc
2022-02-28,ガソリン・ETC,ETC,540,etc,etc
2022-02-28,ガソリン・ETC,ETC,1200,etc,etc
2022-02-28,ガソリン・ETC,ETC,680,etc,etc
2022-02-28,経費,natsuki,2080,Apple,漫画
2022-02-28,経費,natsuki,130,Apple,漫画
2022-02-28,経費,natsuki,4160,Apple,漫画
2022-02-28,ガソリン・ETC,ETC,1460,etc,etc
2022-02-28,ガソリン・ETC,ETC,1460,etc,etc
2022-03-01,ローン,ローン住居,110000,イオン銀行,ローン
2022-03-01,ローン,ローン家電,11302,楽天銀行,Macローン
2022-03-01,保険,AIG損保,4410,哲太楽天銀行,車両保険(AIG損保)
2022-03-01,保険,アクサダイレクト,3280,哲太楽天銀行,アクサダイレクト
2022-03-01,保険,哲太メットライフ,5797,哲太楽天銀行,哲太メットライフ
2022-03-01,保険,奈月メットライフ,8467,楽天カード,奈月メットライフ
2022-03-01,光熱費,下水道,3168,コンビニ,下水道（2ヶ月毎）
2022-03-01,光熱費,水道,4860,りそな銀行,水道局（2ヶ月毎）
2022-03-01,光熱費,電気,7665,楽天カード,東京電力
2022-03-01,光熱費,ガス,20689,楽天カード,東京ガス
2022-03-01,通信費,通信,687,楽天カード,ソネット
2022-03-01,通信費,通信,3361,楽天カード,ソネット
2022-03-01,通信費,ケータイ,3025,楽天カード,楽天モバイル
2022-03-01,レジャー,趣味,20900,オリコ,ジョイフルアスレティッククラブ
2022-03-01,レジャー,レジャーその他,990,Netflix,Netflix
2022-03-04,レジャー,旅行,13462,テッタ楽天,レンタカー
2022-03-04,レジャー,旅行,62560,楽天カード,飛行機
2022-03-04,レジャー,旅行,19800,楽天カード,ホテル日航ハウステンボス
2022-03-04,レジャー,旅行,17480,楽天カード,ホテルドーミーイン
2022-03-05,外食費,外食,3333,ジョリパス,ジョリパス
2022-03-05,レジャー,おでかけ,414,セブンイレブン,コーヒーなど
2022-03-05,レジャー,おでかけ,1600,牛久大仏,入館料
2022-03-05,食品,ドリンク,500,ルピシア,マスカットティー
2022-03-05,外食費,外食,2220,魚べい,魚べい
2022-03-05,食品,調味料,217,フードスクエア,わさび
2022-03-05,食品,調味料,503,フードスクエア,創味のつゆ
2022-03-05,食品,たまご,435,フードスクエア,たまご
2022-03-05,食品,お菓子類,283,フードスクエア,せんべい
2022-03-05,外食費,To Go,85,フードスクエア,お茶
2022-03-05,日用品,ペーパー類,620,フードスクエア,ティッシュ
2022-03-05,食品,食品その他,5,フードスクエア,レジ袋
2022-03-06,外食費,To Go,1439,セブンイレブン,朝食など
2022-03-06,レジャー,おでかけ,210,有料道路,有料道路
2022-03-06,外食費,To Go,510,スターバックス,桜ラテ
2022-03-06,衣類,natsukiインナー,880,無印良品,ショーツなど
2022-03-06,外食費,To Go,460,SA,コーヒーなど
2022-03-06,外食費,外食,2500,SA,ホッケのフライ＆とんかつ定食
2022-03-06,日用品,日用品その他,110,セリア,折り紙
2022-03-06,食品,根菜,217,ベルク,長ネギ
2022-03-06,食品,根菜,217,ベルク,玉ねぎ
2022-03-06,食品,野菜その他,85,ベルク,えのき
2022-03-06,食品,肉類,457,ベルク,しゃぶしゃぶ肉
