日付,カテゴリ,小項目,金額,場所,商品名・メモ
2024-01-08,ガソリン・ETC,ガソリン,7738,Enejet,ガソリン
2024-01-08,ガソリン・ETC,ETC,210,有料道路,有料道路
2024-01-08,外食費,To Go,650,タリーズ,コーヒー
2024-01-08,外食費,To Go,420,タリーズ,コーヒー
2024-01-08,レジャー,おでかけ,2770,湯舞音,湯舞音
2024-01-08,外食費,外食,3000,魚べい,魚べい
2024-01-10,日用品,日用品その他,1370,楽天,冷蔵庫用ファイル
2024-01-10,日用品,日用品その他,3260,楽天,防災用リュック
2024-01-10,美容,美容その他,4482,楽天,サプリターミナリア
2024-01-11,食品,お菓子類,217,ヤオコー,白い風船おかし
2024-01-11,食品,お菓子類,173,ヤオコー,ソルティバター
2024-01-11,食品,豆腐・納豆類,118,ヤオコー,豆腐
2024-01-11,食品,たまご,294,ヤオコー,たまご
2024-01-11,食品,ドリンク,162,ヤオコー,ジュース
2024-01-11,食品,葉物・生鮮野菜,75,ヤオコー,キャベツ
2024-01-11,食品,牛乳・乳製品,783,ヤオコー,オイコス
2024-01-11,食品,お菓子類,129,ヤオコー,バランスパワー
2024-01-11,食品,野菜その他,217,ヤオコー,バナナ
2024-01-11,食品,葉物・生鮮野菜,108,ヤオコー,白菜
2024-01-11,食品,根菜,217,ヤオコー,ごぼう
2024-01-11,食品,野菜その他,220,ヤオコー,みかん
2024-01-11,食品,葉物・生鮮野菜,217,ヤオコー,長ネギ
2024-01-12,美容,美容その他,4158,楽天,カラコン
2024-01-12,日用品,文具,1164,Amazon,書類用ファイル
2024-01-13,食品,お菓子類,209,ロピア,雪見だいふく
2024-01-13,食品,お菓子類,250,ロピア,あずきバー
2024-01-13,食品,ドリンク,240,ロピア,トマトジュース
2024-01-13,外食費,To Go,220,ロピア,いなり寿司
2024-01-13,食品,葉物・生鮮野菜,220,ロピア,水菜
2024-01-13,食品,根菜,110,ロピア,大根
2024-01-13,食品,葉物・生鮮野菜,218,ロピア,長ネギ
2024-01-13,食品,魚類・貝類,2143,ロピア,ぶり
2024-01-13,食品,野菜その他,438,ロピア,みかん
2024-01-13,食品,野菜その他,438,ロピア,いちご
2024-01-13,食品,野菜その他,528,ロピア,天津甘栗
2024-01-13,食品,葉物・生鮮野菜,110,ロピア,ゆず
2024-01-13,食品,調味料,988,ロピア,六助の塩
2024-01-13,食品,調味料,547,BLANDE,ザクドレ旨塩
2024-01-13,食品,調味料,1298,BLANDE,下総醤油
2024-01-13,食品,魚類加工品,470,BLANDE,煮干し
2024-01-13,食品,ドリンク,547,BLANDE,グァバジュース
2024-01-13,食品,ドリンク,294,BLANDE,にんじんジュース
2024-01-13,食品,豆腐・納豆類,173,BLANDE,納豆
2024-01-13,食品,ドリンク,547,BLANDE,どくだみ茶
2024-01-13,食品,根菜,327,BLANDE,玉ねぎ
2024-01-13,食品,豆腐・納豆類,151,BLANDE,納豆
2024-01-13,外食費,To Go,118,BLANDE,ジュース
2024-01-13,外食費,To Go,118,BLANDE,ジュース
2024-01-14,日用品,日用品その他,17500,カインズ,防災用品、備蓄品
2024-01-14,日用品,日用品その他,6948,マツキヨ,備蓄用薬
2024-01-14,外食費,To Go,638,スタバ,コーヒー
2024-01-14,外食費,外食,3740,スシロー,スシロー
2024-01-14,ガソリン・ETC,ETC,210,有料道路,有料道路
2024-01-14,日用品,日用品その他,1540,100均一,防災、ファイルなど
2024-01-14,外食費,外食,270,タリーズ,ティー、コーヒー
2024-01-14,外食費,外食,490,タリーズ,ティー、コーヒー
2024-01-14,外食費,外食,400,タリーズ,ティー、コーヒー
2024-01-14,外食費,外食,1400,ガスト,ガスト
2024-01-14,日用品,日用品その他,3980,Amazon,非常用トイレ
2024-01-14,日用品,文具,1164,Amazon,書類用ファイル
2024-01-15,外食費,To Go,184,ヤオコー,ヒレカツ
2024-01-15,日用品,日用品その他,415,ヤオコー,チキンラーメン
2024-01-15,食品,レトルト類・冷凍食品,206,ヤオコー,コーンポタージュ
2024-01-15,食品,お菓子類,195,ヤオコー,雪見だいふく
2024-01-15,食品,お菓子類,92,ヤオコー,ポテチ
2024-01-15,食品,お菓子類,151,ヤオコー,こつぶっこ
2024-01-15,食品,調味料,327,ヤオコー,ごま豆乳鍋のもと
2024-01-15,食品,お菓子類,217,ヤオコー,白い風船
2024-01-15,食品,お菓子類,140,ヤオコー,ポテトデラックス
2024-01-15,食品,お菓子類,173,ヤオコー,ソルティいちご
2024-01-15,食品,肉類,607,ヤオコー,しゃぶしゃぶ用肉
2024-01-15,食品,葉物・生鮮野菜,108,ヤオコー,小松菜
2024-01-19,日用品,文具,330,ダイソー,ルーズリーフなど
2024-01-19,日用品,バス用品,1491,マツキヨ,入浴剤、おりものシートなど
2024-01-19,食品,レトルト類・冷凍食品,206,ヤオコー,冷凍パスタ
2024-01-19,外食費,To Go,334,ヤオコー,唐揚げ
2024-01-19,食品,牛乳・乳製品,979,ヤオコー,オイコス
2024-01-19,食品,肉類,822,ヤオコー,豚しゃぶしゃぶ肉
2024-01-20,レジャー,旅行,2530,京都,駅弁２つ
2024-01-20,交際費,宇野家関連,993,京都,お土産
2024-01-20,交際費,宇野家関連,1944,京都,お土産
2024-01-20,レジャー,旅行,257,京都,お茶など
2024-01-20,レジャー,旅行,347,京都,水、足リラシート
2024-01-20,レジャー,旅行,9270,京都,夜ご飯居酒屋
2024-01-20,レジャー,旅行,1800,京都,コーヒー代
2024-01-20,レジャー,旅行,6900,京都,ホテルのバー
2024-01-20,レジャー,旅行,29088,京都,グランヴィア京都
2024-01-20,衣類,tetta衣類,19800,京都,哲太マフラー
2024-01-20,経費,tetta,14720,京都,新幹線(哲太出張)
2024-01-20,レジャー,旅行,14720,京都,新幹線
2024-01-21,レジャー,旅行,1830,京都,荷物送料
2024-01-21,レジャー,旅行,1283,京都,スタバ朝ごはん
2024-01-21,レジャー,旅行,4080,京都,お蕎麦屋さん
2024-01-21,レジャー,旅行,1000,京都,コーヒー、カルネなど
2024-01-21,経費,tetta,14720,京都,新幹線(哲太出張)
2024-01-21,レジャー,旅行,14720,京都,新幹線
2024-01-24,日用品,薬類,2198,楽天,メンタームQ
2024-01-24,美容,美容その他,33000,楽天,健美三泉
2024-01-24,食品,ドリンク,294,ヤオコー,トマトジュース
2024-01-24,食品,ドリンク,382,ヤオコー,ピルクル
2024-01-24,食品,肉類,614,ヤオコー,豚しゃぶしゃぶ肉
2024-01-24,食品,豆腐・納豆類,108,ヤオコー,とうふ
2024-01-24,食品,牛乳・乳製品,783,ヤオコー,オイコス
2024-01-24,食品,たまご,294,ヤオコー,たまご
2024-01-24,食品,葉物・生鮮野菜,151,ヤオコー,キャベツ
2024-01-24,食品,野菜その他,638,ヤオコー,みかん
2024-01-24,食品,葉物・生鮮野菜,86,ヤオコー,白菜
2024-01-24,食品,野菜その他,327,ヤオコー,バナナ
2024-01-24,食品,肉類加工品,349,ヤオコー,ハム
2024-01-24,食品,葉物・生鮮野菜,74,ヤオコー,きゅうり
2024-01-24,食品,魚類加工品,195,ヤオコー,ちくわ
2024-01-24,食品,パン,327,ヤオコー,パン
2024-01-27,外食費,To Go,308,ロピア,ザバス
2024-01-27,食品,調味料,159,ロピア,カレールー
2024-01-27,ガソリン・ETC,ガソリン,3758,Enejet,ガソリン
2024-01-27,医療費,診察料,2900,歯医者,奈月歯医者さん
2024-01-27,日用品,日用品その他,3131,福太郎,歯磨き粉、食品など
2024-01-27,外食費,To Go,516,セブン,お茶など
2024-01-27,衣類,tetta衣類,1688,モンベル,手袋、哲太
2024-01-27,日用品,キッチン用品,12434,ZWILLING,雅飾り包丁
2024-01-27,外食費,外食,1925,アウトレット,金子半之助
2024-01-27,外食費,外食,1320,アウトレット,富田製麺
2024-01-27,外食費,To Go,1488,ディーンアンドデルーカ,コーヒー、ケーキ
2024-01-27,外食費,外食,970,タリーズ,コーヒーなど
2024-01-28,美容,エステ,8800,POLA,エステ
2024-01-28,衣類,衣類その他,17930,イオン,ロンシャン　サブバッグ
2024-01-29,経費,tetta,600,amazon,アマプラ　サブスク　住友カード
2024-01-29,経費,tetta,4800,日経新聞,日経新聞
2024-01-30,税金,ふるさと納税,60000,楽天,ふるさと納税　くつ
2024-01-30,税金,ふるさと納税,45000,楽天,ふるさと納税　米
2024-01-30,税金,ふるさと納税,15000,楽天,ふるさと納税　とり
2024-01-30,食品,お菓子類,327,ヤオコー,おかき
2024-01-30,外食費,To Go,305,ヤオコー,とんかつ
2024-01-30,食品,牛乳・乳製品,783,ヤオコー,オイコス
2024-01-30,食品,葉物・生鮮野菜,385,ヤオコー,スナップエンドウ
2024-01-30,食品,肉類,463,ヤオコー,合いびき肉
2024-01-30,食品,肉類,491,ヤオコー,豚肩しゃぶしゃぶ用
2024-01-30,食品,葉物・生鮮野菜,108,ヤオコー,はくさい
2024-01-30,食品,根菜,167,ヤオコー,かぼちゃ
2024-01-30,食品,肉類,729,ヤオコー,牛しゃぶしゃぶ
2024-01-30,食品,レトルト類・冷凍食品,330,ヤオコー,白身魚フライ
2024-01-30,食品,野菜その他,657,ヤオコー,みかん
2024-01-30,食品,葉物・生鮮野菜,173,ヤオコー,春菊
2024-01-30,食品,葉物・生鮮野菜,250,ヤオコー,きゅうり
2024-01-31,ガソリン・ETC,ETC,780,etc,etc
2024-01-31,ガソリン・ETC,ETC,1150,etc,etc
2024-01-31,ガソリン・ETC,ETC,520,etc,etc
2024-01-31,ガソリン・ETC,ETC,1460,etc,etc
2024-01-31,ガソリン・ETC,ETC,380,etc,etc
2024-01-31,ガソリン・ETC,ETC,960,etc,etc
2024-01-31,ガソリン・ETC,ETC,630,etc,etc
2024-01-31,ガソリン・ETC,ETC,1070,etc,etc
2024-01-31,ガソリン・ETC,ETC,410,etc,etc
2024-01-31,ガソリン・ETC,ETC,410,etc,etc
2024-02-01,ローン,ローン住居,110000,イオン銀行,ローン
2024-02-01,保険,保険その他,5382,哲太楽天銀行,ネオファースト生命
2024-02-01,保険,哲太メットライフ,5797,奈月楽天銀行,哲太メットライフ
2024-02-01,保険,奈月メットライフ,8467,楽天カード,奈月メットライフ
2024-02-01,光熱費,電気,8789,楽天カード,東京電力
2024-02-01,光熱費,ガス,11478,楽天カード,東京ガス
2024-02-01,通信費,通信,687,楽天カード,ソネット
2024-02-01,通信費,通信,5390,楽天カード,ソネット
2024-02-01,通信費,ケータイ,2522,楽天カード,楽天モバイル
2024-02-01,レジャー,趣味,26400,楽天銀行,アキュラシーゴルフ
2024-02-01,レジャー,レジャーその他,1490,Netflix,Netflix
2024-02-01,経費,tetta,3986,tetta社用ケータイ,哲太社用ケータイ
2024-02-01,経費,tetta,42000,哲太出社時食事代（出社日数＊2000円）,21.0
2024-02-01,経費,tetta,1200,翻訳アプリ,哲太経費
2024-02-01,経費,tetta,1496,Googleアプリ,哲太経費
2024-02-01,経費,natsuki,130,Applecombill,ギガ
2024-02-01,レジャー,趣味,17000,楽天銀行,Lava
2024-02-01,経費,tetta,53430,定期代,哲太定期代
2024-02-02,レジャー,旅行,628340,クルーズプラネット,クルーズ　ベリッシマ
2024-02-02,交際費,宇野家関連,9882,amazon,バリカン
2024-02-02,交際費,宇野家関連,3700,アトリエうかい,クッキー缶
2024-02-03,美容,美容その他,7500,タイ古式,スワンナプーム
2024-02-03,外食費,To Go,217,ヤオコー,やきとり
2024-02-03,外食費,To Go,217,ヤオコー,やきとり
2024-02-03,外食費,To Go,294,ヤオコー,サラダ
2024-02-03,外食費,To Go,657,ヤオコー,恵方巻
2024-02-03,外食費,To Go,877,ヤオコー,恵方巻
2024-02-03,食品,魚類加工品,217,ヤオコー,めかぶ
2024-02-03,食品,牛乳・乳製品,783,ヤオコー,オイコス
2024-02-03,食品,野菜その他,657,ヤオコー,いちご
2024-02-03,食品,豆腐・納豆類,118,ヤオコー,豆腐
2024-02-03,食品,肉類加工品,543,ヤオコー,フランクフルト
2024-02-03,食品,肉類,1100,ヤオコー,豚しゃぶしゃぶ肉
2024-02-03,食品,牛乳・乳製品,655,ヤオコー,アーモンドミルク
2024-02-03,食品,魚類・貝類,1403,ヤオコー,本マグロ
2024-02-03,食品,魚類・貝類,947,ヤオコー,ぶり
2024-02-03,食品,たまご,294,ヤオコー,たまご
2024-02-03,食品,葉物・生鮮野菜,140,ヤオコー,三つ葉
2024-02-03,食品,葉物・生鮮野菜,129,ヤオコー,きゅうり
2024-02-03,外食費,To Go,970,タリーズ,コーヒー
2024-02-03,外食費,外食,2790,サイゼリア,サイゼリア
2024-02-03,衣類,natsuki衣類,1500,ユニクロ,Tシャツ
2024-02-03,レジャー,おでかけ,2640,湯舞音,湯舞音
2024-02-04,美容,ヘアケア,51860,美容室,酸性ストレート、シャンプー詰め替え、ヘアアイロン
2024-02-04,美容,スキンケア,218,オーエスドラッグ,ハンドクリーム
2024-02-04,外食費,To Go,160,ファミマ,お茶
2024-02-04,外食費,To Go,508,ファミマ,スイーツ
2024-02-04,外食費,外食,2068,三越,韓国料理、奈月
2024-02-04,美容,美容その他,21780,楽天,EMSシックスパッド
2024-02-04,衣類,natsukiインナー,700,楽天,タイツ
2024-02-04,日用品,バス用品,1996,楽天,入浴剤
2024-02-04,日用品,キッチン用品,1780,楽天,排水溝の蓋
2024-02-04,税金,ふるさと納税,25000,ふるさと納税,鰻（かわすい）奈月
2024-02-07,食品,肉類加工品,437,ヤオコー,ももハム
2024-02-07,食品,ドリンク,437,ヤオコー,リンゴジュース
2024-02-07,食品,野菜その他,327,ヤオコー,舞茸
2024-02-07,食品,肉類,482,ヤオコー,鶏ささみ
2024-02-07,食品,野菜その他,217,ヤオコー,しめじ
2024-02-07,食品,野菜その他,217,ヤオコー,エリンギ
2024-02-07,食品,葉物・生鮮野菜,151,ヤオコー,キャベツ
2024-02-07,食品,肉類,951,ヤオコー,豚肩ロースしゃぶしゃぶ用
2024-02-07,食品,葉物・生鮮野菜,283,ヤオコー,いんげん
2024-02-07,食品,根菜,69,ヤオコー,大根
2024-02-07,食品,葉物・生鮮野菜,173,ヤオコー,白菜
2024-02-07,食品,野菜その他,108,ヤオコー,しいたけ
2024-02-07,食品,根菜,195,ヤオコー,人参
2024-02-07,食品,野菜その他,206,ヤオコー,えのき
2024-02-07,食品,パン,228,ヤオコー,カスクート
2024-02-07,食品,豆腐・納豆類,108,ヤオコー,納豆
2024-02-07,食品,粉類,327,ヤオコー,ホットケーキミックス
2024-02-07,食品,牛乳・乳製品,440,ヤオコー,ブリーチーズ
2024-02-07,食品,牛乳・乳製品,382,ヤオコー,ピルクル
2024-02-07,食品,たまご,294,ヤオコー,たまご
2024-02-07,食品,葉物・生鮮野菜,108,ヤオコー,小松菜
2024-02-07,食品,葉物・生鮮野菜,217,ヤオコー,長ネギ
2024-02-08,経費,tetta,1080,Apple,Apple Music　住友カード
2024-02-10,レジャー,趣味,14660,T-HA,"奈月ジム代(2,3月分)"
2024-02-10,ガソリン・ETC,ETC,210,有料道路,有料道路
2024-02-10,外食費,To Go,799,だるま,哲太お弁当
2024-02-10,外食費,To Go,321,マルエツ,ザバスなど
2024-02-10,外食費,To Go,597,マルエツ,奈月お弁当
2024-02-10,ガソリン・ETC,ガソリン,5546,Enejet,ガソリン
2024-02-10,経費,tetta,55000,レイクタウン,哲太ジャケット＆ベスト
2024-02-10,経費,tetta,72380,レイクタウン,哲太リーガル2足
2024-02-10,経費,tetta,7180,レイクタウン,哲太シャツ
2024-02-10,日用品,日用品その他,7150,モンベル,非常用トイレ
2024-02-10,外食費,To Go,95,イオン,お茶
2024-02-10,外食費,外食,3310,イオン,スシロー
2024-02-10,医療費,診察料,2900,歯医者,哲太歯医者
2024-02-11,日用品,日用品その他,990,ダイソー,除菌シートなど
2024-02-11,日用品,日用品その他,503,ジョイフル本田,車のスペアキー
2024-02-11,日用品,バス用品,2653,ジョイフル本田,入浴剤、クナイプ
2024-02-11,日用品,日用品その他,648,ニトリ,収納ボックス
2024-02-11,外食費,外食,4675,はな膳,はな膳
2024-02-12,日用品,日用品その他,1760,イオン,ハンドタオル
2024-02-12,食品,お菓子類,473,イオン,お菓子
2024-02-12,レジャー,おでかけ,430,イオン,コーヒー
2024-02-12,外食費,外食,7900,イオン,トラジ
2024-02-12,レジャー,おでかけ,900,イオン,駐車場
2024-02-12,日用品,キッチン用品,796,ニトリ,ハンドタオル、フリーザーバック
2024-02-12,レジャー,おでかけ,1060,イオン,コーヒー、ジュース
2024-02-12,食品,調味料,745,ヤオコー,馬路村ポン酢
2024-02-12,食品,調味料,547,ヤオコー,創味のつゆ
2024-02-12,食品,ドリンク,327,ヤオコー,アーモンドミルク
2024-02-12,食品,ドリンク,316,ヤオコー,トマトジュース
2024-02-12,食品,調味料,382,ヤオコー,液体味噌
2024-02-12,食品,豆腐・納豆類,162,ヤオコー,納豆
2024-02-12,食品,野菜その他,228,ヤオコー,いちご
2024-02-12,食品,食品その他,108,ヤオコー,高野豆腐
2024-02-12,食品,魚類加工品,547,ヤオコー,わかめ
2024-02-12,食品,調味料,294,ヤオコー,料理酒
2024-02-12,食品,調味料,217,ヤオコー,だしパック
2024-02-12,食品,牛乳・乳製品,437,ヤオコー,バター
2024-02-12,食品,牛乳・乳製品,783,ヤオコー,オイコス
2024-02-12,食品,根菜,86,ヤオコー,大根
2024-02-12,食品,魚類・貝類,443,ヤオコー,まぐろ
2024-02-12,食品,魚類・貝類,689,ヤオコー,サーモン
2024-02-12,食品,魚類・貝類,1431,ヤオコー,ブリ
2024-02-12,食品,肉類,408,ヤオコー,ささみ
2024-02-12,食品,魚類・貝類,426,ヤオコー,甘エビ
2024-02-12,食品,肉類,1075,ヤオコー,ステーキ用牛肉
2024-02-12,食品,豆腐・納豆類,118,ヤオコー,豆腐
2024-02-12,食品,葉物・生鮮野菜,173,ヤオコー,春菊
2024-02-12,食品,葉物・生鮮野菜,173,ヤオコー,絹さや
2024-02-12,食品,葉物・生鮮野菜,393,ヤオコー,芽キャベツ
2024-02-12,食品,野菜その他,305,ヤオコー,本しめじ
2024-02-12,食品,野菜その他,129,ヤオコー,つきこんにゃく
2024-02-12,食品,根菜,217,ヤオコー,れんこん
2024-02-12,食品,野菜その他,437,ヤオコー,みかん
2024-02-12,食品,粉類,261,ヤオコー,アーモンドプードル
2024-02-12,食品,葉物・生鮮野菜,182,ヤオコー,サラトリオ
2024-02-12,食品,根菜,162,ヤオコー,ごぼう
2024-02-12,食品,葉物・生鮮野菜,74,ヤオコー,きゅうり
2024-02-16,食品,調味料,404,マルエツ,すき焼きのたれ
2024-02-16,食品,食品その他,206,マルエツ,いりごま
2024-02-16,食品,ドリンク,470,マルエツ,お茶の葉
2024-02-16,食品,パン,185,マルエツ,食パン
2024-02-16,食品,調味料,372,マルエツ,山椒
2024-02-16,食品,野菜その他,437,マルエツ,いちご
2024-02-17,外食費,To Go,670,カフェミラノ,高砂駅でランチなつき
2024-02-17,衣類,natsuki衣類,1490,無印良品,ジム用スニーカー
2024-02-17,美容,コスメ,4620,イオン,カネボウルージュスター
2024-02-17,美容,スキンケア,17050,イオン,SK2クリーム哲太
2024-02-17,外食費,To Go,910,スタバ,コーヒーなど
2024-02-17,日用品,日用品その他,1200,コインランドリー,コインランドリー
2024-02-18,外食費,外食,5120,東京オリーブ,パスタ
2024-02-18,ガソリン・ETC,ガソリン,6206,Enejet,ガソリン
2024-02-18,レジャー,おでかけ,600,そごう,駐車場
2024-02-18,外食費,To Go,740,そごう,柿安サラダ
2024-02-18,外食費,To Go,1728,そごう,鶏皮塩
2024-02-18,外食費,To Go,1396,そごう,鶏弁当
2024-02-18,外食費,To Go,300,そごう,梅が枝餅
2024-02-18,外食費,To Go,311,そごう,サンドイッチ
2024-02-18,外食費,To Go,648,そごう,鶏皮餃子
2024-02-18,外食費,To Go,240,無印良品,お茶
2024-02-18,食品,豆腐・納豆類,86,ヤオコー,納豆
2024-02-18,食品,牛乳・乳製品,783,ヤオコー,オイコス
2024-02-18,食品,たまご,294,ヤオコー,たまご
2024-02-18,食品,根菜,437,ヤオコー,玉ねぎ
2024-02-18,食品,葉物・生鮮野菜,275,ヤオコー,ねぎ
2024-02-21,日用品,文具,880,ダイソー,ファイルポケットなど
2024-02-21,美容,スキンケア,2172,マツモトキヨシ,フェイス用ジェルなど
2024-02-21,食品,お菓子類,349,ヤオコー,トライフル
2024-02-21,食品,牛乳・乳製品,739,ヤオコー,オイコス
2024-02-21,食品,パン,121,ヤオコー,アンパン
2024-02-21,食品,調味料,327,ヤオコー,味噌鍋つゆ
2024-02-21,食品,肉類,1573,ヤオコー,和牛薄切り
2024-02-21,食品,肉類,916,ヤオコー,和牛しゃぶしゃぶ
2024-02-21,食品,麺類,156,ヤオコー,極太うどん
2024-02-21,食品,たまご,228,ヤオコー,たまご
2024-02-21,食品,豆腐・納豆類,118,ヤオコー,焼き豆腐
2024-02-21,食品,魚類・貝類,396,ヤオコー,ブリ
2024-02-21,食品,食品その他,250,ヤオコー,しらたき
2024-02-21,食品,野菜その他,108,ヤオコー,えのき
2024-02-22,医療費,薬代,1290,福太郎,アレジオン
2024-02-23,外食費,To Go,350,パサール守谷,フルーツあんみつ
2024-02-23,外食費,To Go,430,パサール守谷,どら焼き
2024-02-23,外食費,To Go,1353,パサール守谷,親子丼
2024-02-23,外食費,To Go,940,パサール守谷,びっくりドンキー
2024-02-23,外食費,To Go,220,ローソン,コーヒー
2024-02-23,衣類,natsuki衣類,41580,レイクタウン,奈月　トップス2枚
2024-02-23,日用品,バス用品,792,レイクタウン,タオル
2024-02-23,美容,スキンケア,1760,レイクタウン,フェイスクリームなど
2024-02-23,レジャー,おでかけ,1800,レイクタウン,アクアイグニス武蔵野温泉
2024-02-24,食品,ドリンク,200,ロピア,ザバス
2024-02-24,外食費,外食,4631,ジョリーパスタ,パスタ
2024-02-25,食品,葉物・生鮮野菜,874,ワクワク広場,白菜、ねぎ
2024-02-25,食品,ドリンク,437,ヤオコー,リンゴジュース
2024-02-25,食品,牛乳・乳製品,369,ヤオコー,オイコス
2024-02-25,食品,お菓子類,259,ヤオコー,シュークリーム
2024-02-25,食品,牛乳・乳製品,382,ヤオコー,ピルクル
2024-02-25,食品,肉類,926,ヤオコー,豚しゃぶしゃぶ肉
