日付,カテゴリ,小項目,金額,場所,商品名・メモ
2020-06-06,食品,葉物・生鮮野菜,158,ヤオコー,ネギ
2020-06-06,食品,肉類,586,ヤオコー,合挽肉
2020-06-06,食品,肉類加工品,536,ヤオコー,ハム
2020-06-06,食品,お菓子類,298,ヤオコー,果汁100%ゼリー
2020-06-06,食品,たまご,396,ヤオコー,たまご
2020-06-06,食品,豆腐・納豆類,89,ヤオコー,豆腐
2020-06-06,日用品,虫対策類,1080,ヤオコー,蚊スプレー
2020-06-06,日用品,虫対策類,1480,ヤオコー,ゴキブリスプレー
2020-06-06,家具・家電,照明関連,2396,楽天,ハロゲン電球（リビング用）
2020-06-07,家具・家電,キッチン家電,55000,楽天,生ゴミ処理機（助成対象）
2020-06-12,食品,牛乳・乳製品,168,ヤオコー,那須牛乳
2020-06-12,食品,牛乳・乳製品,99,ヤオコー,ヤオコーヨーグルト
2020-06-12,食品,豆腐・納豆類,118,ヤオコー,納豆
2020-06-12,食品,豆腐・納豆類,94,ヤオコー,豆腐
2020-06-12,食品,たまご,396,ヤオコー,たまご
2020-06-12,食品,パン,198,ヤオコー,超熟ライ麦食パン　
2020-06-12,食品,根菜,198,ヤオコー,じゃがいも
2020-06-12,食品,お菓子類,65,ヤオコー,カラムーチョ
2020-06-12,食品,お菓子類,88,ヤオコー,堅揚げポテト
2020-06-12,美容,極潤化粧水,814,マツキヨ,極潤化粧水
2020-06-12,美容,アイシャドウ,1320,マツキヨ,アイシャドウ
2020-06-12,日用品,キッチン用品,100,ダイソー,水切りネット
2020-06-12,日用品,日用品その他,100,ダイソー,小物入れ（寝室用）
2020-06-12,日用品,文具,200,ダイソー,アルバム
2020-06-12,日用品,文具,100,ダイソー,小物入れ
2020-06-12,日用品,日用品その他,200,ダイソー,粘着フック
2020-06-12,衣類,natsukiインナー,200,ダイソー,ショートソックス
2020-06-13,家具・家電,空調家電,363558,ヤマダ電機,エアコン
2020-06-13,日用品,バス用品,1320,福太郎,シャンプー詰替
2020-06-13,日用品,バス用品,305,福太郎,ボディソープ詰替
2020-06-13,日用品,衛生用品,418,福太郎,泡ハンドソープ詰替
2020-06-13,日用品,バス用品,748,福太郎,トリートメント詰替
2020-06-13,日用品,美容関連用品,602,福太郎,制汗剤メンズ
2020-06-13,日用品,衛生用品,440,福太郎,歯間フロス
2020-06-13,日用品,衛生用品,330,福太郎,歯間Y字タイプフロス
2020-06-13,食品,お菓子類,78,マルエツ,ポテトチップスコンソメ
2020-06-13,食品,お菓子類,158,マルエツ,ノアール
2020-06-13,食品,お菓子類,108,マルエツ,ジャイアントコーン
2020-06-13,食品,お菓子類,600,マルエツ,ファミリアバニラ
2020-06-13,食品,お菓子類,78,マルエツ,ポテトチップス
2020-06-13,食品,肉類加工品,195,マルエツ,宇都宮餃子
2020-06-14,食品,お菓子類,278,ファミマ,スフレプリン
2020-06-14,食品,お菓子類,149,ファミマ,たっぷりWシュークリーム
2020-06-16,日用品,キッチン用品,110,セリア,アルミホイル
2020-06-16,日用品,掃除用品,110,セリア,隙間用ワイパー
2020-06-16,日用品,キッチン用品,110,セリア,ストロー
2020-06-16,日用品,キッチン用品,220,セリア,スパイスボトル
2020-06-16,食品,調味料,432,KALDI,ジャークチキンシーズニング
2020-06-16,食品,調味料,286,KALDI,ジャム（グァバ）
2020-06-17,交際費,自治会費,3000,楽天銀行,自治会費
2020-06-19,交際費,父の日,8780,楽天,父の日・蟹
2020-06-19,交際費,父の日,4780,楽天,父の日・昆布じめ
2020-06-20,外食費,持ち帰り,130,ファミマ,オニオンブレッド
2020-06-20,外食費,持ち帰り,130,ファミマ,チャーハンおにぎり
2020-06-20,外食費,持ち帰り,248,ファミマ,旨塩チキン
2020-06-20,外食費,持ち帰り,100,ファミマ,ブレンドコーヒー
2020-06-20,外食費,外食,384,ガスト,豆腐サラダ
2020-06-20,外食費,外食,175,ガスト,スープ
2020-06-20,外食費,外食,241,ガスト,ドリンクバー
2020-06-20,外食費,外食,6864,やまと,回転寿司やまと
2020-06-20,ガソリン・ETC,ガソリン,5392,ENEJET,ガソリン
2020-06-20,食品,ドリンク,701,福太郎,本麒麟
2020-06-20,食品,お菓子類,127,福太郎,ポテトデラックス
2020-06-20,食品,お菓子類,95,福太郎,ポテチ
2020-06-20,食品,たまご,396,マルエツ,たまご
2020-06-20,食品,豆腐・納豆類,98,マルエツ,納豆
2020-06-20,食品,パン,228,マルエツ,超熟ライ麦食パン　
2020-06-20,食品,豆腐・納豆類,128,マルエツ,油揚げ
2020-06-20,ガソリン・ETC,ETC,350,ETC,四街道〜千葉北
2020-06-20,ガソリン・ETC,ETC,370,ETC,千葉北〜湾岸千葉
2020-06-20,ガソリン・ETC,ETC,1010,ETC,千葉北〜成田
2020-06-20,ガソリン・ETC,ETC,1320,ETC,湾岸千葉〜木更津南
2020-06-20,ガソリン・ETC,ETC,1030,ETC,木更津南〜あなかわひがし
2020-06-21,レジャー,雑誌,490,デイリー,じゃらん雑誌
2020-06-21,食品,お菓子類,108,デイリー,スイカバー
2020-06-22,家具・家電,空調工事費,23430,現金,空調工事費
2020-06-22,食品,お菓子類,330,セブンイレブン,フルーツサンド
2020-06-22,食品,肉類加工品,188,セブンイレブン,ななチキ
2020-06-26,レジャー,キャンプ用品,110,セリア,スマートカトラリーケース
2020-06-26,レジャー,キャンプ用品,110,セリア,タンブラーベージュ
2020-06-26,レジャー,キャンプ用品,110,セリア,タンブラーブラック
2020-06-26,レジャー,キャンプ用品,110,セリア,蚊取り線香缶
2020-06-26,レジャー,キャンプ用品,220,セリア,ステンレスシェラカップ
2020-06-26,レジャー,キャンプ用品,110,セリア,フッククリップ
2020-06-26,レジャー,キャンプ用品,220,セリア,パラコードブレスレット
2020-06-26,レジャー,キャンプ用品,110,セリア,木製コーヒーメジャー
2020-06-26,レジャー,キャンプ用品,110,セリア,角型タレビン6P
2020-06-26,レジャー,キャンプ用品,110,セリア,シリコン虫除けブレスレット
2020-06-26,食品,レトルト類・冷凍食品,279,ロピア,マルコメ徳用味噌汁24
2020-06-26,食品,お菓子類,159,ロピア,お得サイズポテチ
2020-06-26,食品,調味料,256,ロピア,ハウスこくまろカレー
2020-06-26,食品,葉物・生鮮野菜,299,ロピア,きゅうり
2020-06-26,食品,調味料,739,ロピア,馬路村ポン酢500
2020-06-26,食品,レトルト類・冷凍食品,98,ロピア,マルチャンごつ盛焼きそば
2020-06-26,食品,レトルト類・冷凍食品,399,ロピア,ビーフカレーレトルト4
2020-06-26,食品,ドリンク,159,ロピア,ブレンディ無糖ポーション
2020-06-26,食品,葉物・生鮮野菜,233,ロピア,ピーマン
2020-06-26,日用品,薬類,669,amazon,オシリア
2020-06-26,日用品,衛生用品,960,amazon,フェイスカバー（マスク）
2020-06-26,日用品,虫対策類,1773,amazon,蚊取り線香森林香
2020-06-26,日用品,虫対策類,980,amazon,ハッカ油
2020-06-26,日用品,虫対策類,525,amazon,ヤブ蚊バリア
2020-06-27,食品,根菜,100,アルカサール,ごぼう
2020-06-27,食品,葉物・生鮮野菜,180,アルカサール,なす
2020-06-27,食品,根菜,180,アルカサール,じゃがいも
2020-06-27,食品,葉物・生鮮野菜,80,アルカサール,ニラ
2020-06-27,食品,葉物・生鮮野菜,70,アルカサール,ニラ
2020-06-27,食品,葉物・生鮮野菜,120,アルカサール,ピーマン
2020-06-27,食品,葉物・生鮮野菜,130,アルカサール,キャベツ
2020-06-27,食品,葉物・生鮮野菜,130,アルカサール,きゅうり
2020-06-27,食品,葉物・生鮮野菜,175,アルカサール,アスパラ
2020-06-27,食品,牛乳・乳製品,198,ジャパンミート,牛乳
2020-06-27,食品,お菓子類,198,ジャパンミート,ヒロタシュークリーム
2020-06-27,食品,ドリンク,398,ジャパンミート,ワイン
2020-06-27,食品,ドリンク,916,ジャパンミート,バランタイン
2020-06-27,食品,たまご,296,ジャパンミート,たまご
2020-06-27,食品,豆腐・納豆類,69,ジャパンミート,納豆
2020-06-27,食品,豆腐・納豆類,69,ジャパンミート,納豆
2020-06-27,食品,お菓子類,59,ジャパンミート,ブルボンぷちコンソメ
2020-06-27,食品,お菓子類,59,ジャパンミート,ブルボンぷちうすしお
2020-06-27,食品,パン,188,ジャパンミート,超熟ライ麦食パン
2020-06-27,食品,根菜,188,ジャパンミート,にんにく
2020-06-27,衣類,natsuki衣類,1650,UNIQLO,エアリズムUVカットクルーT
2020-06-27,衣類,tetta衣類,1650,UNIQLO,WエアリズムVネックロングT
2020-06-27,衣類,natsuki衣類,2189,UNIQLO,エアリズムパーカー
2020-06-27,衣類,natsuki衣類,1089,UNIQLO,アームカバー
2020-06-27,衣類,tetta衣類,2189,UNIQLO,エアリズムUVメッシュPK
2020-06-27,衣類,natsuki衣類,1089,UNIQLO,Wエアリズムレギンス
2020-06-27,レジャー,キャンプ用品,3580,無印良品,ポリプロピレン頑丈収納ボックス・大　約幅６０．５×奥行３９×高さ３７ｃｍ
2020-06-27,日用品,文具,100,無印良品,ノート・ウィークリー　Ａ５・３２枚
2020-06-27,食品,レトルト類・冷凍食品,245,無印良品,素材を生かしたカレー　グリーン　１８０ｇ（１人前）
2020-06-27,レジャー,キャンプ用品,290,無印良品,歯みがきシート　１２枚
2020-06-27,日用品,キッチン用品,499,無印良品,落ちワタ混ふきん１２枚組　約幅４０×奥行４０ｃｍ
2020-06-27,レジャー,キャンプ用品,1123,楽天,ペグ
2020-07-01,ローン,ローン,110000,イオン銀行,ローン
2020-07-01,ローン,キッチン家電,20800,楽天銀行,冷蔵庫ローン
2020-07-01,ローン,PC,11302,楽天銀行,Macローン
2020-07-01,保険,AIG損保,4410,哲太楽天銀行,車両保険(AIG損保)
2020-07-01,保険,アクサダイレクト,3280,哲太楽天銀行,アクサダイレクト
2020-07-01,保険,哲太メットライフ,5797,哲太楽天銀行,哲太メットライフ
2020-07-01,保険,奈月メットライフ,8467,楽天カード,奈月メットライフ
2020-07-01,光熱費,下水道,4752,りそな銀行,下水道（2ヶ月毎）
2020-07-01,光熱費,水道,7310,りそな銀行,水道局（2ヶ月毎）
2020-07-01,光熱費,電気,4960,楽天カード,東京電力
2020-07-01,光熱費,ガス,11117,楽天カード,東京ガス
2020-07-01,通信費,通信,687,楽天カード,ソネット
2020-07-01,通信費,通信,3361,楽天カード,ソネット
2020-07-01,通信費,ケータイ,2358,楽天カード,楽天モバイル
2020-07-01,通信費,ケータイ,1507,楽天カード,楽天モバイル
2020-07-01,レジャー,書籍,660,Amazon,webライティング書籍
2020-07-02,レジャー,キャンプ用品,800,楽天,ポイズンリムーバ
2020-07-02,食品,食品その他,1000,楽天,ルイボスティー
2020-07-04,衣類,natsuki衣類,2464,WILD−1,Tシャツ
2020-07-04,レジャー,キャンプ用品,110,セリア,小物入れ　ベージュ
2020-07-04,レジャー,キャンプ用品,110,セリア,ウォーターボトル
2020-07-04,レジャー,キャンプ用品,110,セリア,サバイバルツールカード
2020-07-04,レジャー,キャンプ用品,110,セリア,BBQトレー
2020-07-04,レジャー,キャンプ用品,110,セリア,BBQトレー
2020-07-04,レジャー,キャンプ用品,110,セリア,コーヒードリッパー
2020-07-04,レジャー,キャンプ用品,220,セリア,ソフトウォータータンク
2020-07-04,日用品,日用品その他,252,セブンイレブン,切手
2020-07-04,食品,お米,1580,ジャパンミート,岩手あきたこまち
2020-07-04,食品,お米,830,ジャパンミート,秋田無洗米
2020-07-04,食品,粉類,288,ジャパンミート,強力粉
2020-07-04,食品,調味料,199,ジャパンミート,キャノーラ油
2020-07-04,食品,お菓子類,59,ジャパンミート,ブルボンプチうすしお
2020-07-04,食品,お菓子類,59,ジャパンミート,ブルボンプチのりしお
2020-07-04,食品,お菓子類,59,ジャパンミート,ブルボンプチコンソメ
2020-07-04,食品,パン,188,ジャパンミート,超熟ライ麦食パン
2020-07-04,食品,麺類,198,ジャパンミート,播州とろろそば
2020-07-04,食品,牛乳・乳製品,178,ジャパンミート,北海道牛乳
2020-07-04,食品,調味料,128,ジャパンミート,イカリソース中濃
2020-07-04,食品,粉類,198,ジャパンミート,ホットケーキミックス
2020-07-04,食品,調味料,128,ジャパンミート,料理酒
2020-07-04,食品,お菓子類,238,ジャパンミート,野菜ゼリー
2020-07-04,食品,お菓子類,196,ジャパンミート,動物園ゼリー
2020-07-04,食品,たまご,148,ジャパンミート,たまごL
2020-07-04,食品,豆腐・納豆類,69,ジャパンミート,納豆
2020-07-04,食品,豆腐・納豆類,69,ジャパンミート,納豆
2020-07-04,食品,麺類,198,ジャパンミート,ひゃんでそば
2020-07-04,食品,牛乳・乳製品,158,ジャパンミート,モッツァレラチーズ
2020-07-04,食品,牛乳・乳製品,158,ジャパンミート,モッツァレラチーズ
2020-07-04,食品,魚類加工品,68,ジャパンミート,サバ缶
2020-07-04,食品,魚類加工品,68,ジャパンミート,サバ缶
2020-07-04,食品,魚類加工品,68,ジャパンミート,サバ缶
2020-07-04,食品,魚類加工品,68,ジャパンミート,サバ缶
2020-07-04,食品,お菓子類,298,ジャパンミート,キシリッシュボトルガム
2020-07-04,食品,たまご,88,ジャパンミート,ミックスたまご
2020-07-04,食品,調味料,188,ジャパンミート,焼肉のタレ
2020-07-04,食品,レトルト類・冷凍食品,298,ジャパンミート,レストラン風カレーレトルト
2020-07-04,食品,レトルト類・冷凍食品,298,ジャパンミート,レストラン風カレーレトルト
2020-07-04,食品,調味料,1638,Costco,オリーブオイル3L
2020-07-04,食品,肉類,838,Costco,さくらどりムネ
2020-07-04,食品,肉類,1780,Costco,さくらどりモモ
2020-07-04,食品,肉類,2351,Costco,国産豚こま切れ
2020-07-04,食品,お菓子類,980,Costco,ミニアスパラガスセット
2020-07-04,食品,魚類・貝類,1561,Costco,塩サバフィレ
2020-07-04,食品,食品その他,698,Costco,キムチ
2020-07-04,食品,魚類加工品,968,Costco,チャンジャ
2020-07-04,食品,調味料,948,Costco,李錦記オイスターソース
2020-07-04,食品,食品その他,698,Costco,キムチ
2020-07-04,食品,レトルト類・冷凍食品,958,Costco,産直めぐり味噌汁
2020-07-04,食品,根菜,498,Costco,にんじん
2020-07-04,食品,葉物・生鮮野菜,598,Costco,白ネギ
2020-07-04,食品,根菜,698,Costco,玉ねぎ
2020-07-04,食品,麺類,1468,Costco,オーガニックスパゲティ
2020-07-04,日用品,掃除用品,1458,Costco,トイレ掃除用・ハウスホールドワイプ
2020-07-04,食品,ドリンク,569,ヤオコー,レモンサワーの素
2020-07-04,日用品,虫対策類,547,マツキヨ,虫除けEX
2020-07-04,日用品,薬類,437,マツキヨ,液体ムヒ
2020-07-04,外食費,スシロー,3663,スシロー,スシロー
2020-07-07,日用品,ペーパー類,3555,楽天,ハナウタ プリント 12ロール ダブル×8点セット
2020-07-08,食品,お菓子類,399,トライアル,ピノアソート
2020-07-08,食品,お菓子類,219,トライアル,カルピスアイスバー
2020-07-08,食品,調味料,299,トライアル,ほんだし箱
2020-07-08,衣類,tetta衣類,699,トライアル,紳士靴下
2020-07-08,日用品,掃除用品,127,トライアル,指定ゴミ袋（中）
2020-07-08,食品,お菓子類,198,トライアル,ポテトチップス
2020-07-11,レジャー,昼食,1430,マクドナルド,マクドナルド
2020-07-11,食品,根菜,220,道の駅いたこ,大根
2020-07-11,食品,葉物・生鮮野菜,70,道の駅いたこ,しろ菜
2020-07-11,食品,食品その他,400,道の駅いたこ,乾燥シイタケ
2020-07-11,食品,根菜,190,道の駅いたこ,じゃがいも
2020-07-11,食品,根菜,320,道の駅いたこ,とうもろこし
2020-07-11,食品,葉物・生鮮野菜,110,道の駅いたこ,赤ピーマン
2020-07-11,食品,根菜,100,道の駅いたこ,にんにく
2020-07-11,食品,葉物・生鮮野菜,200,道の駅いたこ,きゅうり
2020-07-11,食品,葉物・生鮮野菜,100,道の駅いたこ,ピーマン
2020-07-11,食品,お菓子類,240,道の駅いたこ,どらやき
2020-07-11,レジャー,鹿島神宮,500,鹿島神宮,鹿島神宮・駐車場
2020-07-11,レジャー,鹿島神宮,100,鹿島神宮,鹿島神宮・鹿の餌
2020-07-11,外食費,やましょう,4290,やましょう,海鮮焼き
2020-07-11,外食費,セイコーマート,555,セイコーマート,フライドチキン
2020-07-11,食品,ドリンク,100,セブンイレブン,お茶
2020-07-11,ガソリン・ETC,ETC,680,ETC,成田〜潮来
2020-07-11,ガソリン・ETC,ETC,680,ETC,潮来〜成田
2020-07-12,外食費,スシロー,2648,スシロー,スシロー
2020-07-12,日用品,美容関連用品,731,マツキヨ,ヘアワックス
2020-07-12,日用品,虫対策類,968,マツキヨ,蜘蛛の巣ジェット
2020-07-12,美容,美容関連用品,547,マツキヨ,ヘアオイル
2020-07-12,日用品,バス用品,877,マツキヨ,Successシャンプー
2020-07-12,日用品,美容関連用品,731,マツキヨ,ヘアスプレー
2020-07-12,日用品,衛生用品,468,マツキヨ,システマ口内洗浄液
2020-07-12,美容,美容関連用品,2157,マツキヨ,美容クリームAQL
2020-07-12,食品,牛乳・乳製品,158,ヤオコー,牛乳
2020-07-12,食品,パン,129,ヤオコー,本仕込み食パン6
2020-07-12,食品,たまご,189,ヤオコー,こだわりたまご
2020-07-12,食品,たまご,189,ヤオコー,こだわりたまご
2020-07-12,食品,牛乳・乳製品,148,ヤオコー,ビフィックスアロエ
2020-07-12,食品,麺類,89,ヤオコー,あおき焼きそば
2020-07-15,経費,ドメイン,1276,楽天,ムームードメイン
2020-07-16,食品,レトルト類・冷凍食品,430,ロピア,たこ焼き
2020-07-16,日用品,衛生用品,1298,クリエイト,オプティフリーメガパック・コンタクト洗浄
2020-07-16,食品,お菓子類,150,ファミマ,フレンチクルーラー
2020-07-16,経費,端末,6466,楽天,Galaxy7
2020-07-17,外食費,とりのごん助,5225,ごん助,とりのごん助
2020-07-18,外食費,とんとん亭,3960,とんとん亭,とんとん亭
2020-07-18,食品,根菜,140,アルカサール,しょうが
2020-07-18,食品,葉物・生鮮野菜,150,アルカサール,甘とうがらし
2020-07-18,食品,葉物・生鮮野菜,180,アルカサール,なす
2020-07-18,食品,葉物・生鮮野菜,85,アルカサール,ニラ
2020-07-18,食品,葉物・生鮮野菜,85,アルカサール,ニラ
2020-07-18,食品,たまご,198,イオン,たまご
2020-07-18,食品,ドリンク,155,イオン,氷結スムージー
2020-07-18,食品,葉物・生鮮野菜,98,イオン,キャベツ
2020-07-18,食品,レトルト類・冷凍食品,54,イオン,レトルトカレー
2020-07-18,食品,レトルト類・冷凍食品,54,イオン,レトルトカレー
2020-07-18,食品,レトルト類・冷凍食品,54,イオン,レトルトカレー
2020-07-18,食品,レトルト類・冷凍食品,54,イオン,レトルトカレー
2020-07-18,食品,レトルト類・冷凍食品,54,イオン,レトルトカレー
2020-07-18,食品,レトルト類・冷凍食品,54,イオン,レトルトカレー
2020-07-18,食品,パン,108,イオン,PB食パン
2020-07-18,日用品,日用品その他,5,イオン,レジ袋
2020-07-18,食品,お菓子類,129,シャトレーゼ,レモンケーキ
2020-07-18,食品,お菓子類,129,シャトレーゼ,レモンケーキ
2020-07-18,食品,お菓子類,367,シャトレーゼ,牛乳バー
2020-07-18,食品,お菓子類,108,シャトレーゼ,プリン
2020-07-18,食品,お菓子類,54,シャトレーゼ,リエム
2020-07-18,食品,お菓子類,54,シャトレーゼ,リエム
2020-07-18,日用品,日用品その他,660,3COINS,ティッシュケース
2020-07-18,日用品,日用品その他,1490,無印,エッセンシャルオイル
2020-07-18,日用品,文具,190,無印,ノート
2020-07-19,日用品,日用品その他,110,セリア,タップ収納ケース
2020-07-19,日用品,日用品その他,110,セリア,デスク用小物入れ
2020-07-19,日用品,日用品その他,110,セリア,デスク用小物入れ
2020-07-19,外食費,MIO・イタリアン,3036,MIO,MIO・イタリアン
2020-07-19,食品,ドリンク,100,ローソン,お茶
2020-07-19,外食費,佐倉道の駅,450,佐倉道の駅,ソフトクリーム
2020-07-19,食品,豆腐・納豆類,50,ジャパンミート,たまご醤油納豆
2020-07-19,食品,豆腐・納豆類,50,ジャパンミート,たまご醤油納豆
2020-07-19,食品,牛乳・乳製品,158,ジャパンミート,モッツァレラ6Pチーズ
2020-07-19,食品,ドリンク,1188,ジョイフル本田,レモンサワーの素
2020-07-19,日用品,衛生用品,393,ジョイフル本田,お米用炭
2020-07-19,日用品,ペーパー類,379,ジョイフル本田,ティッシュ
2020-07-22,レジャー,村のホテル　住吉屋,114991,楽天,村のホテル　住吉屋
2020-07-22,ガソリン・ETC,ガソリン,5089,ENEJET,ガソリン
2020-07-22,レジャー,ファミマ,100,ファミマ,コーヒー
2020-07-22,レジャー,ファミマ,206,ファミマ,レッドブル
2020-07-22,レジャー,ホテル,7000,アパホテル,アパホテル前橋駅北
2020-07-22,ガソリン・ETC,ETC,1010,ETC,成田〜千葉北
2020-07-22,ガソリン・ETC,ETC,360,ETC,千葉北〜ミヤノギ
2020-07-22,ガソリン・ETC,ETC,2870,ETC,練馬〜前橋
2020-07-22,ガソリン・ETC,ETC,430,ETC,美女木だい〜大泉
2020-07-22,ガソリン・ETC,ETC,1320,ETC,京葉道接続〜美女木した
2020-07-22,ガソリン・ETC,ETC,360,ETC,船橋本線の〜首都接続の
2020-07-22,ガソリン・ETC,ETC,2250,ETC,松井田妙義〜豊田飯山
2020-07-22,ガソリン・ETC,ETC,1860,ETC,三郷〜成田
2020-07-22,ガソリン・ETC,ETC,3670,ETC,豊田飯山〜練馬
2020-07-22,ガソリン・ETC,ETC,650,ETC,大泉〜外観三郷西
2020-07-23,レジャー,朝食,1690,横川SA,ソースカツ丼＆ラーメン
2020-07-23,レジャー,コーヒー,383,タリーズ,コーヒー
2020-07-23,レジャー,お酒,1194,セブン,お酒＆ポテチ
2020-07-24,レジャー,レジャー,4000,温泉パーク,ジップスカイライド
2020-07-24,レジャー,お土産,1300,フキヤ,お土産
2020-07-24,日用品,衛生用品,495,魚やす,生理用ナプキン
2020-07-24,日用品,キッチン用品,450,三久工芸,木製お玉
2020-07-24,日用品,キッチン用品,320,三久工芸,木製バターナイフ
2020-07-24,交際費,お土産,440,三久工芸,お土産（しおり）
2020-07-24,レジャー,お土産,440,三久工芸,お土産（しおり）
2020-07-24,レジャー,笹団子,150,黄金屋,笹団子
2020-07-24,レジャー,温泉卵,60,黄金屋,温泉卵
2020-07-24,レジャー,お土産,210,黄金屋,絵葉書
2020-07-24,食品,食品その他,630,黄金屋,野沢菜キムチ
2020-07-24,食品,食品その他,520,黄金屋,野沢菜味噌漬け
2020-07-24,レジャー,おやき,400,ジャムファクトリー,おやき
2020-07-25,レジャー,旅館,4231,住吉屋,宿・ドリンク代＆入湯税
2020-07-25,交際費,お土産,594,住吉屋,野沢菜
2020-07-25,交際費,送料,1386,住吉屋,送料
2020-07-25,食品,食品その他,358,住吉屋,野沢菜
2020-07-25,日用品,キッチン用品,3520,住吉屋,箸
2020-07-25,ガソリン・ETC,ガソリン,2000,横川SA,ガソリン
2020-07-25,レジャー,昼食,560,横川SA,パン
2020-07-25,レジャー,昼食,1100,横川SA,峠の釜めし
2020-07-25,レジャー,コーヒー,330,横川SA,スタバコーヒー
2020-07-25,食品,根菜,400,道の駅千曲川,にんにく
2020-07-25,食品,野菜その他,100,道の駅千曲川,なめこ
2020-07-25,食品,野菜その他,500,道の駅千曲川,生椎茸
2020-07-25,レジャー,ジム,5000,哲太楽天,アッティーボ
2020-07-27,食品,パン,149,セブンイレブン,セブン食パン
2020-07-27,食品,レトルト類・冷凍食品,386,セブンイレブン,ちゃんぽんチルド
2020-08-01,ローン,ローン,110000,イオン銀行,ローン
2020-08-01,ローン,PC,11302,楽天銀行,Macローン
2020-08-01,保険,AIG損保,4410,哲太楽天銀行,車両保険(AIG損保)
2020-08-01,保険,アクサダイレクト,3280,哲太楽天銀行,アクサダイレクト
2020-08-01,保険,哲太メットライフ,5797,哲太楽天銀行,哲太メットライフ
2020-08-01,保険,奈月メットライフ,8467,楽天カード,奈月メットライフ
2020-08-01,光熱費,電気,7104,楽天カード,東京電力
2020-08-01,光熱費,ガス,7023,楽天カード,東京ガス
2020-08-01,通信費,通信,687,楽天カード,ソネット
2020-08-01,通信費,通信,3361,楽天カード,ソネット
2020-08-01,通信費,ケータイ,2198,楽天カード,楽天モバイル
2020-08-01,通信費,ケータイ,2000,楽天カード,楽天モバイル
2020-08-01,外食費,マクドナルド,550,マクドナルド,マクドナルド
2020-08-01,レジャー,お家BBQ,6637,宮崎ミート,焼肉用肉ほか
2020-08-01,日用品,キッチン用品,698,イオン,出汁用ピッチャー
2020-08-01,レジャー,お家BBQ,498,イオン,木炭３㌔
2020-08-01,食品,調味料,267,イオン,みりん
2020-08-01,食品,調味料,198,イオン,マヨネーズ
2020-08-01,食品,調味料,323,イオン,きび砂糖
2020-08-01,食品,調味料,338,イオン,にぼし
2020-08-01,食品,葉物・生鮮野菜,196,イオン,サンチュ
2020-08-01,食品,葉物・生鮮野菜,76,イオン,きゅうり
2020-08-01,食品,食品その他,138,イオン,大豆もやしサラダ
2020-08-01,食品,調味料,138,イオン,コチュジャン
2020-08-01,食品,お菓子類,73,イオン,ポテチうすしお
2020-08-01,食品,お菓子類,73,イオン,ポテチコンソメ
