日付,カテゴリ,金額,場所,商品名・メモ
2023-01-22,食費,7486,ミート宮﨑,すき焼き用＆焼肉用など
2023-01-22,食費,108,ベルク,白菜
2023-01-22,食費,215,ベルク,キャベツ
2023-01-22,食費,347,ベルク,長ネギ
2023-01-22,食費,528,ベルク,みかん
2023-01-22,食費,770,ベルク,いちご
2023-01-22,食費,217,ベルク,レタス
2023-01-22,光熱費,217,ベルク,みず菜
2023-01-22,食費,173,ベルク,ニラ
2023-01-22,食費,85,ベルク,えのき
2023-01-22,食費,108,ベルク,舞茸
2023-01-22,食費,437,ベルク,シーフードミックス
2023-01-22,食費,581,ベルク,豚しゃぶしゃぶ肉
2023-01-22,食費,442,ベルク,豚しゃぶしゃぶ肉
2023-01-22,食費,330,ベルク,鶏むね肉
2023-01-22,食費,356,ベルク,鶏むね肉
2023-01-22,食費,430,ベルク,鶏むね肉
2023-01-22,食費,217,ベルク,ジャイアントコーン
2023-01-22,食費,108,ベルク,アイスの実
2023-01-22,食費,217,ベルク,小豆バー
2023-01-22,食費,96,ベルク,ポテチ
2023-01-22,食費,96,ベルク,ポテチ
2023-01-22,食費,184,ベルク,ヨーグルト
2023-01-22,食費,108,ベルク,ヨーグルト
2023-01-22,食費,195,ベルク,ヨーグルト
2023-01-22,食費,396,ベルク,水
2023-01-22,食費,327,ベルク,煮込みラーメン
2023-01-22,食費,470,ベルク,レトルトカレー
2023-01-22,食費,108,ベルク,たまご
2023-01-22,食費,96,ベルク,納豆
2023-01-23,食費,1133,マツキヨ,アイシャドウ、ビューラー
2023-01-23,食費,440,ダイソー,整理用ボックスなど
2023-01-23,食費,103,ヤオコー,焼き豆腐
2023-01-23,食費,250,ヤオコー,しらたき
2023-01-23,食費,437,ヤオコー,しいたけ
2023-01-23,食費,173,ヤオコー,春菊
2023-01-26,食費,4374,Nespresso,コーヒー
2023-01-26,食費,294,ヤオコー,醤油
2023-01-26,食費,305,ヤオコー,みりん
2023-01-26,食費,228,ヤオコー,たまご
2023-01-26,食費,349,ヤオコー,茶葉
2023-01-26,食費,237,ヤオコー,プリン
2023-01-26,食費,107,ヤオコー,パン粉
2023-01-27,食費,378,わくわく広場,パン
2023-01-27,食費,7478,焼き肉ごん助,焼き肉
2023-01-28,食費,954,マルエツ,お惣菜など
2023-01-28,食費,10010,美容院,なつき美容院
2023-01-28,食費,5990,東京シャツ,哲太シャツ
2023-01-28,食費,1350,ノジマ,延長コード
2023-01-29,食費,1310,KFC,ケンタッキー
2023-01-29,食費,298,アリオ,まな板シート
2023-01-29,食費,1080,アリオ,入浴剤
2023-01-29,食費,572,アリオ,はさみ
2023-01-29,食費,1100,アリオ,ヘアドライタオル
2023-01-29,医療費,1210,アリオ,頭痛薬
2023-01-29,食費,1815,アリオ,シャンプー
2023-01-29,食費,2244,タカマル鮮魚店,お寿司
2023-01-29,食費,480,アリオ,広島焼き
2023-01-29,食費,908,ビアード・パパ,シュークリーム
2023-01-29,食費,390,セブンイレブン,コーヒー
2023-01-29,交通費,7414,Enejet,ガソリン
2023-01-31,食費,184,ヤオコー,ヨーグルト
2023-01-31,食費,526,ヤオコー,豚しゃぶしゃぶ肉
2023-01-31,食費,316,ヤオコー,シュウマイ
2023-01-31,食費,217,ヤオコー,ポテチ
2023-01-31,食費,162,ヤオコー,もずく
2023-01-31,食費,118,ヤオコー,ヨーグルトドリンク
2023-01-31,食費,108,ヤオコー,ヨーグルト
2023-01-31,食費,140,ヤオコー,生姜
2023-01-31,食費,173,ヤオコー,春菊
2023-01-31,食費,3555,楽天,トイレットペーパー
2023-01-31,食費,320,etc,etc
2023-02-01,固定費,110000,イオン銀行,ローン
2023-02-01,固定費,4410,哲太楽天銀行,車両保険(AIG損保)
2023-02-01,固定費,3280,哲太楽天銀行,アクサダイレクト
2023-02-01,固定費,5797,哲太楽天銀行,哲太メットライフ
2023-02-01,固定費,8467,楽天カード,奈月メットライフ
2023-02-01,光熱費,13147,楽天カード,東京電力
2023-02-01,光熱費,10884,楽天カード,東京ガス
2023-02-01,固定費,687,楽天カード,ソネット
2023-02-01,固定費,5390,楽天カード,ソネット
2023-02-01,固定費,2992,楽天カード,楽天モバイル
2023-02-01,固定費,5919,哲太カード,楽天モバイル
2023-02-01,食費,26400,楽天銀行,アキュラシーゴルフ
2023-02-01,食費,11562,哲太楽天,哲太社用ケータイ
2023-02-01,食費,26000,哲太出社時食事代（出社日数＊2000円）,13.0
2023-02-01,食費,1200,翻訳アプリ,哲太経費
2023-02-01,食費,1496,Googleアプリ,哲太経費
2023-02-01,食費,7500,現金,哲太整骨院
2023-02-01,食費,130,Applecombill,ギガ
2023-02-01,食費,7120,誕生日新聞,誕生日新聞（宇野母）
2023-02-02,食費,602,ミニストップ,おにぎり、カツサンド
2023-02-02,食費,12832,一休,哲太ビジネスホテル
2023-02-03,食費,9000,飲み会,リクルート飲み会
2023-02-04,食費,1757,マツキヨ,チョコラBB、リップ
2023-02-04,食費,3587,ニトリ,フレッシュキーパーなど
2023-02-04,食費,660,わくわく広場,いちご
2023-02-04,食費,132,わくわく広場,キャベツ
2023-02-04,食費,121,わくわく広場,ネギ
2023-02-04,食費,77,わくわく広場,大根
2023-02-04,食費,308,わくわく広場,舞茸
2023-02-04,食費,173,わくわく広場,プリン
2023-02-04,食費,151,ヤオコー,ヨーグルト
2023-02-04,食費,195,ヤオコー,ヨーグルト
2023-02-04,食費,228,ヤオコー,ポテチ
2023-02-04,食費,152,ヤオコー,ゼリー
2023-02-04,食費,173,ヤオコー,ポテチ
2023-02-04,食費,264,ヤオコー,豚ひき肉
2023-02-04,食費,663,ヤオコー,豚しゃぶしゃぶ肉
2023-02-04,食費,553,ヤオコー,豚しゃぶしゃぶ肉
2023-02-04,食費,193,ヤオコー,ラーメンの麺
2023-02-04,食費,162,ヤオコー,小松菜
2023-02-04,光熱費,108,ヤオコー,みず菜
2023-02-04,食費,217,ヤオコー,ニラ
2023-02-04,食費,281,ヤオコー,シュークリーム
2023-02-05,食費,2615,マツキヨ,ユンケル、ボディミルク
2023-02-05,食費,547,ヤオコー,めんつゆ
2023-02-05,食費,382,ヤオコー,牡蠣だし醤油
2023-02-05,食費,195,ヤオコー,たまご
2023-02-05,食費,86,ヤオコー,レタス
2023-02-05,食費,218,ヤオコー,とんかつ
2023-02-05,食費,327,ヤオコー,巻きずし
2023-02-05,食費,4000,クリーニング,スーツ＆シャツ
2023-02-08,食費,250,ヤオコー,ヨーグルト
2023-02-08,食費,173,ヤオコー,ポテチ
2023-02-08,食費,86,ヤオコー,キャベツ
2023-02-08,食費,173,ヤオコー,ネギ
2023-02-08,食費,481,ヤオコー,おにぎり海苔
2023-02-10,医療費,1800,皮膚科,薬・奈月
2023-02-10,食費,1070,皮膚科,皮膚科・奈月
2023-02-10,食費,374,ベルク,豚しゃぶしゃぶ肉
2023-02-10,食費,387,ベルク,豚しゃぶしゃぶ肉
2023-02-10,食費,327,ベルク,とんかつ
2023-02-10,食費,156,ベルク,ポテトサラダ
2023-02-10,食費,110,ベルク,サラダ
2023-02-10,食費,217,ベルク,食パン
2023-02-10,食費,140,ベルク,コロッケ
2023-02-10,食費,77406,ビジネスホテル,哲太ビジホ代
2023-02-11,食費,1180,郵便局,札幌へアメリカ土産
2023-02-11,娯楽費,1180,映画館,コーラなど
2023-02-11,娯楽費,3600,映画館,映画チケットRRR
2023-02-12,食費,1198,タカマル鮮魚店,鮭、たらこ
2023-02-12,食費,4356,タカマル鮮魚店,ランチ
2023-02-12,固定費,550,ダイソー,排水口ネットなど
2023-02-12,食費,408,アリオ,おにぎりシートなど
2023-02-12,食費,455,タリーズ,コーヒー
2023-02-12,食費,400,タリーズ,コーヒー
2023-02-12,食費,688,ビアードパパ,シュークリーム
2023-02-12,食費,950,クリーニング,哲太スーツ
2023-02-13,食費,5390,イオン,パンプス（葬儀用）
2023-02-13,食費,2750,イオン,ネックレス
2023-02-15,食費,63778,AOKI,奈月礼服
2023-02-15,食費,2990,UNIQLO,セーター哲太礼服
2023-02-15,食費,3300,USAパーキング,パーキング
2023-02-15,食費,41260,ジェットスター,ジェットスター
2023-02-15,食費,44384,ホテル,クロスホテル
2023-02-15,食費,3348,マツキヨ,ビフィーナ、タイツ
2023-02-15,食費,370,ファミマ,ヨーグルト、SAVAS
2023-02-15,食費,678,空港,のど飴、お茶
2023-02-15,食費,960,空港,フレッシュネス
2023-02-15,食費,9270,なまら,ジンギスカン
2023-02-15,食費,6000,焚き火バー,焚き火バー
2023-02-15,食費,10000,ふるさと納税,無洗米・山形県村山市
2023-02-16,食費,3660,奥芝商店,スープカレー
2023-02-16,食費,2700,白い恋人パーク,クッキー体験
2023-02-16,食費,1600,白い恋人パーク,入園料
2023-02-16,食費,2160,白い恋人パーク,カフェ
2023-02-16,食費,1100,地下街,手袋（黒）
2023-02-16,食費,660,地下街,イヤリング、シュシュ
2023-02-16,食費,495,地下街,靴下
2023-02-16,食費,473,ロフト,香典袋、薄墨ペン
2023-02-16,食費,530,ファミマ,ヨーグルトなど
2023-02-16,食費,1350,ありんこ,おにぎり
2023-02-16,食費,216,札幌農学校,クッキーサンド
2023-02-17,食費,10000,香典,香典
2023-02-17,食費,760,葬儀場,コーヒー、お茶など
2023-02-17,食費,508,ファミマ,ヨーグルト、コーヒー等
2023-02-17,食費,702,ルタオ,ケーキなど
2023-02-17,食費,13550,ちょこっと寿司,寿司
2023-02-18,食費,614,かま栄,天ぷら
2023-02-18,食費,1125,サザエ,おにぎり
2023-02-18,食費,3602,空港,お土産
2023-02-18,食費,1700,ヤマト,送料（→大阪）
2023-02-18,食費,872,ローソン,空港おにぎりなど
2023-02-18,食費,4340,荷物送料,送料（→印西）
2023-02-18,食費,108,ベルク,白菜
2023-02-18,食費,48,ベルク,大根
2023-02-18,食費,162,ベルク,ほうれん草
2023-02-18,食費,217,ベルク,レタス
2023-02-18,食費,570,ベルク,豚しゃぶしゃぶ肉
2023-02-18,食費,409,ベルク,鶏むね肉
2023-02-18,食費,431,ベルク,鶏むね肉
2023-02-18,食費,151,ベルク,ヨーグルト
2023-02-18,食費,206,ベルク,ドレッシング
2023-02-18,食費,284,ベルク,たまご
2023-02-18,食費,600,札幌ビール園,ビール試飲
2023-02-19,食費,96,イオン,ボールペン
2023-02-19,食費,110,イオン,便箋
2023-02-19,食費,7238,イオン,カタログギフト（潤さんへ結婚祝いのお礼）
2023-02-19,食費,2700,魚べい,魚べい
2023-02-20,食費,1200,コインランドリー,コインランドリー
2023-02-20,食費,437,ベルク,いちご
2023-02-20,食費,195,ベルク,ネギ
2023-02-20,光熱費,108,ベルク,みず菜
2023-02-20,食費,408,ベルク,豚しゃぶしゃぶ肉
2023-02-20,食費,151,ベルク,ヨーグルト
2023-02-20,食費,327,ベルク,緑茶
2023-02-20,食費,957,ベルク,お米
2023-02-20,食費,173,ベルク,ごま昆布
2023-02-20,食費,325,ベルク,梅干し
2023-02-23,食費,990,セリア,おにぎりホイル、タッパーなど
2023-02-23,食費,262,ロピア,スフレロール
2023-02-23,食費,548,ロピア,たこ焼き
2023-02-23,食費,152,ロピア,ヨーグルト
2023-02-23,食費,495,ロピア,お弁当
2023-02-23,食費,328,ロピア,キャノーラ油
2023-02-23,食費,174,ロピア,キャベツ
2023-02-23,食費,110,ロピア,白菜
2023-02-23,食費,110,ロピア,春菊
2023-02-23,食費,110,ロピア,小松菜
2023-02-23,食費,262,ロピア,鍋スープ
2023-02-23,食費,163,ロピア,片栗粉
2023-02-23,食費,748,ロピア,シーフードミックス
2023-02-23,食費,482,ロピア,豚しゃぶしゃぶ肉
2023-02-23,食費,1054,ロピア,肩ロースステーキ肉
2023-02-23,食費,218,ロピア,ポテチ
2023-02-23,食費,218,ロピア,ポテチ
2023-02-25,食費,210,有料道路,有料道路
2023-02-25,交通費,5000,ENEOS,ガソリン
2023-02-25,食費,110,ダイソー,おしぼり個包装
2023-02-25,食費,499,手芸屋さん,布
2023-02-25,食費,3210,魚べい,魚べい
2023-02-25,食費,97,ベルク,ブロッコリー
2023-02-25,食費,49,ベルク,キャベツ
2023-02-25,食費,31,ベルク,大根
2023-02-25,食費,85,ベルク,えのき
2023-02-25,食費,108,ベルク,しめじ
2023-02-25,食費,458,ベルク,鮭
2023-02-25,食費,437,ベルク,シーフードミックス
2023-02-25,食費,612,ベルク,豚しゃぶしゃぶ肉
2023-02-25,食費,573,ベルク,鶏もも肉
2023-02-25,食費,375,ベルク,鶏むね肉
2023-02-25,食費,108,ベルク,アイス
2023-02-25,食費,217,ベルク,アイス
2023-02-25,食費,184,ベルク,アイス
2023-02-25,食費,151,ベルク,ヨーグルト
2023-02-25,食費,195,ベルク,鰹節
2023-02-25,食費,238,ベルク,たまご
2023-02-26,食費,4000,クリーニング,礼服
2023-02-26,食費,960,イオン,マスク
2023-02-26,食費,1880,KFC,ケンタッキー
2023-02-26,食費,650,マクドナルド,ジュース、ポテト
2023-02-26,食費,140,ヤオコー,りんごジュース
2023-02-26,食費,308,ヤオコー,キムチ
2023-02-26,食費,152,ヤオコー,ゼリー
2023-02-26,食費,305,ヤオコー,にんにくチューブ
2023-02-26,食費,108,ヤオコー,チーズ
2023-02-26,食費,159,ヤオコー,カレーレトルト
2023-02-27,食費,79,ヤオコー,わかめご飯のもと
2023-02-27,食費,103,ヤオコー,中濃ソース
2023-02-27,医療費,418,マツキヨ,目薬
2023-02-28,食費,330,ダイソー,セロテープ、紐など
2023-02-28,食費,398,ヤオコー,豚しゃぶしゃぶ肉
2023-02-28,食費,162,ヤオコー,ごま昆布
2023-02-28,食費,184,ヤオコー,生クリーム
2023-02-28,食費,415,ヤオコー,味噌
2023-02-28,食費,290,etc,etc
2023-02-28,食費,290,etc,etc
2023-02-28,食費,1620,etc,etc
2023-02-28,食費,370,etc,etc
2023-03-01,固定費,110000,イオン銀行,ローン
2023-03-01,固定費,4410,哲太楽天銀行,車両保険(AIG損保)
2023-03-01,固定費,3280,哲太楽天銀行,アクサダイレクト
2023-03-01,固定費,5797,哲太楽天銀行,哲太メットライフ
2023-03-01,固定費,8467,楽天カード,奈月メットライフ
2023-03-01,光熱費,3286,コンビニ,下水道（2ヶ月毎）
2023-03-01,光熱費,5020,りそな銀行,水道局（2ヶ月毎）
2023-03-01,光熱費,7041,楽天カード,東京電力
2023-03-01,光熱費,13413,楽天カード,東京ガス
2023-03-01,固定費,687,楽天カード,ソネット
2023-03-01,固定費,5390,楽天カード,ソネット
2023-03-01,固定費,2975,楽天カード,楽天モバイル
2023-03-01,固定費,5351,哲太カード,楽天モバイル
2023-03-01,食費,26400,楽天銀行,アキュラシーゴルフ
2023-03-01,食費,3153,哲太楽天,哲太社用ケータイ
2023-03-01,食費,26000,哲太出社時食事代（出社日数＊2000円）,13.0
2023-03-01,食費,1200,翻訳アプリ,哲太経費
2023-03-01,食費,1496,Googleアプリ,哲太経費
2023-03-01,食費,7500,現金,哲太整骨院
2023-03-01,食費,130,Applecombill,ギガ
2023-03-02,食費,275,ヤオコー,カツサンド
2023-03-02,食費,206,ヤオコー,ヨーグルト
2023-03-02,食費,129,ヤオコー,パン
2023-03-02,食費,293,ヤオコー,タラ
2023-03-02,食費,108,ヤオコー,生姜
2023-03-02,食費,151,ヤオコー,カットフルーツ
2023-03-02,食費,100,ヤオコー,かぼちゃスライス
2023-03-02,食費,294,ヤオコー,タルタルソース
2023-03-02,食費,173,ヤオコー,ごぼう
2023-03-02,食費,217,ヤオコー,ポテチ
2023-03-02,食費,151,ヤオコー,ちくわ
2023-03-03,食費,550,ヤオコー,りんごジュース
2023-03-03,食費,239,ヤオコー,豚薄切り肉
2023-03-03,食費,195,ヤオコー,デコポン
2023-03-03,医療費,1559,マツキヨ,花粉症目薬＆はなシュッシュ
2023-03-04,交通費,3616,Enejet,ガソリン
2023-03-04,食費,1000,マザー牧場,駐車場代
2023-03-04,食費,3000,マザー牧場,入園料
2023-03-04,食費,400,マザー牧場,牛乳
2023-03-04,食費,600,マザー牧場,プレイチケット
2023-03-04,食費,660,マザー牧場,ソフトクリーム＆飲むヨーグルト
2023-03-04,食費,500,マザー牧場,ウインナー
2023-03-04,食費,800,マザー牧場,お土産＆ジュース
2023-03-04,食費,860,市原SA,ロッテリア
2023-03-04,食費,850,市原SA,ラーメン
2023-03-04,食費,160,市原SA,雪見だいふく
2023-03-04,食費,350,市原SA,コーヒー
2023-03-05,食費,420,有料道路,往復
2023-03-05,食費,2016,つくばイオン,駅弁
2023-03-05,食費,968,つくばイオン,ビアード・パパ
2023-03-05,食費,1300,つくばイオン,和幸
2023-03-05,食費,350,つくばイオン,ドトール
2023-03-05,食費,1290,つくばイオン,ペッパーランチ
2023-03-05,食費,110,セリア,おにぎりの型
2023-03-05,食費,96,ベルク,大根
2023-03-05,光熱費,108,ベルク,みず菜
2023-03-05,食費,108,ベルク,ほうれん草
2023-03-05,食費,130,ベルク,ニラ
2023-03-05,食費,550,ベルク,銀鮭
2023-03-05,食費,655,ベルク,たらこ
2023-03-05,食費,454,ベルク,豚しゃぶしゃぶ肉
2023-03-05,食費,497,ベルク,豚しゃぶしゃぶ肉
2023-03-05,食費,398,ベルク,鶏むね肉
2023-03-05,食費,413,ベルク,鶏むね肉
2023-03-05,食費,108,ベルク,アイス
2023-03-05,食費,218,ベルク,アイス
2023-03-05,食費,108,ベルク,アイス
2023-03-05,食費,173,ベルク,ヨーグルト
2023-03-05,食費,880,ベルク,無洗米２Kg
2023-03-06,食費,220,ダイソー,はぎれ
2023-03-07,食費,174,ロピア,パン
2023-03-07,食費,218,ロピア,ポテチ
2023-03-07,食費,152,ロピア,ヨーグルト
2023-03-07,食費,658,ロピア,せとか
2023-03-07,食費,163,ロピア,ごま昆布
2023-03-07,食費,85,ロピア,シュークリーム
2023-03-08,食費,648,マツキヨ,ナプキン
2023-03-08,食費,330,セリア,手ぬぐい、お弁当箱使い捨て
2023-03-10,食費,5742,楽天,オリーブオイル
2023-03-10,食費,4482,Nespresso,Nespresso
2023-03-11,食費,1408,ヤオコー,無洗米
2023-03-11,食費,547,ヤオコー,お弁当
2023-03-11,食費,547,ヤオコー,お弁当
2023-03-11,食費,97,ヤオコー,パン
2023-03-11,食費,437,ヤオコー,いちご
2023-03-11,食費,508,ヤオコー,旨塩ドレッシング
2023-03-11,食費,239,ヤオコー,ヨーグルト
2023-03-11,食費,1458,ヤオコー,牛ステーキ肉
2023-03-11,食費,3306,ヤオコー,牛モモステーキ
2023-03-11,食費,1122,ヤオコー,和牛ステーキ
2023-03-11,食費,280,ヤオコー,牛すじ肉
2023-03-11,食費,210,有料道路,有料道路
2023-03-11,食費,1306,セブンイレブン,カツサンド、つけ麺など
2023-03-11,食費,1210,ロイヤルゴルフ,哲太打ちっぱなしカード忘れ
2023-03-12,食費,217,ヤオコー,ポテチ
2023-03-12,食費,261,ヤオコー,ガレットサンド
2023-03-12,食費,107,ヤオコー,どうぶつビスケット
2023-03-12,食費,48,ヤオコー,シュークリーム
2023-03-12,食費,327,ヤオコー,にんにく
2023-03-12,食費,275,ヤオコー,バター
2023-03-12,食費,327,ヤオコー,寄せプリン
2023-03-12,食費,151,ヤオコー,めかぶ
2023-03-12,食費,508,ヤオコー,ドレッシング
2023-03-12,食費,559,ヤオコー,明太子
2023-03-12,食費,217,ヤオコー,ポテサラ
2023-03-12,食費,118,ヤオコー,シュークリーム
2023-03-12,食費,908,ヤオコー,鶏もも肉
2023-03-12,交通費,7010,Enejet,ガソリン
2023-03-12,食費,632,カインズ,花の苗
2023-03-12,食費,632,カインズ,花の苗
2023-03-12,食費,596,カインズ,花の苗
2023-03-12,食費,1192,カインズ,花の苗
2023-03-12,食費,392,カインズ,花の苗
2023-03-12,食費,298,カインズ,ネギ
2023-03-12,食費,100,カインズ,人参
2023-03-12,食費,98,カインズ,ブロッコリー
2023-03-12,食費,38,カインズ,春菊
2023-03-12,食費,148,カインズ,ナス
2023-03-12,食費,2189,アルペン,哲太Tシャツ
2023-03-12,食費,1218,タカマル鮮魚店,鮭
2023-03-12,食費,808,北海道の店,スープカレーのもと、豚丼のタレ
2023-03-12,食費,353,アリオ,干し椎茸
2023-03-12,食費,471,アリオ,レトルトハヤシ
2023-03-12,食費,187,アリオ,こんにゃく
2023-03-12,食費,455,タリーズ,コーヒー
2023-03-12,食費,1300,サイゼリヤ,サイゼリヤ
2023-03-13,食費,2200,イオン,本、シンガポール＆料理本
2023-03-14,食費,5,ヤオコー,袋
2023-03-14,食費,151,ヤオコー,スナックパン
2023-03-14,食費,129,ヤオコー,ヨーグルト
2023-03-14,食費,217,ヤオコー,ポテチ
2023-03-14,食費,108,ヤオコー,ステーキしょうゆ
2023-03-14,食費,217,ヤオコー,塩麹
2023-03-14,食費,129,ヤオコー,コーン
2023-03-14,食費,184,ヤオコー,クロレラFe
2023-03-14,食費,217,ヤオコー,レタス
2023-03-14,食費,682,ヤオコー,鶏もも肉
2023-03-14,食費,416,ヤオコー,緑茶茶葉
2023-03-14,食費,437,ヤオコー,アイス
2023-03-14,食費,108,ヤオコー,キャベツ
2023-03-14,食費,217,ヤオコー,ほうれん草
2023-03-14,食費,330,ダイソー,はぎれ、まな板
2023-03-16,食費,345,ヤオコー,タラ
2023-03-16,食費,195,ヤオコー,たまご
2023-03-16,食費,217,ヤオコー,めかぶ
2023-03-16,食費,184,ヤオコー,クロレラFe
2023-03-16,食費,85,ヤオコー,ヨーグルト
2023-03-16,食費,96,ヤオコー,ヨーグルト
2023-03-16,食費,140,ヤオコー,生姜
2023-03-17,食費,437,ヤオコー,りんごジュース
2023-03-17,食費,129,ヤオコー,おせんべい
2023-03-17,食費,118,ヤオコー,シュークリーム
2023-03-17,食費,129,ヤオコー,プリン
2023-03-18,食費,2310,舞浜ユーラシア,てった温泉
2023-03-18,食費,12840,舞浜ユーラシア,てったマッサージ
2023-03-18,食費,1900,スシロー,てったスシロー
2023-03-18,食費,1790,耳鼻科,てった耳鼻科
2023-03-18,食費,460,ドトール,カフェオレ
2023-03-18,食費,110,セリア,ストッカー
2023-03-18,食費,344,スタバ,コーヒー
2023-03-18,食費,715,フライングタイガー,プランツラベル、ノート
2023-03-18,医療費,1230,牧の原耳鼻咽喉科,哲太薬代
2023-03-19,食費,173,BLANDE,ニラ
2023-03-19,食費,217,BLANDE,グリーンリーフ
2023-03-19,食費,173,BLANDE,春菊
2023-03-19,食費,426,BLANDE,ヨーグルト
2023-03-19,食費,195,BLANDE,牛乳
2023-03-19,食費,192,BLANDE,生大福
2023-03-19,食費,299,BLANDE,あんカスターサンド
2023-03-19,食費,525,BLANDE,お弁当
2023-03-19,食費,151,BLANDE,味噌汁
2023-03-19,食費,264,BLANDE,たまごサンド
2023-03-19,食費,369,ヤオコー,クロレラFe
2023-03-19,食費,162,ヤオコー,もずく
2023-03-19,食費,195,ヤオコー,プリン
2023-03-19,食費,350,ヤオコー,鶏むね肉
2023-03-19,食費,118,ヤオコー,シュークリーム
2023-03-19,食費,210,有料道路,有料道路
2023-03-20,食費,180,マクドナルド,コーヒー
2023-03-20,食費,1000,魚べい,魚べい
2023-03-21,交通費,6279,Enejet,ガソリン
2023-03-21,食費,4010,ジョリーパスタ,ジョリーパスタ
2023-03-21,食費,451,ローソン,コーヒーなど
2023-03-21,食費,3100,ゴルフ,打ちっぱなし
2023-03-21,食費,1276,楽天,食洗機用洗剤
2023-03-21,食費,2173,楽天,サプリ
2023-03-22,食費,195,ヤオコー,ポテチ
2023-03-22,食費,327,ヤオコー,寄せプリン
2023-03-22,食費,151,ヤオコー,チキンフィレサンド
2023-03-22,食費,550,ヤオコー,ささみ
2023-03-22,食費,437,ヤオコー,りんごジュース
2023-03-22,食費,410,ヤオコー,豚しゃぶしゃぶ肉
2023-03-22,食費,294,ヤオコー,たまご
2023-03-22,食費,305,ヤオコー,お好み焼き
2023-03-22,食費,140,ヤオコー,ヨーグルト
2023-03-22,食費,108,ヤオコー,白菜
2023-03-22,食費,86,ヤオコー,キャベツ
2023-03-22,食費,108,ヤオコー,えのき
2023-03-22,食費,173,ヤオコー,ネギ
2023-03-24,食費,27630,長太郎カントリークラブ,ゴルフ
2023-03-24,食費,24000,アキュラシー,ラウンドレッスン
2023-03-24,食費,1041,セブン,サンドイッチ、コーヒーなど
2023-03-24,食費,694,セブン,親子丼
2023-03-24,食費,305,イオン,紅茶
2023-03-24,食費,140,イオン,牛乳
2023-03-24,食費,4960,権助,とりの権助
2023-03-25,食費,1980,TSUTAYA,雑草の本（財布のお返し）
2023-03-25,食費,2699,王将,王将
2023-03-25,食費,1900,コインランドリー,コインランドリー
2023-03-25,食費,218,ロピア,ポテチ
2023-03-25,食費,218,ロピア,ポテチ
2023-03-25,食費,438,ロピア,あおさのり
2023-03-25,食費,636,ロピア,ポン酢
2023-03-25,食費,218,ロピア,キムチのもと
2023-03-25,食費,165,ロピア,長ネギ
2023-03-25,食費,86,ロピア,水菜
2023-03-25,食費,75,ロピア,キャベツ
2023-03-25,食費,174,ロピア,きくらげ
2023-03-25,食費,438,ロピア,あまおう
2023-03-25,食費,13460,ユーラシア,マッサージ
2023-03-25,食費,4620,ユーラシア,入館料
2023-03-25,食費,1620,マクドナルド,マクドナルド
2023-03-25,食費,780,マクドナルド,マクドナルド
2023-03-26,食費,4411,レイクタウン,焼き肉おもに
2023-03-26,食費,438,成城石井,パン
2023-03-26,食費,152,成城石井,お茶
2023-03-26,食費,185,成城石井,フルーツソースブルーベリー
2023-03-26,食費,1441,カフェ,フレンチトースト
2023-03-26,食費,383,スタバ,コーヒー
2023-03-26,食費,385,コスメ,シャネルスポンジ
2023-03-26,食費,1090,etc,etc
2023-03-26,食費,510,etc,etc
2023-03-26,食費,1580,etc,etc
2023-03-26,食費,1020,etc,etc
2023-03-26,食費,1020,etc,etc
2023-03-26,食費,1090,etc,etc
2023-03-26,食費,510,etc,etc
2023-03-26,食費,1580,etc,etc
2023-03-26,食費,520,etc,etc
2023-03-26,食費,1320,etc,etc
2023-03-26,食費,960,etc,etc
2023-03-26,食費,780,etc,etc
2023-03-26,食費,370,etc,etc
2023-03-26,食費,370,etc,etc
2023-03-26,食費,960,etc,etc
2023-03-26,食費,820,etc,etc
2023-03-26,食費,1410,etc,etc
2023-03-26,食費,940,etc,etc
2023-03-26,食費,1020,etc,etc
2023-03-26,食費,550,etc,etc
2023-03-26,食費,340,etc,etc
2023-03-26,食費,370,etc,etc
2023-03-26,食費,41370,イオン,金子メガネ？
2023-03-27,食費,980,ヤマト運輸,送料・宇野家（財布のお返し）
2023-03-27,食費,272,ヤオコー,牛乳
2023-03-27,食費,217,ヤオコー,マッシュルーム
2023-03-27,食費,228,ヤオコー,ピルクル
2023-03-27,食費,108,ヤオコー,大葉
2023-03-27,医療費,2000,聖隷佐倉市民病院,健康診断
2023-03-28,食費,272,ロピア,たまご
2023-03-28,食費,567,ロピア,手羽元
2023-03-28,食費,108,ロピア,人参
2023-03-28,食費,97,ロピア,チーズ
2023-03-28,食費,85,ロピア,シュークリーム
2023-03-28,食費,693,クリエイト,シェーディング
2023-03-29,食費,240,ヤオコー,牛乳
2023-03-29,食費,437,ヤオコー,りんごジュース
2023-03-29,食費,305,ヤオコー,ほんみりん
2023-03-29,食費,151,ヤオコー,ヨーグルト
2023-03-29,食費,465,ヤオコー,豚しゃぶしゃぶ肉
2023-03-29,食費,217,ヤオコー,ベーコン
2023-03-30,食費,795,スタバ,哲太カフェで仕事
2023-03-30,交通費,7487,Enejet,ガソリン
2023-03-30,食費,1588,イオン,お惣菜
2023-03-30,食費,196,業務スーパー,お酢
2023-03-30,食費,258,業務スーパー,パスタ
2023-03-30,食費,250,業務スーパー,ポテチ
2023-03-30,食費,140,業務スーパー,ヨーグルト
2023-03-30,食費,415,業務スーパー,チーズ
2023-03-30,食費,118,業務スーパー,しめじ
