日付,カテゴリ,金額,場所,商品名・メモ
2020-07-01,固定費,110000,イオン銀行,ローン
2020-07-01,固定費,20800,楽天銀行,冷蔵庫ローン
2020-07-01,固定費,11302,楽天銀行,Macローン
2020-07-01,固定費,4410,哲太楽天銀行,車両保険(AIG損保)
2020-07-01,固定費,3280,哲太楽天銀行,アクサダイレクト
2020-07-01,固定費,5797,哲太楽天銀行,哲太メットライフ
2020-07-01,固定費,8467,楽天カード,奈月メットライフ
2020-07-01,光熱費,4752,りそな銀行,下水道（2ヶ月毎）
2020-07-01,光熱費,7310,りそな銀行,水道局（2ヶ月毎）
2020-07-01,光熱費,4960,楽天カード,東京電力
2020-07-01,光熱費,11117,楽天カード,東京ガス
2020-07-01,固定費,687,楽天カード,ソネット
2020-07-01,固定費,3361,楽天カード,ソネット
2020-07-01,固定費,2358,楽天カード,楽天モバイル
2020-07-01,固定費,1507,楽天カード,楽天モバイル
2020-07-01,食費,660,Amazon,webライティング書籍
2020-07-02,食費,800,楽天,ポイズンリムーバ
2020-07-02,食費,1000,楽天,ルイボスティー
2020-07-04,食費,2464,WILD−1,Tシャツ
2020-07-04,食費,110,セリア,小物入れ　ベージュ
2020-07-04,食費,110,セリア,ウォーターボトル
2020-07-04,食費,110,セリア,サバイバルツールカード
2020-07-04,食費,110,セリア,BBQトレー
2020-07-04,食費,110,セリア,BBQトレー
2020-07-04,食費,110,セリア,コーヒードリッパー
2020-07-04,食費,220,セリア,ソフトウォータータンク
2020-07-04,食費,252,セブンイレブン,切手
2020-07-04,食費,1580,ジャパンミート,岩手あきたこまち
2020-07-04,食費,830,ジャパンミート,秋田無洗米
2020-07-04,食費,288,ジャパンミート,強力粉
2020-07-04,食費,199,ジャパンミート,キャノーラ油
2020-07-04,食費,59,ジャパンミート,ブルボンプチうすしお
2020-07-04,食費,59,ジャパンミート,ブルボンプチのりしお
2020-07-04,食費,59,ジャパンミート,ブルボンプチコンソメ
2020-07-04,食費,188,ジャパンミート,超熟ライ麦食パン
2020-07-04,食費,198,ジャパンミート,播州とろろそば
2020-07-04,食費,178,ジャパンミート,北海道牛乳
2020-07-04,食費,128,ジャパンミート,イカリソース中濃
2020-07-04,食費,198,ジャパンミート,ホットケーキミックス
2020-07-04,食費,128,ジャパンミート,料理酒
2020-07-04,食費,238,ジャパンミート,野菜ゼリー
2020-07-04,食費,196,ジャパンミート,動物園ゼリー
2020-07-04,食費,148,ジャパンミート,たまごL
2020-07-04,食費,69,ジャパンミート,納豆
2020-07-04,食費,69,ジャパンミート,納豆
2020-07-04,食費,198,ジャパンミート,ひゃんでそば
2020-07-04,食費,158,ジャパンミート,モッツァレラチーズ
2020-07-04,食費,158,ジャパンミート,モッツァレラチーズ
2020-07-04,食費,68,ジャパンミート,サバ缶
2020-07-04,食費,68,ジャパンミート,サバ缶
2020-07-04,食費,68,ジャパンミート,サバ缶
2020-07-04,食費,68,ジャパンミート,サバ缶
2020-07-04,食費,298,ジャパンミート,キシリッシュボトルガム
2020-07-04,食費,88,ジャパンミート,ミックスたまご
2020-07-04,食費,188,ジャパンミート,焼肉のタレ
2020-07-04,食費,298,ジャパンミート,レストラン風カレーレトルト
2020-07-04,食費,298,ジャパンミート,レストラン風カレーレトルト
2020-07-04,食費,1638,Costco,オリーブオイル3L
2020-07-04,食費,838,Costco,さくらどりムネ
2020-07-04,食費,1780,Costco,さくらどりモモ
2020-07-04,食費,2351,Costco,国産豚こま切れ
2020-07-04,光熱費,980,Costco,ミニアスパラガスセット
2020-07-04,食費,1561,Costco,塩サバフィレ
2020-07-04,食費,698,Costco,キムチ
2020-07-04,食費,968,Costco,チャンジャ
2020-07-04,食費,948,Costco,李錦記オイスターソース
2020-07-04,食費,698,Costco,キムチ
2020-07-04,食費,958,Costco,産直めぐり味噌汁
2020-07-04,食費,498,Costco,にんじん
2020-07-04,食費,598,Costco,白ネギ
2020-07-04,食費,698,Costco,玉ねぎ
2020-07-04,食費,1468,Costco,オーガニックスパゲティ
2020-07-04,食費,1458,Costco,トイレ掃除用・ハウスホールドワイプ
2020-07-04,食費,569,ヤオコー,レモンサワーの素
2020-07-04,食費,547,マツキヨ,虫除けEX
2020-07-04,食費,437,マツキヨ,液体ムヒ
2020-07-04,食費,3663,スシロー,スシロー
2020-07-07,食費,3555,楽天,ハナウタ プリント 12ロール ダブル×8点セット
2020-07-08,食費,399,トライアル,ピノアソート
2020-07-08,食費,219,トライアル,カルピスアイスバー
2020-07-08,食費,299,トライアル,ほんだし箱
2020-07-08,食費,699,トライアル,紳士靴下
2020-07-08,食費,127,トライアル,指定ゴミ袋（中）
2020-07-08,食費,198,トライアル,ポテトチップス
2020-07-11,食費,1430,マクドナルド,マクドナルド
2020-07-11,食費,220,道の駅いたこ,大根
2020-07-11,食費,70,道の駅いたこ,しろ菜
2020-07-11,食費,400,道の駅いたこ,乾燥シイタケ
2020-07-11,食費,190,道の駅いたこ,じゃがいも
2020-07-11,食費,320,道の駅いたこ,とうもろこし
2020-07-11,食費,110,道の駅いたこ,赤ピーマン
2020-07-11,食費,100,道の駅いたこ,にんにく
2020-07-11,食費,200,道の駅いたこ,きゅうり
2020-07-11,食費,100,道の駅いたこ,ピーマン
2020-07-11,食費,240,道の駅いたこ,どらやき
2020-07-11,食費,500,鹿島神宮,鹿島神宮・駐車場
2020-07-11,食費,100,鹿島神宮,鹿島神宮・鹿の餌
2020-07-11,食費,4290,やましょう,海鮮焼き
2020-07-11,食費,555,セイコーマート,フライドチキン
2020-07-11,食費,100,セブンイレブン,お茶
2020-07-11,食費,680,ETC,成田〜潮来
2020-07-11,食費,680,ETC,潮来〜成田
2020-07-12,食費,2648,スシロー,スシロー
2020-07-12,食費,731,マツキヨ,ヘアワックス
2020-07-12,食費,968,マツキヨ,蜘蛛の巣ジェット
2020-07-12,食費,547,マツキヨ,ヘアオイル
2020-07-12,食費,877,マツキヨ,Successシャンプー
2020-07-12,食費,731,マツキヨ,ヘアスプレー
2020-07-12,食費,468,マツキヨ,システマ口内洗浄液
2020-07-12,食費,2157,マツキヨ,美容クリームAQL
2020-07-12,食費,158,ヤオコー,牛乳
2020-07-12,食費,129,ヤオコー,本仕込み食パン6
2020-07-12,食費,189,ヤオコー,こだわりたまご
2020-07-12,食費,189,ヤオコー,こだわりたまご
2020-07-12,食費,148,ヤオコー,ビフィックスアロエ
2020-07-12,食費,89,ヤオコー,あおき焼きそば
2020-07-15,食費,1276,楽天,ムームードメイン
2020-07-16,食費,430,ロピア,たこ焼き
2020-07-16,食費,1298,クリエイト,オプティフリーメガパック・コンタクト洗浄
2020-07-16,食費,150,ファミマ,フレンチクルーラー
2020-07-16,食費,6466,楽天,Galaxy7
2020-07-17,食費,5225,ごん助,とりのごん助
2020-07-18,食費,3960,とんとん亭,とんとん亭
2020-07-18,食費,140,アルカサール,しょうが
2020-07-18,食費,150,アルカサール,甘とうがらし
2020-07-18,食費,180,アルカサール,なす
2020-07-18,食費,85,アルカサール,ニラ
2020-07-18,食費,85,アルカサール,ニラ
2020-07-18,食費,198,イオン,たまご
2020-07-18,食費,155,イオン,氷結スムージー
2020-07-18,食費,98,イオン,キャベツ
2020-07-18,食費,54,イオン,レトルトカレー
2020-07-18,食費,54,イオン,レトルトカレー
2020-07-18,食費,54,イオン,レトルトカレー
2020-07-18,食費,54,イオン,レトルトカレー
2020-07-18,食費,54,イオン,レトルトカレー
2020-07-18,食費,54,イオン,レトルトカレー
2020-07-18,食費,108,イオン,PB食パン
2020-07-18,食費,5,イオン,レジ袋
2020-07-18,食費,129,シャトレーゼ,レモンケーキ
2020-07-18,食費,129,シャトレーゼ,レモンケーキ
2020-07-18,食費,367,シャトレーゼ,牛乳バー
2020-07-18,食費,108,シャトレーゼ,プリン
2020-07-18,食費,54,シャトレーゼ,リエム
2020-07-18,食費,54,シャトレーゼ,リエム
2020-07-18,食費,660,3COINS,ティッシュケース
2020-07-18,食費,1490,無印,エッセンシャルオイル
2020-07-18,食費,190,無印,ノート
2020-07-19,食費,110,セリア,タップ収納ケース
2020-07-19,食費,110,セリア,デスク用小物入れ
2020-07-19,食費,110,セリア,デスク用小物入れ
2020-07-19,食費,3036,MIO,MIO・イタリアン
2020-07-19,食費,100,ローソン,お茶
2020-07-19,食費,450,佐倉道の駅,ソフトクリーム
2020-07-19,食費,50,ジャパンミート,たまご醤油納豆
2020-07-19,食費,50,ジャパンミート,たまご醤油納豆
2020-07-19,食費,158,ジャパンミート,モッツァレラ6Pチーズ
2020-07-19,食費,1188,ジョイフル本田,レモンサワーの素
2020-07-19,食費,393,ジョイフル本田,お米用炭
2020-07-19,食費,379,ジョイフル本田,ティッシュ
2020-07-22,食費,114991,楽天,村のホテル　住吉屋
2020-07-22,交通費,5089,ENEJET,ガソリン
2020-07-22,食費,100,ファミマ,コーヒー
2020-07-22,食費,206,ファミマ,レッドブル
2020-07-22,食費,7000,アパホテル,アパホテル前橋駅北
2020-07-22,食費,1010,ETC,成田〜千葉北
2020-07-22,食費,360,ETC,千葉北〜ミヤノギ
2020-07-22,食費,2870,ETC,練馬〜前橋
2020-07-22,食費,430,ETC,美女木だい〜大泉
2020-07-22,食費,1320,ETC,京葉道接続〜美女木した
2020-07-22,食費,360,ETC,船橋本線の〜首都接続の
2020-07-22,食費,2250,ETC,松井田妙義〜豊田飯山
2020-07-22,食費,1860,ETC,三郷〜成田
2020-07-22,食費,3670,ETC,豊田飯山〜練馬
2020-07-22,食費,650,ETC,大泉〜外観三郷西
2020-07-23,食費,1690,横川SA,ソースカツ丼＆ラーメン
2020-07-23,食費,383,タリーズ,コーヒー
2020-07-23,食費,1194,セブン,お酒＆ポテチ
2020-07-24,食費,4000,温泉パーク,ジップスカイライド
2020-07-24,食費,1300,フキヤ,お土産
2020-07-24,食費,495,魚やす,生理用ナプキン
2020-07-24,食費,450,三久工芸,木製お玉
2020-07-24,食費,320,三久工芸,木製バターナイフ
2020-07-24,食費,440,三久工芸,お土産（しおり）
2020-07-24,食費,440,三久工芸,お土産（しおり）
2020-07-24,食費,150,黄金屋,笹団子
2020-07-24,食費,60,黄金屋,温泉卵
2020-07-24,食費,210,黄金屋,絵葉書
2020-07-24,食費,630,黄金屋,野沢菜キムチ
2020-07-24,食費,520,黄金屋,野沢菜味噌漬け
2020-07-24,食費,400,ジャムファクトリー,おやき
2020-07-25,食費,4231,住吉屋,宿・ドリンク代＆入湯税
2020-07-25,食費,594,住吉屋,野沢菜
2020-07-25,食費,1386,住吉屋,送料
2020-07-25,食費,358,住吉屋,野沢菜
2020-07-25,食費,3520,住吉屋,箸
2020-07-25,交通費,2000,横川SA,ガソリン
2020-07-25,食費,560,横川SA,パン
2020-07-25,食費,1100,横川SA,峠の釜めし
2020-07-25,食費,330,横川SA,スタバコーヒー
2020-07-25,食費,400,道の駅千曲川,にんにく
2020-07-25,食費,100,道の駅千曲川,なめこ
2020-07-25,食費,500,道の駅千曲川,生椎茸
2020-07-25,娯楽費,5000,哲太楽天,アッティーボ
2020-07-27,食費,149,セブンイレブン,セブン食パン
2020-07-27,食費,386,セブンイレブン,ちゃんぽんチルド
2020-08-01,固定費,110000,イオン銀行,ローン
2020-08-01,固定費,11302,楽天銀行,Macローン
2020-08-01,固定費,4410,哲太楽天銀行,車両保険(AIG損保)
2020-08-01,固定費,3280,哲太楽天銀行,アクサダイレクト
2020-08-01,固定費,5797,哲太楽天銀行,哲太メットライフ
2020-08-01,固定費,8467,楽天カード,奈月メットライフ
2020-08-01,光熱費,7104,楽天カード,東京電力
2020-08-01,光熱費,7023,楽天カード,東京ガス
2020-08-01,固定費,687,楽天カード,ソネット
2020-08-01,固定費,3361,楽天カード,ソネット
2020-08-01,固定費,2198,楽天カード,楽天モバイル
2020-08-01,固定費,2000,楽天カード,楽天モバイル
2020-08-01,食費,550,マクドナルド,マクドナルド
2020-08-01,食費,6637,宮崎ミート,焼肉用肉ほか
2020-08-01,食費,698,イオン,出汁用ピッチャー
2020-08-01,食費,498,イオン,木炭３㌔
2020-08-01,食費,267,イオン,みりん
2020-08-01,食費,198,イオン,マヨネーズ
2020-08-01,食費,323,イオン,きび砂糖
2020-08-01,食費,338,イオン,にぼし
2020-08-01,食費,196,イオン,サンチュ
2020-08-01,食費,76,イオン,きゅうり
2020-08-01,食費,138,イオン,大豆もやしサラダ
2020-08-01,食費,138,イオン,コチュジャン
2020-08-01,食費,73,イオン,ポテチうすしお
2020-08-01,食費,73,イオン,ポテチコンソメ
2020-08-01,食費,78,イオン,ポテチ厚切り
2020-08-01,食費,665,イオン,たまご
2020-08-01,食費,128,ヤオコー,塩ソフト
2020-08-01,食費,128,ヤオコー,ベルギーチョコソフト
2020-08-01,食費,298,ヤオコー,レディーボーデン
2020-08-01,食費,308,ヤオコー,よつ葉バター
2020-08-01,食費,99,ヤオコー,アイスまんじゅう
2020-08-01,食費,58,ヤオコー,ガリガリ君
2020-08-01,交通費,5931,ENEOS,ガソリン
2020-08-02,食費,1309,ジョイフル本田,枝切り鋏
2020-08-02,食費,1620,楽天,もち吉
2020-08-02,食費,385,アルカサール,梨
2020-08-02,食費,198,アルカサール,じゃが芋キタアカリ
2020-08-02,食費,115,アルカサール,ニラ
2020-08-02,食費,275,アルカサール,ブルーベリー
2020-08-02,食費,132,アルカサール,ピーマン
2020-08-02,食費,165,アルカサール,甘とうがらし
2020-08-02,食費,165,アルカサール,きゅうり
2020-08-02,食費,217,マルエツ,おはぎ
2020-08-02,食費,96,マルエツ,たまご
2020-08-02,食費,118,マルエツ,食パン
2020-08-02,食費,228,マルエツ,春巻の皮
2020-08-02,食費,86,マルエツ,キャベツ
2020-08-02,食費,294,マルエツ,ハム
2020-08-02,食費,108,マルエツ,大葉
2020-08-02,食費,547,マルエツ,キシリトールボトルガム
2020-08-02,食費,217,マルエツ,ラーメン
2020-08-02,食費,184,マルエツ,コーラグミ
2020-08-02,食費,110,セリア,まな板立て
2020-08-02,食費,13700,CAINZ,庭用日除けテント
2020-08-08,食費,5000,楽天,化粧水・角質パッドなど
2020-08-08,食費,2812,楽天,スリムウォーク
2020-08-08,食費,1406,楽天,スリムウォーク
2020-08-08,食費,1005,しろくまフォト,写真
2020-08-08,食費,5676,UNIQLO,エアリズムブラトップ
2020-08-08,食費,2299,Amazon,モレモ10秒トリートメント
2020-08-08,食費,2645,楽天,フェイスマスク
2020-08-08,食費,1290,道の駅,朝ごはんのパン
2020-08-08,食費,4020,銚子みうら,銚子　みうら
2020-08-08,食費,120,道の駅いたこ,にら
2020-08-08,食費,120,道の駅いたこ,にら
2020-08-08,食費,140,道の駅いたこ,ピーマン
2020-08-08,食費,140,道の駅いたこ,ピーマン
2020-08-08,食費,160,道の駅いたこ,大根
2020-08-08,食費,200,道の駅いたこ,トマト
2020-08-08,食費,120,道の駅いたこ,万能ねぎ
2020-08-08,食費,130,道の駅いたこ,みょうが
2020-08-08,食費,878,Costco,マリフードバター
2020-08-08,食費,548,Costco,じゃがいも
2020-08-08,食費,1696,Costco,塩サバフィレ
2020-08-08,食費,1398,Costco,スライスチーズ
2020-08-08,食費,275,Costco,たまご
2020-08-08,食費,1248,Costco,ラスカスクリームチーズ
2020-08-08,食費,298,Costco,カットしめじ
2020-08-08,食費,568,Costco,ハーゲンダッツ
2020-08-08,食費,1588,Costco,冷凍エビ
2020-08-08,食費,2205,Costco,国産豚コマ
2020-08-08,食費,558,Costco,高リコピントマト
2020-08-08,食費,698,Costco,キムチ
2020-08-08,食費,698,Costco,キムチ
2020-08-08,食費,794,Costco,たまねぎ
2020-08-08,食費,568,Costco,白ネギ
2020-08-08,食費,1038,Costco,キシリトールボトルガム
2020-08-08,食費,968,Costco,チャンジャ
2020-08-08,食費,1098,Costco,明石焼き
2020-08-08,食費,158,Costco,キャベツ
2020-08-08,食費,978,Costco,シェービングジェル
2020-08-08,食費,1188,Costco,さくら鶏ムネ
2020-08-08,食費,1998,Costco,さくら鶏モモ
2020-08-08,食費,1980,Costco,海鮮漬けちらし
2020-08-08,食費,1080,Costco,日高昆布
2020-08-08,食費,1098,Costco,アイスコーヒーポーション
2020-08-08,食費,399,Costco,人参
2020-08-08,食費,1648,Costco,ツナフレーク
2020-08-08,食費,588,Costco,カット春雨
2020-08-08,食費,598,Costco,ブーケレタス
2020-08-08,食費,680,ETC,潮来〜成田
2020-08-09,食費,1301,吉野家,牛丼＆豚丼
2020-08-09,食費,99,IKEA,ポプリ
2020-08-09,食費,999,IKEA,電源タップ
2020-08-09,食費,399,IKEA,タオルハンカチ
2020-08-09,食費,399,IKEA,すべりどめマット
2020-08-09,食費,399,IKEA,すべりどめマット
2020-08-09,食費,699,IKEA,ガラスピッチャー
2020-08-09,食費,299,IKEA,ヴァリエラボックス
2020-08-09,食費,299,IKEA,ヴァリエラボックス
2020-08-09,食費,299,IKEA,ヴァリエラボックス
2020-08-09,食費,299,IKEA,ヴァリエラボックス
2020-08-09,食費,299,IKEA,ヴァリエラボックス
2020-08-09,食費,299,IKEA,ヴァリエラボックス
2020-08-09,食費,299,IKEA,フリーザーパック
2020-08-09,食費,199,IKEA,フリーザーパック
2020-08-09,食費,199,IKEA,フリーザーパック
2020-08-09,食費,299,IKEA,フリーザーパック
2020-08-09,食費,299,IKEA,フリーザーパック
2020-08-09,食費,49,IKEA,フロアプロテクター
2020-08-09,食費,49,IKEA,フロアプロテクター
2020-08-09,食費,1499,IKEA,LEDライト
2020-08-09,食費,599,IKEA,フォトフレーム
2020-08-09,食費,299,IKEA,1㍑魔法瓶
2020-08-09,食費,1499,IKEA,ポスターフレーム
2020-08-09,食費,6999,IKEA,ベッドサイドテーブル
2020-08-09,食費,6999,IKEA,ベッドサイドテーブル
2020-08-09,食費,3288,びっくりドンキー,びっくりドンキー
2020-08-09,食費,1045,マツキヨ,制汗剤
2020-08-09,食費,418,マツキヨ,歯磨き粉
2020-08-09,食費,1100,マツキヨ,ドルマイシン軟膏
2020-08-09,医療費,1405,マツキヨ,ラミシール（哲太薬）
2020-08-09,食費,486,マツキヨ,葉酸サプリDHC
2020-08-09,食費,79,ヤオコー,納豆
2020-08-09,食費,79,ヤオコー,納豆
2020-08-09,食費,148,ヤオコー,ゼライス
2020-08-09,食費,99,ヤオコー,超熟食パン
2020-08-09,食費,328,ヤオコー,あずき
2020-08-09,食費,118,ヤオコー,ヒマラヤ岩塩詰替
2020-08-09,食費,88,ヤオコー,いりごま
2020-08-09,食費,198,ヤオコー,なす
2020-08-09,食費,178,ヤオコー,みかんレトルト
2020-08-09,食費,178,ヤオコー,フルーツレトルト
2020-08-09,食費,298,ヤオコー,果汁100％ゼリー
2020-08-11,固定費,3042,楽天モバイル,奈月業務用携帯
2020-08-13,食費,1419,UNIQLO,チノショートパンツ
2020-08-13,食費,550,UNIQLO,リラコ
2020-08-13,食費,550,UNIQLO,リラコ
2020-08-13,食費,550,UNIQLO,Tシャツ
2020-08-13,食費,550,UNIQLO,Tシャツ
2020-08-13,食費,998,ジョイフル本田,ポスターフレーム黒
2020-08-13,食費,998,ジョイフル本田,ポスターフレームナチュラル
2020-08-13,食費,692,ジョイフル本田,楽ちんフック（額縁用）
2020-08-13,食費,1584,ジョイフル本田,アルバムホワイト
2020-08-13,食費,123,ジョイフル本田,フリクションスタンプ
2020-08-13,食費,304,ジョイフル本田,替芯ボールペン
2020-08-13,食費,304,ジョイフル本田,替芯ボールペン
2020-08-13,食費,407,ジョイフル本田,ノート哲太仕事用
2020-08-13,食費,989,ジョイフル本田,ノート哲太仕事用
2020-08-13,食費,178,ジョイフル本田,テンプレート定規
2020-08-13,食費,1940,KFC,ケンタッキー
2020-08-15,固定費,330,セリア,水切りネット生ゴミ処理機用
2020-08-15,固定費,440,セリア,水切りネットシンク用
2020-08-15,食費,110,セリア,巾着袋
2020-08-15,食費,110,セリア,ピップエレキバン用シール
2020-08-15,食費,1980,福太郎,トランシーノ洗顔
2020-08-15,食費,418,福太郎,ノーズミント
2020-08-15,食費,547,福太郎,お風呂防カビくん
2020-08-15,食費,95,福太郎,ビスコ
2020-08-15,食費,198,マルエツ,ポテトチップス
2020-08-15,食費,198,マルエツ,たまご
2020-08-15,食費,198,マルエツ,たまご
2020-08-15,食費,88,マルエツ,食パン
2020-08-15,食費,232,マルエツ,かぼちゃ
2020-08-15,食費,198,マルエツ,ポテトチップス
2020-08-15,食費,268,マルエツ,ウインナー
2020-08-15,食費,268,マルエツ,ウインナー
2020-08-15,食費,148,マルエツ,万願寺とうがらし
2020-08-15,食費,398,マルエツ,いちじく
2020-08-15,食費,298,マルエツ,トマト
2020-08-15,食費,598,マルエツ,ぶどう
2020-08-15,食費,258,マルエツ,きゅうり
2020-08-15,食費,1880,マルエツ,コシヒカリ
2020-08-16,食費,61200,市民税,奈月市民税
2020-08-16,食費,25200,島村楽器,ギター・チューナー
2020-08-16,食費,4400,喜久屋書店,楽譜・コード表
2020-08-16,食費,4680,Amazon,譜面台・スタンド
2020-08-16,食費,961,セブンイレブン,パン・ラーメン
2020-08-20,食費,546,マツキヨ,生理用品
2020-08-20,食費,356,現金,切手
2020-08-20,食費,550,現金,定額小為替
2020-08-20,食費,469,ドトール,コーヒーとお菓子
2020-08-21,交通費,6333,Enejet,ガソリン
2020-08-21,食費,1080,セブン,アルコール消毒
2020-08-21,食費,240,セブン,梨
2020-08-21,食費,999,セブン,アイス
2020-08-22,食費,599,ニトリ,突っ張り棚
2020-08-22,食費,499,ニトリ,電池　単一
2020-08-22,食費,110,ダイソー,シュシュ
2020-08-22,食費,110,ダイソー,ヘアピン
2020-08-22,食費,220,ダイソー,靴下
2020-08-22,食費,110,ダイソー,ビニール手袋
2020-08-22,食費,110,ダイソー,ヘアゴム
2020-08-22,食費,110,ダイソー,シンク用水切り袋
2020-08-22,食費,4730,紅虎餃子房,紅虎餃子房
2020-08-22,食費,21926,Nespresso,Nespresso
2020-08-22,食費,277,ニトリ,Nインボックスふた
2020-08-22,食費,277,ニトリ,Nインボックスふた
2020-08-22,食費,545,ニトリ,ファイルケースNワイド
2020-08-22,食費,648,ニトリ,Nインボックス大
2020-08-22,食費,648,ニトリ,Nインボックス大
2020-08-22,食費,648,ニトリ,Nインボックス大
2020-08-22,食費,909,ニトリ,ピッチャー2.1㍑
2020-08-22,食費,5,ニトリ,レジ袋
2020-08-22,食費,590,ETC,四街道〜湾岸千葉
2020-08-22,食費,1250,ETC,湾岸千葉〜成田
2020-08-25,食費,198,ミニストップ,牛乳
2020-08-25,食費,147,ミニストップ,ポテトチップス
2020-08-25,食費,254,ミニストップ,アイスクリーム
2020-08-26,食費,44600,税金,国保・奈月
2020-08-26,食費,140,セブンイレブン,エクレア
2020-08-26,食費,561,だるま,唐揚げ
2020-08-28,食費,26000,楽天,洗顔foreo
2020-08-29,食費,1213,ブーランジェベーグ,朝ごはんのパン
2020-08-29,食費,6930,亀有アリオ,奈月服
2020-08-29,食費,724,亀有アリオ,リンガーハット
2020-08-29,食費,10400,亀有アリオ,エステ
2020-08-29,食費,2068,亀有アリオ,アイライナーなど
2020-08-29,食費,1276,亀有アリオ,紬カフェ
2020-08-29,食費,450,亀有アリオ,ビアード・パパ
2020-08-29,食費,180,亀有アリオ,アイスコーヒー
2020-08-29,食費,4251,鳥貴族,鳥貴族・白井
2020-08-29,食費,1700,小村肛門科,診察代
2020-08-29,医療費,900,薬局,薬代
2020-08-30,食費,130,アルカサール,モロヘイヤ
2020-08-30,食費,140,アルカサール,大根
2020-08-30,食費,120,アルカサール,ピーマン
2020-08-30,食費,120,アルカサール,ニラ
2020-08-30,食費,90,アルカサール,きゅうり
2020-08-30,食費,90,アルカサール,きゅうり
2020-08-30,食費,180,アルカサール,なす
2020-08-30,食費,180,アルカサール,ミニトマト
2020-08-30,食費,1382,だるま,からあげ
2020-08-30,食費,657,福太郎,Successシャンプー詰め替え
2020-08-30,食費,429,マルエツ,ごろグラチョコシリアル
2020-08-30,食費,95,マルエツ,食パン
2020-08-30,食費,181,マルエツ,牛乳
2020-08-30,食費,224,マルエツ,たまご
2020-08-30,食費,84,マルエツ,納豆
2020-08-30,食費,84,マルエツ,納豆
2020-08-30,食費,321,マルエツ,ごま油
2020-08-30,食費,321,マルエツ,ピーナツバター
2020-08-30,食費,386,マルエツ,アルトバイエルン
2020-08-30,食費,343,マルエツ,エビちりめん
2020-08-30,食費,192,マルエツ,レモンアップ
2020-08-30,食費,228,マルエツ,生姜
2020-08-30,食費,205,マルエツ,春巻の皮
2020-08-30,食費,85,マルエツ,大葉
2020-09-01,固定費,110000,イオン銀行,ローン
2020-09-01,固定費,11302,楽天銀行,Macローン
2020-09-01,固定費,4410,哲太楽天銀行,車両保険(AIG損保)
2020-09-01,固定費,3280,哲太楽天銀行,アクサダイレクト
2020-09-01,固定費,5797,哲太楽天銀行,哲太メットライフ
2020-09-01,固定費,8467,楽天カード,奈月メットライフ
2020-09-01,光熱費,4237,コンビニ,下水道（2ヶ月毎）
2020-09-01,光熱費,6340,りそな銀行,水道局（2ヶ月毎）
2020-09-01,光熱費,7898,楽天カード,東京電力
2020-09-01,光熱費,8401,楽天カード,東京ガス
2020-09-01,固定費,687,楽天カード,ソネット
2020-09-01,固定費,3361,楽天カード,ソネット
2020-09-01,固定費,2697,楽天カード,楽天モバイル
2020-09-01,固定費,2213,楽天カード,楽天モバイル
2020-09-01,食費,5995,Nespresso,Nespressoコーヒー
2020-09-01,食費,2948,cosmura,韓国パック＆アロエジェルなど
2020-09-01,食費,70,ロピア,ポテチ
2020-09-01,食費,70,ロピア,ポテチ
2020-09-01,食費,70,ロピア,ポテチ
2020-09-01,食費,85,ロピア,ポテチ
2020-09-01,食費,301,ロピア,レディボーデン
2020-09-01,食費,182,ロピア,ハーゲンダッツ
2020-09-01,食費,182,ロピア,ハーゲンダッツ
2020-09-01,食費,182,ロピア,ハーゲンダッツ
2020-09-01,食費,182,ロピア,ハーゲンダッツ
2020-09-01,食費,37,ロピア,ガリガリ君
2020-09-01,食費,37,ロピア,ガリガリ君
2020-09-01,食費,75,ロピア,ジャイアントコーン
2020-09-01,食費,75,ロピア,ジャイアントコーン
2020-09-01,食費,382,クリエイト,靴箱ファブリーズ
2020-09-01,食費,635,クリエイト,W消臭トイレ
2020-09-01,食費,321,KALDI,ローカーズ
2020-09-01,食費,358,KALDI,ポロショコラ
2020-09-01,食費,118,KALDI,ノグリラーメン
2020-09-01,食費,170,KALDI,カルボプルダック
2020-09-01,食費,213,KALDI,プロシュート
2020-09-02,食費,10000,哲太楽天,ふるさと納税ほたて
2020-09-02,食費,10000,哲太楽天,ふるさと納税豚肉
2020-09-02,食費,10000,哲太楽天,ふるさと納税サーモン
2020-09-03,食費,228,ヤオコー,春巻の皮
2020-09-03,食費,184,ヤオコー,牛乳
2020-09-03,食費,119,ヤオコー,トマト缶（パック）
2020-09-03,食費,119,ヤオコー,トマト缶（パック）
2020-09-03,食費,738,ヤオコー,牛モモブロック
2020-09-03,食費,162,ヤオコー,食パン　ラバン
2020-09-03,食費,217,ヤオコー,レタス
2020-09-03,食費,162,ヤオコー,ハヤシライスの元
2020-09-03,食費,877,ヤオコー,赤ワイン
2020-09-03,食費,808,ヤオコー,牛豚合い挽き
2020-09-03,食費,195,ヤオコー,キャベツ
2020-09-03,食費,108,ヤオコー,えのき
2020-09-03,食費,108,ヤオコー,たくあん
2020-09-04,食費,6204,はな膳,はな膳
2020-09-04,食費,213,マルエツ,たまご
2020-09-04,食費,213,マルエツ,たまご
2020-09-04,食費,213,マルエツ,じゃが芋
2020-09-04,食費,63,マルエツ,食パン
2020-09-04,食費,429,マルエツ,ミニトマト
2020-09-04,食費,84,マルエツ,納豆
2020-09-04,食費,84,マルエツ,納豆
2020-09-06,食費,1780,マクドナルド,マクドナルド
2020-09-06,食費,9323,焼肉一匠,焼肉一匠
